emission_record_id,date_key,business_unit_id,facility_id,supplier_id,activity_id,scope,ghg_category,activity_volume,activity_unit,emission_factor,emissions_tco2e,spend_usd,revenue_usd,data_quality_score
E000812,202508,BU04,F07,S014,A05,Scope 2,Purchased energy,1008.01,MWh,0.2377,248.26,102419.08,2725488.61,0.88
E000813,202508,BU04,F07,S003,A06,Scope 3,Purchased goods and services,1842.27,USD thousand spend,0.5412,1145.5,290234.64,2725488.61,0.94
E000814,202508,BU04,F07,S011,A06,Scope 3,Purchased goods and services,986.66,USD thousand spend,0.4731,536.32,135376.84,2725488.61,0.75
E000815,202508,BU04,F07,S023,A08,Scope 3,Business travel,1134.03,passenger-km thousand,0.1372,224.4,337880.58,2725488.61,0.77
E000816,202508,BU04,F07,S003,A09,Scope 3,Waste,344.26,tonnes waste,0.5668,224.18,104883.65,2725488.61,0.72
E000817,202508,BU05,F08,S006,A04,Scope 2,Electricity,146.54,MWh,0.531,64.25,21817.58,2025496.83,0.9
E000818,202508,BU05,F08,S014,A05,Scope 2,Purchased energy,313.95,MWh,0.232,75.47,22431.72,2025496.83,0.98
E000819,202508,BU05,F08,S024,A08,Scope 3,Business travel,378.36,passenger-km thousand,0.121,42.3,148123.17,2025496.83,0.9
E000820,202508,BU05,F08,S020,A09,Scope 3,Waste,499.37,tonnes waste,0.5039,232.44,237257.99,2025496.83,0.89
E000821,202509,BU01,F01,DIRECT,A01,Scope 1,Stationary combustion,1605.53,MWh thermal,0.1514,223.14,154061.68,7070871.13,0.97
E000822,202509,BU01,F01,DIRECT,A03,Scope 1,Fugitive emissions,191.62,kg refrigerant,1.219,214.35,25263.37,7070871.13,0.87
E000823,202509,BU01,F01,S008,A04,Scope 2,Electricity,341.21,MWh,0.5307,119.39,57676.6,7070871.13,0.8
E000824,202509,BU01,F01,S019,A06,Scope 3,Purchased goods and services,2829.98,USD thousand spend,0.4832,1560.53,984324.24,7070871.13,0.97
E000825,202509,BU01,F01,S006,A06,Scope 3,Purchased goods and services,2117.71,USD thousand spend,0.4446,1074.44,751442.88,7070871.13,0.96
E000826,202509,BU01,F01,S021,A09,Scope 3,Waste,769.86,tonnes waste,0.5694,500.23,238569.51,7070871.13,0.74
E000827,202509,BU02,F02,DIRECT,A02,Scope 1,Mobile combustion,1156.19,kiloliters,2.4305,2578.82,214136.46,5959392.35,0.71
E000828,202509,BU02,F02,S020,A04,Scope 2,Electricity,498.91,MWh,0.4074,134.01,38072.0,5959392.35,0.78
E000829,202509,BU02,F02,S005,A07,Scope 3,Transportation and distribution,572.9,ton-km thousand,0.1392,90.98,121324.02,5959392.35,0.78
E000830,202509,BU02,F02,S005,A07,Scope 3,Transportation and distribution,741.47,ton-km thousand,0.1405,118.9,102170.25,5959392.35,0.76
E000831,202509,BU02,F02,S016,A09,Scope 3,Waste,1272.3,tonnes waste,0.4869,887.15,366654.66,5959392.35,0.77
E000832,202509,BU02,F03,DIRECT,A02,Scope 1,Mobile combustion,782.51,kiloliters,2.3886,1715.28,103529.2,4933630.19,0.87
E000833,202509,BU02,F03,S018,A04,Scope 2,Electricity,1179.33,MWh,0.5258,508.58,204157.33,4933630.19,0.72
E000834,202509,BU02,F03,S018,A07,Scope 3,Transportation and distribution,1083.13,ton-km thousand,0.1689,208.74,358482.92,4933630.19,0.9
E000835,202509,BU02,F03,S016,A07,Scope 3,Transportation and distribution,443.63,ton-km thousand,0.1829,116.21,102021.11,4933630.19,0.8
E000836,202509,BU02,F03,S006,A09,Scope 3,Waste,299.53,tonnes waste,0.4278,146.21,195173.59,4933630.19,0.93
E000837,202509,BU01,F04,DIRECT,A01,Scope 1,Stationary combustion,1600.47,MWh thermal,0.1983,291.3,233844.88,6771640.29,0.88
E000838,202509,BU01,F04,DIRECT,A03,Scope 1,Fugitive emissions,90.7,kg refrigerant,1.5667,130.41,14506.32,6771640.29,0.75
E000839,202509,BU01,F04,S019,A04,Scope 2,Electricity,324.71,MWh,0.4756,126.67,37315.18,6771640.29,0.82
E000840,202509,BU01,F04,S003,A06,Scope 3,Purchased goods and services,1443.26,USD thousand spend,0.4803,791.02,826481.78,6771640.29,0.75
E000841,202509,BU01,F04,S007,A06,Scope 3,Purchased goods and services,2069.93,USD thousand spend,0.5035,1492.47,567399.75,6771640.29,0.9
E000842,202509,BU01,F04,S002,A09,Scope 3,Waste,1378.8,tonnes waste,0.5199,1026.54,399351.92,6771640.29,0.84
E000843,202509,BU02,F05,DIRECT,A02,Scope 1,Mobile combustion,926.43,kiloliters,2.9269,2488.43,119868.24,5570276.83,0.85
E000844,202509,BU02,F05,S003,A04,Scope 2,Electricity,741.21,MWh,0.5406,328.61,132247.4,5570276.83,0.84
E000845,202509,BU02,F05,S016,A07,Scope 3,Transportation and distribution,1447.61,ton-km thousand,0.1859,385.3,514835.47,5570276.83,0.93
E000846,202509,BU02,F05,S017,A07,Scope 3,Transportation and distribution,280.33,ton-km thousand,0.159,63.81,129760.28,5570276.83,0.72
E000847,202509,BU02,F05,S002,A09,Scope 3,Waste,1172.84,tonnes waste,0.4527,760.36,415799.83,5570276.83,0.94
E000848,202509,BU05,F06,S012,A04,Scope 2,Electricity,415.69,MWh,0.3944,108.09,39039.78,1925193.18,0.71
E000849,202509,BU05,F06,S004,A05,Scope 2,Purchased energy,230.62,MWh,0.2343,35.63,33011.78,1925193.18,0.84
E000850,202509,BU05,F06,S018,A08,Scope 3,Business travel,78.11,passenger-km thousand,0.1356,12.08,15121.84,1925193.18,0.87
E000851,202509,BU05,F06,S008,A09,Scope 3,Waste,109.07,tonnes waste,0.5163,51.66,71330.58,1925193.18,0.97
E000852,202509,BU04,F07,S017,A04,Scope 2,Electricity,649.08,MWh,0.5031,336.11,54209.47,3169167.0,0.73
E000853,202509,BU04,F07,S006,A05,Scope 2,Purchased energy,858.18,MWh,0.25,175.99,62695.49,3169167.0,0.7
E000854,202509,BU04,F07,S013,A06,Scope 3,Purchased goods and services,641.67,USD thousand spend,0.5801,424.76,211411.73,3169167.0,0.92
E000855,202509,BU04,F07,S005,A06,Scope 3,Purchased goods and services,1593.79,USD thousand spend,0.4561,829.4,393475.27,3169167.0,0.97
E000856,202509,BU04,F07,S005,A08,Scope 3,Business travel,878.45,passenger-km thousand,0.1103,110.58,325178.76,3169167.0,0.76
E000857,202509,BU04,F07,S013,A09,Scope 3,Waste,231.61,tonnes waste,0.4638,122.58,85687.4,3169167.0,0.95
E000858,202509,BU05,F08,S011,A04,Scope 2,Electricity,179.15,MWh,0.4125,60.62,21706.82,1931967.51,0.77
E000859,202509,BU05,F08,S021,A05,Scope 2,Purchased energy,389.63,MWh,0.2072,66.22,50925.93,1931967.51,0.93
E000860,202509,BU05,F08,S022,A08,Scope 3,Business travel,168.2,passenger-km thousand,0.1561,29.96,108090.56,1931967.51,0.89
E000861,202509,BU05,F08,S012,A09,Scope 3,Waste,80.39,tonnes waste,0.5417,39.95,32832.53,1931967.51,0.74
E000862,202510,BU01,F01,DIRECT,A01,Scope 1,Stationary combustion,1374.36,MWh thermal,0.1801,225.55,232932.46,6609232.13,0.96
E000863,202510,BU01,F01,DIRECT,A03,Scope 1,Fugitive emissions,140.64,kg refrigerant,1.2258,157.13,23058.31,6609232.13,0.84
E000864,202510,BU01,F01,S011,A04,Scope 2,Electricity,299.38,MWh,0.4702,114.67,34435.68,6609232.13,0.78
E000865,202510,BU01,F01,S021,A06,Scope 3,Purchased goods and services,3082.36,USD thousand spend,0.5088,1777.34,811616.1,6609232.13,0.91
E000866,202510,BU01,F01,S018,A06,Scope 3,Purchased goods and services,1731.37,USD thousand spend,0.5988,1174.91,721049.91,6609232.13,0.77
E000867,202510,BU01,F01,S019,A09,Scope 3,Waste,1549.12,tonnes waste,0.4796,842.02,521890.06,6609232.13,0.92
E000868,202510,BU02,F02,DIRECT,A02,Scope 1,Mobile combustion,903.34,kiloliters,2.4502,2017.27,159327.35,5916877.62,0.89
E000869,202510,BU02,F02,S009,A04,Scope 2,Electricity,843.91,MWh,0.4618,317.44,94071.66,5916877.62,0.76
E000870,202510,BU02,F02,S017,A07,Scope 3,Transportation and distribution,669.95,ton-km thousand,0.1724,164.27,493543.29,5916877.62,0.95
E000871,202510,BU02,F02,S005,A07,Scope 3,Transportation and distribution,898.81,ton-km thousand,0.1618,164.83,395149.16,5916877.62,0.9
E000872,202510,BU02,F02,S011,A09,Scope 3,Waste,996.73,tonnes waste,0.565,638.23,178472.37,5916877.62,0.78
E000873,202510,BU02,F03,DIRECT,A02,Scope 1,Mobile combustion,717.17,kiloliters,2.9018,1896.7,93027.05,6018283.55,0.83
E000874,202510,BU02,F03,S006,A04,Scope 2,Electricity,1591.8,MWh,0.4628,600.11,187325.82,6018283.55,0.83
E000875,202510,BU02,F03,S005,A07,Scope 3,Transportation and distribution,1484.76,ton-km thousand,0.1455,244.85,1178633.22,6018283.55,0.83
E000876,202510,BU02,F03,S016,A07,Scope 3,Transportation and distribution,666.76,ton-km thousand,0.18,170.65,313230.49,6018283.55,0.74
E000877,202510,BU02,F03,S006,A09,Scope 3,Waste,1177.04,tonnes waste,0.4668,622.72,218652.33,6018283.55,0.75
E000878,202510,BU01,F04,DIRECT,A01,Scope 1,Stationary combustion,1570.69,MWh thermal,0.1945,278.47,286317.3,7630103.7,0.75
E000879,202510,BU01,F04,DIRECT,A03,Scope 1,Fugitive emissions,85.29,kg refrigerant,1.3008,101.12,12547.53,7630103.7,0.92
E000880,202510,BU01,F04,S009,A04,Scope 2,Electricity,936.2,MWh,0.5295,403.75,174465.39,7630103.7,0.8
E000881,202510,BU01,F04,S008,A06,Scope 3,Purchased goods and services,1641.25,USD thousand spend,0.5708,853.55,439701.69,7630103.7,0.74
E000882,202510,BU01,F04,S010,A06,Scope 3,Purchased goods and services,1712.03,USD thousand spend,0.6341,1543.91,820198.19,7630103.7,0.9
E000883,202510,BU01,F04,S002,A09,Scope 3,Waste,647.8,tonnes waste,0.436,401.69,262503.41,7630103.7,0.75
E000884,202510,BU02,F05,DIRECT,A02,Scope 1,Mobile combustion,1019.83,kiloliters,3.1489,2926.85,170816.91,5971947.44,0.88
E000885,202510,BU02,F05,S005,A04,Scope 2,Electricity,415.26,MWh,0.5301,179.31,36074.6,5971947.44,0.95
E000886,202510,BU02,F05,S019,A07,Scope 3,Transportation and distribution,969.21,ton-km thousand,0.1815,199.36,293449.73,5971947.44,0.85
E000887,202510,BU02,F05,S012,A07,Scope 3,Transportation and distribution,1260.67,ton-km thousand,0.1368,157.1,227724.44,5971947.44,0.77
E000888,202510,BU02,F05,S008,A09,Scope 3,Waste,316.96,tonnes waste,0.531,153.33,73209.73,5971947.44,0.85
E000889,202510,BU05,F06,S013,A04,Scope 2,Electricity,435.37,MWh,0.4572,162.14,58057.43,2198791.17,0.96
E000890,202510,BU05,F06,S019,A05,Scope 2,Purchased energy,263.65,MWh,0.2371,50.92,27010.56,2198791.17,0.96
E000891,202510,BU05,F06,S006,A08,Scope 3,Business travel,183.67,passenger-km thousand,0.1086,22.6,83014.77,2198791.17,0.92
E000892,202510,BU05,F06,S019,A09,Scope 3,Waste,322.04,tonnes waste,0.4533,165.42,64217.81,2198791.17,0.73
E000893,202510,BU04,F07,S016,A04,Scope 2,Electricity,421.52,MWh,0.422,181.84,70664.11,3038058.99,0.97
E000894,202510,BU04,F07,S002,A05,Scope 2,Purchased energy,487.21,MWh,0.2418,120.42,68783.44,3038058.99,0.95
E000895,202510,BU04,F07,S001,A06,Scope 3,Purchased goods and services,586.22,USD thousand spend,0.4469,296.9,122513.76,3038058.99,0.89
E000896,202510,BU04,F07,S016,A06,Scope 3,Purchased goods and services,1931.51,USD thousand spend,0.4512,1239.46,736295.73,3038058.99,0.94
E000897,202510,BU04,F07,S020,A08,Scope 3,Business travel,820.98,passenger-km thousand,0.1538,115.02,357473.02,3038058.99,0.92
E000898,202510,BU04,F07,S021,A09,Scope 3,Waste,263.28,tonnes waste,0.5568,166.12,113010.95,3038058.99,0.71
E000899,202510,BU05,F08,S010,A04,Scope 2,Electricity,292.99,MWh,0.4415,132.23,20226.07,2153837.26,0.81
E000900,202510,BU05,F08,S008,A05,Scope 2,Purchased energy,270.04,MWh,0.1765,31.2,44273.81,2153837.26,0.7
E000901,202510,BU05,F08,S001,A08,Scope 3,Business travel,368.73,passenger-km thousand,0.1134,47.4,180699.26,2153837.26,0.75
E000902,202510,BU05,F08,S024,A09,Scope 3,Waste,375.03,tonnes waste,0.582,198.85,149916.33,2153837.26,0.75
E000903,202511,BU01,F01,DIRECT,A01,Scope 1,Stationary combustion,1053.7,MWh thermal,0.2211,210.9,77522.58,6431957.11,0.93
E000904,202511,BU01,F01,DIRECT,A03,Scope 1,Fugitive emissions,47.26,kg refrigerant,1.3353,57.12,8222.34,6431957.11,0.73
E000905,202511,BU01,F01,S001,A04,Scope 2,Electricity,752.57,MWh,0.4223,257.11,60675.25,6431957.11,0.82
E000906,202511,BU01,F01,S021,A06,Scope 3,Purchased goods and services,1485.88,USD thousand spend,0.5451,911.48,941903.83,6431957.11,0.91
E000907,202511,BU01,F01,S010,A06,Scope 3,Purchased goods and services,3167.17,USD thousand spend,0.5526,2471.85,1739967.52,6431957.11,0.71
E000908,202511,BU01,F01,S024,A09,Scope 3,Waste,1147.12,tonnes waste,0.4111,426.63,265222.23,6431957.11,0.87
E000909,202511,BU02,F02,DIRECT,A02,Scope 1,Mobile combustion,1337.87,kiloliters,2.9084,3521.81,231052.26,6026618.71,0.76
E000910,202511,BU02,F02,S003,A04,Scope 2,Electricity,645.17,MWh,0.4041,210.89,122474.22,6026618.71,0.98
E000911,202511,BU02,F02,S003,A07,Scope 3,Transportation and distribution,697.26,ton-km thousand,0.1824,143.16,145693.65,6026618.71,0.76
E000912,202511,BU02,F02,S023,A07,Scope 3,Transportation and distribution,926.08,ton-km thousand,0.1501,196.28,461240.0,6026618.71,0.94
E000913,202511,BU02,F02,S002,A09,Scope 3,Waste,784.16,tonnes waste,0.5274,584.04,302274.79,6026618.71,0.76
E000914,202511,BU02,F03,DIRECT,A02,Scope 1,Mobile combustion,316.99,kiloliters,3.0644,879.21,40656.49,5888427.42,0.71
E000915,202511,BU02,F03,S002,A04,Scope 2,Electricity,1264.07,MWh,0.5507,706.59,187645.51,5888427.42,0.87
E000916,202511,BU02,F03,S022,A07,Scope 3,Transportation and distribution,1043.58,ton-km thousand,0.1814,213.01,402608.49,5888427.42,0.84
E000917,202511,BU02,F03,S002,A07,Scope 3,Transportation and distribution,1088.83,ton-km thousand,0.1441,221.66,577248.2,5888427.42,0.83
E000918,202511,BU02,F03,S021,A09,Scope 3,Waste,1405.49,tonnes waste,0.5913,935.34,424617.29,5888427.42,0.93
E000919,202511,BU01,F04,DIRECT,A01,Scope 1,Stationary combustion,936.3,MWh thermal,0.2011,170.38,158935.71,6390306.61,0.82
E000920,202511,BU01,F04,DIRECT,A03,Scope 1,Fugitive emissions,165.27,kg refrigerant,1.632,244.13,15325.69,6390306.61,0.93
E000921,202511,BU01,F04,S013,A04,Scope 2,Electricity,505.43,MWh,0.4125,168.66,76368.68,6390306.61,0.86
E000922,202511,BU01,F04,S012,A06,Scope 3,Purchased goods and services,2307.39,USD thousand spend,0.6293,1313.64,707456.3,6390306.61,0.98
E000923,202511,BU01,F04,S018,A06,Scope 3,Purchased goods and services,3360.7,USD thousand spend,0.4906,1855.47,972155.07,6390306.61,0.82
E000924,202511,BU01,F04,S020,A09,Scope 3,Waste,1882.59,tonnes waste,0.461,785.13,388368.5,6390306.61,0.98
E000925,202511,BU02,F05,DIRECT,A02,Scope 1,Mobile combustion,1261.0,kiloliters,2.5386,2897.42,192838.23,5631668.17,0.85
E000926,202511,BU02,F05,S003,A04,Scope 2,Electricity,1523.2,MWh,0.4541,559.5,195719.74,5631668.17,0.87
E000927,202511,BU02,F05,S007,A07,Scope 3,Transportation and distribution,508.12,ton-km thousand,0.1519,109.03,257243.1,5631668.17,0.88
E000928,202511,BU02,F05,S006,A07,Scope 3,Transportation and distribution,1126.26,ton-km thousand,0.1498,189.83,435657.34,5631668.17,0.76
E000929,202511,BU02,F05,S013,A09,Scope 3,Waste,1162.41,tonnes waste,0.5585,730.69,389648.08,5631668.17,0.72
E000930,202511,BU05,F06,S018,A04,Scope 2,Electricity,138.25,MWh,0.4682,52.36,15224.13,1974291.63,0.93
E000931,202511,BU05,F06,S002,A05,Scope 2,Purchased energy,489.25,MWh,0.2078,103.22,32453.9,1974291.63,0.95
E000932,202511,BU05,F06,S014,A08,Scope 3,Business travel,117.97,passenger-km thousand,0.1425,23.74,88068.14,1974291.63,0.89
E000933,202511,BU05,F06,S019,A09,Scope 3,Waste,262.81,tonnes waste,0.4471,132.23,97709.66,1974291.63,0.97
E000934,202511,BU04,F07,S022,A04,Scope 2,Electricity,970.72,MWh,0.506,397.31,114252.0,3308032.92,0.73
E000935,202511,BU04,F07,S005,A05,Scope 2,Purchased energy,632.5,MWh,0.2476,126.69,118629.61,3308032.92,0.92
E000936,202511,BU04,F07,S011,A06,Scope 3,Purchased goods and services,1101.64,USD thousand spend,0.5224,647.69,691594.42,3308032.92,0.86
E000937,202511,BU04,F07,S024,A06,Scope 3,Purchased goods and services,514.52,USD thousand spend,0.4666,217.19,169015.5,3308032.92,0.88
E000938,202511,BU04,F07,S006,A08,Scope 3,Business travel,439.51,passenger-km thousand,0.1068,52.82,163624.64,3308032.92,0.8
E000939,202511,BU04,F07,S018,A09,Scope 3,Waste,995.41,tonnes waste,0.4389,491.64,438277.14,3308032.92,0.74
E000940,202511,BU05,F08,S015,A04,Scope 2,Electricity,398.86,MWh,0.4091,132.0,68117.25,2039638.89,0.97
E000941,202511,BU05,F08,S020,A05,Scope 2,Purchased energy,318.89,MWh,0.1962,40.69,28326.3,2039638.89,0.89
E000942,202511,BU05,F08,S016,A08,Scope 3,Business travel,472.98,passenger-km thousand,0.1279,85.46,94668.61,2039638.89,0.87
E000943,202511,BU05,F08,S014,A09,Scope 3,Waste,411.97,tonnes waste,0.5098,296.59,103282.85,2039638.89,0.74
E000944,202512,BU01,F01,DIRECT,A01,Scope 1,Stationary combustion,1571.64,MWh thermal,0.1806,255.14,257396.34,6612042.72,0.9
E000945,202512,BU01,F01,DIRECT,A03,Scope 1,Fugitive emissions,174.87,kg refrigerant,1.6554,260.19,13612.48,6612042.72,0.77
E000946,202512,BU01,F01,S011,A04,Scope 2,Electricity,1082.52,MWh,0.4235,368.27,76743.54,6612042.72,0.8
E000947,202512,BU01,F01,S023,A06,Scope 3,Purchased goods and services,1752.92,USD thousand spend,0.4952,1217.33,794049.99,6612042.72,0.72
E000948,202512,BU01,F01,S014,A06,Scope 3,Purchased goods and services,1977.25,USD thousand spend,0.4429,1228.26,785950.05,6612042.72,0.92
E000949,202512,BU01,F01,S017,A09,Scope 3,Waste,446.08,tonnes waste,0.5336,333.83,106169.24,6612042.72,0.85
E000950,202512,BU02,F02,DIRECT,A02,Scope 1,Mobile combustion,1449.58,kiloliters,2.6422,3442.43,207244.29,5541722.56,0.71
E000951,202512,BU02,F02,S015,A04,Scope 2,Electricity,391.53,MWh,0.531,167.01,53567.97,5541722.56,0.9
E000952,202512,BU02,F02,S010,A07,Scope 3,Transportation and distribution,1080.46,ton-km thousand,0.1384,209.75,277649.91,5541722.56,0.88
E000953,202512,BU02,F02,S010,A07,Scope 3,Transportation and distribution,1359.47,ton-km thousand,0.1595,304.11,356101.99,5541722.56,0.78
E000954,202512,BU02,F02,S022,A09,Scope 3,Waste,380.66,tonnes waste,0.5558,236.44,179364.72,5541722.56,0.78
E000955,202512,BU02,F03,DIRECT,A02,Scope 1,Mobile combustion,905.8,kiloliters,2.298,1870.84,168092.49,5879943.99,0.83
E000956,202512,BU02,F03,S013,A04,Scope 2,Electricity,1539.76,MWh,0.5288,654.04,264510.16,5879943.99,0.75
E000957,202512,BU02,F03,S019,A07,Scope 3,Transportation and distribution,1665.33,ton-km thousand,0.1904,354.31,598179.14,5879943.99,0.85
E000958,202512,BU02,F03,S007,A07,Scope 3,Transportation and distribution,890.45,ton-km thousand,0.1696,211.85,184625.87,5879943.99,0.73
E000959,202512,BU02,F03,S022,A09,Scope 3,Waste,1420.83,tonnes waste,0.4463,708.64,508707.47,5879943.99,0.94
E000960,202512,BU01,F04,DIRECT,A01,Scope 1,Stationary combustion,1100.4,MWh thermal,0.1609,159.11,106088.41,6576946.57,0.89
E000961,202512,BU01,F04,DIRECT,A03,Scope 1,Fugitive emissions,208.41,kg refrigerant,1.2124,227.11,20170.78,6576946.57,0.93
E000962,202512,BU01,F04,S003,A04,Scope 2,Electricity,350.99,MWh,0.4616,130.13,48514.02,6576946.57,0.77
E000963,202512,BU01,F04,S011,A06,Scope 3,Purchased goods and services,2938.52,USD thousand spend,0.6165,2024.72,556570.49,6576946.57,0.75
E000964,202512,BU01,F04,S011,A06,Scope 3,Purchased goods and services,2575.8,USD thousand spend,0.5135,1478.34,850973.87,6576946.57,0.73
E000965,202512,BU01,F04,S010,A09,Scope 3,Waste,1780.38,tonnes waste,0.484,1208.48,544467.7,6576946.57,0.8
E000966,202512,BU02,F05,DIRECT,A02,Scope 1,Mobile combustion,534.17,kiloliters,2.8588,1372.52,61459.34,5424452.98,0.78
E000967,202512,BU02,F05,S009,A04,Scope 2,Electricity,1559.68,MWh,0.5461,684.24,159166.78,5424452.98,0.8
E000968,202512,BU02,F05,S001,A07,Scope 3,Transportation and distribution,1346.27,ton-km thousand,0.152,228.63,351301.3,5424452.98,0.78
E000969,202512,BU02,F05,S011,A07,Scope 3,Transportation and distribution,423.3,ton-km thousand,0.1886,89.22,109423.17,5424452.98,0.7
E000970,202512,BU02,F05,S007,A09,Scope 3,Waste,1426.56,tonnes waste,0.411,822.23,801759.67,5424452.98,0.92
E000971,202512,BU05,F06,S010,A04,Scope 2,Electricity,515.3,MWh,0.4014,208.51,96193.35,1899004.89,0.96
E000972,202512,BU05,F06,S010,A05,Scope 2,Purchased energy,401.0,MWh,0.2318,93.68,66209.47,1899004.89,0.71
E000973,202512,BU05,F06,S011,A08,Scope 3,Business travel,98.12,passenger-km thousand,0.1386,15.2,53261.81,1899004.89,0.71
E000974,202512,BU05,F06,S004,A09,Scope 3,Waste,373.33,tonnes waste,0.4347,145.82,249305.3,1899004.89,0.71
E000975,202512,BU04,F07,S013,A04,Scope 2,Electricity,952.38,MWh,0.4677,357.78,100778.17,2899373.49,0.7
E000976,202512,BU04,F07,S008,A05,Scope 2,Purchased energy,975.57,MWh,0.2085,131.36,71891.35,2899373.49,0.72
E000977,202512,BU04,F07,S023,A06,Scope 3,Purchased goods and services,1424.19,USD thousand spend,0.4472,893.29,624468.71,2899373.49,0.84
E000978,202512,BU04,F07,S003,A06,Scope 3,Purchased goods and services,493.28,USD thousand spend,0.4505,248.38,244911.83,2899373.49,0.95
E000979,202512,BU04,F07,S005,A08,Scope 3,Business travel,911.33,passenger-km thousand,0.1379,140.44,442738.03,2899373.49,0.92
E000980,202512,BU04,F07,S007,A09,Scope 3,Waste,261.68,tonnes waste,0.5062,185.78,119906.53,2899373.49,0.77
E000981,202512,BU05,F08,S022,A04,Scope 2,Electricity,194.23,MWh,0.5011,78.18,15884.1,1942980.83,0.9
E000982,202512,BU05,F08,S006,A05,Scope 2,Purchased energy,147.76,MWh,0.2312,27.44,15522.1,1942980.83,0.9
E000983,202512,BU05,F08,S021,A08,Scope 3,Business travel,207.9,passenger-km thousand,0.1155,26.84,95999.38,1942980.83,0.72
E000984,202512,BU05,F08,S008,A09,Scope 3,Waste,303.31,tonnes waste,0.4846,132.05,75872.48,1942980.83,0.86
E000985,202601,BU01,F01,DIRECT,A01,Scope 1,Stationary combustion,1356.49,MWh thermal,0.214,259.06,136928.93,6739658.58,0.92
E000986,202601,BU01,F01,DIRECT,A03,Scope 1,Fugitive emissions,188.16,kg refrigerant,1.4826,248.98,19706.67,6739658.58,0.97
E000987,202601,BU01,F01,S015,A04,Scope 2,Electricity,489.91,MWh,0.4472,174.76,59217.32,6739658.58,0.97
E000988,202601,BU01,F01,S011,A06,Scope 3,Purchased goods and services,2322.08,USD thousand spend,0.4774,1230.2,446811.18,6739658.58,0.96
E000989,202601,BU01,F01,S004,A06,Scope 3,Purchased goods and services,644.71,USD thousand spend,0.6093,350.47,276623.96,6739658.58,0.87
E000990,202601,BU01,F01,S010,A09,Scope 3,Waste,736.15,tonnes waste,0.5229,536.09,492254.02,6739658.58,0.84
E000991,202601,BU02,F02,DIRECT,A02,Scope 1,Mobile combustion,903.68,kiloliters,2.3442,1890.65,95732.51,5032324.74,0.97
E000992,202601,BU02,F02,S017,A04,Scope 2,Electricity,1419.77,MWh,0.5442,773.34,111542.99,5032324.74,0.96
E000993,202601,BU02,F02,S018,A07,Scope 3,Transportation and distribution,331.62,ton-km thousand,0.1733,63.78,99135.13,5032324.74,0.84
E000994,202601,BU02,F02,S014,A07,Scope 3,Transportation and distribution,1521.66,ton-km thousand,0.1678,355.64,558584.04,5032324.74,0.82
E000995,202601,BU02,F02,S018,A09,Scope 3,Waste,1307.57,tonnes waste,0.4632,672.07,481404.36,5032324.74,0.86
E000996,202601,BU02,F03,DIRECT,A02,Scope 1,Mobile combustion,746.95,kiloliters,2.8958,1930.49,87232.82,5810561.28,0.74
E000997,202601,BU02,F03,S015,A04,Scope 2,Electricity,737.04,MWh,0.519,305.15,60382.45,5810561.28,0.98
E000998,202601,BU02,F03,S012,A07,Scope 3,Transportation and distribution,348.03,ton-km thousand,0.138,42.84,82157.88,5810561.28,0.87
E000999,202601,BU02,F03,S021,A07,Scope 3,Transportation and distribution,595.47,ton-km thousand,0.1928,127.4,271943.37,5810561.28,0.86
E001000,202601,BU02,F03,S018,A09,Scope 3,Waste,500.75,tonnes waste,0.5676,315.45,230648.61,5810561.28,0.92
E001001,202601,BU01,F04,DIRECT,A01,Scope 1,Stationary combustion,1668.16,MWh thermal,0.1847,275.0,108668.72,7641405.23,0.79
E001002,202601,BU01,F04,DIRECT,A03,Scope 1,Fugitive emissions,81.4,kg refrigerant,1.2435,90.34,8691.63,7641405.23,0.85
E001003,202601,BU01,F04,S010,A04,Scope 2,Electricity,847.99,MWh,0.4743,402.63,73196.79,7641405.23,0.91
E001004,202601,BU01,F04,S009,A06,Scope 3,Purchased goods and services,2969.11,USD thousand spend,0.4373,1440.85,909167.62,7641405.23,0.95
E001005,202601,BU01,F04,S003,A06,Scope 3,Purchased goods and services,3229.69,USD thousand spend,0.5877,2106.4,1174957.99,7641405.23,0.83
E001006,202601,BU01,F04,S002,A09,Scope 3,Waste,1023.17,tonnes waste,0.4464,636.03,411646.71,7641405.23,0.79
E001007,202601,BU02,F05,DIRECT,A02,Scope 1,Mobile combustion,682.79,kiloliters,2.2738,1385.62,109636.8,5303594.86,0.78
E001008,202601,BU02,F05,S020,A04,Scope 2,Electricity,1364.38,MWh,0.5439,475.83,139818.67,5303594.86,0.71
E001009,202601,BU02,F05,S011,A07,Scope 3,Transportation and distribution,1696.09,ton-km thousand,0.1562,294.06,458210.46,5303594.86,0.81
E001010,202601,BU02,F05,S002,A07,Scope 3,Transportation and distribution,982.41,ton-km thousand,0.156,213.47,345685.17,5303594.86,0.77
E001011,202601,BU02,F05,S012,A09,Scope 3,Waste,1358.64,tonnes waste,0.407,493.36,368383.73,5303594.86,0.97
E001012,202601,BU05,F06,S006,A04,Scope 2,Electricity,232.33,MWh,0.4653,86.24,36014.15,2024320.51,0.75
E001013,202601,BU05,F06,S007,A05,Scope 2,Purchased energy,205.25,MWh,0.1926,39.57,13365.56,2024320.51,0.72
E001014,202601,BU05,F06,S016,A08,Scope 3,Business travel,381.02,passenger-km thousand,0.1387,73.57,196050.02,2024320.51,0.77
