AlertKey,TransactionKey,DateKey,AlertDateKey,CustomerKey,RuleKey,CorridorKey,ChannelKey,ProductKey,AlertAmountUSD,RiskScore,Severity,AlertStatus,IsFalsePositive,IsTruePositive,EscalatedToCase,CaseKey,ClosedDateKey,HoursToDisposition
AL000193,T0001033,20251105,20251105,C0094,R010,COR003,CH006,PR003,156166.2,88,Critical,SAR Filed,N,Y,Y,CA000193,20251115.0,243.0
AL000194,T0001035,20260515,20260515,C0056,R001,COR007,CH006,PR005,21244.29,83,High,In Review,N,Y,N,,,
AL000195,T0001040,20260422,20260422,C0126,R003,COR011,CH008,PR007,40731.9,89,Critical,Escalated,N,Y,Y,CA000195,,
AL000196,T0001043,20260504,20260505,C0071,R010,COR012,CH005,PR004,8361.64,81,High,Closed True Positive,N,Y,N,,20260509.0,111.0
AL000197,T0001045,20250616,20250616,C0094,R002,COR007,CH001,PR008,19679.72,79,High,Closed False Positive,Y,N,N,,20250627.0,273.0
AL000198,T0001046,20250206,20250207,C0120,R001,COR005,CH004,PR005,32440.82,76,High,Closed False Positive,Y,N,N,,20250222.0,374.0
AL000199,T0001049,20250918,20250918,C0128,R001,COR006,CH007,PR006,15442.96,89,Critical,Escalated,N,Y,Y,CA000199,,
AL000200,T0001052,20250520,20250521,C0089,R004,COR011,CH002,PR001,14711.49,79,High,SAR Filed,N,Y,Y,CA000200,20250605.0,368.0
AL000201,T0001053,20260525,20260526,C0075,R009,COR011,CH002,PR007,25000.0,95,Critical,SAR Filed,N,Y,Y,CA000201,20260604.0,229.0
AL000202,T0001057,20260131,20260202,C0031,R010,COR010,CH004,PR005,10834.4,86,High,Closed False Positive,Y,N,N,,20260208.0,159.0
AL000203,T0001061,20260503,20260503,C0075,R007,COR007,CH008,PR008,201457.98,99,Critical,SAR Filed,N,Y,Y,CA000203,20260509.0,154.0
AL000204,T0001070,20250527,20250527,C0087,R004,COR001,CH006,PR006,12412.82,66,Medium,Closed False Positive,Y,N,N,,20250530.0,80.0
AL000205,T0001079,20250821,20250823,C0082,R007,COR003,CH001,PR007,115949.05,76,High,In Review,N,Y,Y,CA000205,,
AL000206,T0001085,20260316,20260316,C0140,R001,COR011,CH008,PR004,33000.0,93,Critical,SAR Filed,N,Y,Y,CA000206,20260328.0,290.0
AL000207,T0001087,20260107,20260107,C0016,R001,COR007,CH004,PR004,13000.0,88,Critical,Escalated,Y,N,Y,CA000207,,
AL000208,T0001107,20260522,20260522,C0105,R009,COR006,CH007,PR006,35466.04,88,Critical,Closed True Positive,Y,N,Y,CA000208,20260526.0,106.0
AL000209,T0001109,20251105,20251107,C0141,R003,COR006,CH007,PR008,5208.25,95,Critical,Escalated,N,Y,Y,CA000209,,
AL000210,T0001119,20251101,20251101,C0056,R009,COR009,CH004,PR003,249190.89,72,Medium,In Review,N,Y,N,,,
AL000211,T0001121,20251215,20251216,C0067,R003,COR007,CH008,PR007,13561.0,79,High,SAR Filed,N,Y,Y,CA000211,20251231.0,364.0
AL000212,T0001130,20250415,20250415,C0025,R003,COR007,CH006,PR008,73788.05,73,Medium,Closed False Positive,Y,N,N,,20250425.0,244.0
AL000213,T0001131,20260415,20260415,C0042,R005,COR006,CH008,PR006,2662.99,75,High,In Review,N,Y,Y,CA000213,,
AL000214,T0001132,20250710,20250711,C0113,R001,COR005,CH002,PR001,8272.53,63,Medium,Closed False Positive,Y,N,N,,20250718.0,177.0
AL000215,T0001138,20250821,20250821,C0022,R001,COR011,CH002,PR005,8121.24,77,High,Closed False Positive,Y,N,N,,20250828.0,177.0
AL000216,T0001140,20250211,20250211,C0065,R003,COR002,CH002,PR004,18213.89,68,Medium,In Review,Y,N,N,,,
AL000217,T0001144,20250419,20250421,C0107,R001,COR009,CH004,PR007,31491.38,80,High,In Review,Y,N,N,,,
AL000218,T0001148,20250420,20250421,C0178,R005,COR007,CH002,PR001,9438.96,83,High,SAR Filed,N,Y,Y,CA000218,20250429.0,198.0
AL000219,T0001151,20260312,20260312,C0102,R003,COR006,CH008,PR007,11000.0,99,Critical,SAR Filed,N,Y,Y,CA000219,20260327.0,373.0
AL000220,T0001158,20250301,20250303,C0126,R008,COR006,CH007,PR007,2363.11,77,High,Closed False Positive,Y,N,N,,20250306.0,75.0
AL000221,T0001178,20251126,20251126,C0176,R001,COR010,CH004,PR001,5513.17,77,High,Closed True Positive,N,Y,N,,20251209.0,313.0
AL000222,T0001186,20260207,20260208,C0065,R010,COR007,CH005,PR007,8288.99,87,High,Escalated,N,Y,Y,CA000222,,
AL000223,T0001196,20250514,20250515,C0151,R009,COR007,CH003,PR001,3519.67,82,High,Closed False Positive,Y,N,N,,20250522.0,171.0
AL000224,T0001198,20250416,20250418,C0172,R009,COR003,CH008,PR007,132267.13,86,High,SAR Filed,N,Y,Y,CA000224,20250501.0,320.0
AL000225,T0001211,20260306,20260308,C0138,R001,COR002,CH002,PR008,363067.77,94,Critical,SAR Filed,N,Y,Y,CA000225,20260309.0,38.0
AL000226,T0001214,20260510,20260511,C0161,R002,COR006,CH007,PR007,15993.66,82,High,Closed True Positive,N,Y,N,,20260514.0,77.0
AL000227,T0001215,20260528,20260529,C0059,R007,COR004,CH001,PR005,16261.63,83,High,Closed False Positive,Y,N,N,,20260611.0,313.0
AL000228,T0001218,20250225,20250225,C0156,R003,COR006,CH003,PR006,28185.96,90,Critical,SAR Filed,N,Y,Y,CA000228,20250308.0,273.0
AL000229,T0001230,20250608,20250609,C0047,R003,COR005,CH008,PR008,4932.54,65,Medium,Closed False Positive,Y,N,N,,20250619.0,243.0
AL000230,T0001239,20250902,20250903,C0165,R006,COR007,CH002,PR001,163220.38,99,Critical,Closed True Positive,Y,N,Y,CA000230,20250907.0,102.0
AL000231,T0001250,20251104,20251104,C0146,R008,COR008,CH001,PR006,144751.21,89,Critical,SAR Filed,N,Y,Y,CA000231,20251113.0,225.0
AL000232,T0001257,20250304,20250304,C0142,R005,COR010,CH008,PR006,299991.64,90,Critical,SAR Filed,N,Y,Y,CA000232,20250305.0,34.0
AL000233,T0001264,20260415,20260417,C0118,R006,COR004,CH001,PR001,38282.2,77,High,SAR Filed,N,Y,Y,CA000233,20260427.0,249.0
AL000234,T0001267,20250126,20250127,C0151,R006,COR007,CH008,PR004,6023.65,59,Medium,Closed False Positive,Y,N,N,,20250203.0,175.0
AL000235,T0001271,20250217,20250217,C0164,R008,COR005,CH002,PR007,31000.0,95,Critical,SAR Filed,N,Y,Y,CA000235,20250303.0,346.0
AL000236,T0001274,20251114,20251116,C0031,R009,COR002,CH008,PR008,122721.47,85,High,Closed True Positive,N,Y,N,,20251122.0,149.0
AL000237,T0001275,20250507,20250507,C0011,R003,COR007,CH006,PR008,15860.33,70,Medium,In Review,Y,N,N,,,
AL000238,T0001282,20251126,20251128,C0024,R006,COR008,CH007,PR002,29800.92,72,Medium,Closed False Positive,Y,N,N,,20251210.0,297.0
AL000239,T0001291,20250629,20250701,C0178,R009,COR012,CH003,PR005,6223.75,76,High,Closed True Positive,N,Y,N,,20250710.0,226.0
AL000240,T0001312,20260313,20260315,C0166,R008,COR008,CH007,PR004,101724.98,69,Medium,Closed False Positive,Y,N,N,,20260320.0,131.0
AL000241,T0001313,20251004,20251005,C0022,R003,COR008,CH002,PR008,13590.94,91,Critical,SAR Filed,N,Y,Y,CA000241,20251013.0,198.0
AL000242,T0001317,20251229,20251229,C0061,R001,COR002,CH007,PR004,91078.45,80,High,In Review,Y,N,N,,,
AL000243,T0001342,20250305,20250307,C0009,R001,COR004,CH006,PR006,39825.87,78,High,In Review,N,Y,N,,,
AL000244,T0001353,20260116,20260116,C0167,R002,COR003,CH007,PR004,19648.16,83,High,SAR Filed,N,Y,Y,CA000244,20260131.0,369.0
AL000245,T0001355,20251231,20260102,C0018,R006,COR011,CH002,PR003,57026.75,80,High,SAR Filed,N,Y,Y,CA000245,20260109.0,169.0
AL000246,T0001357,20250628,20250630,C0152,R003,COR006,CH004,PR006,32751.58,84,High,SAR Filed,N,Y,Y,CA000246,20250712.0,291.0
AL000247,T0001359,20250411,20250413,C0131,R001,COR005,CH008,PR007,85679.03,99,Critical,SAR Filed,N,Y,Y,CA000247,20250425.0,295.0
AL000248,T0001366,20250721,20250722,C0168,R003,COR001,CH001,PR002,3104.91,53,Low,Closed False Positive,Y,N,N,,20250726.0,103.0
AL000249,T0001368,20250611,20250611,C0177,R002,COR007,CH007,PR008,23305.54,85,High,In Review,Y,N,N,,,
AL000250,T0001370,20251014,20251016,C0010,R001,COR005,CH008,PR006,234000.0,78,High,Closed False Positive,Y,N,N,,20251022.0,147.0
AL000251,T0001371,20251127,20251127,C0050,R001,COR006,CH006,PR008,48453.7,99,Critical,SAR Filed,N,Y,Y,CA000251,20251128.0,37.0
AL000252,T0001374,20260226,20260227,C0167,R005,COR007,CH005,PR008,8586.28,99,Critical,SAR Filed,N,Y,Y,CA000252,20260303.0,110.0
AL000253,T0001384,20251128,20251128,C0124,R003,COR011,CH008,PR004,76901.0,93,Critical,In Review,Y,N,Y,CA000253,,
AL000254,T0001390,20260427,20260428,C0142,R006,COR002,CH007,PR005,108440.65,72,Medium,Closed True Positive,N,Y,N,,20260509.0,272.0
AL000255,T0001392,20260515,20260516,C0019,R003,COR007,CH004,PR005,8940.99,83,High,Closed False Positive,Y,N,N,,20260527.0,274.0
AL000256,T0001393,20250626,20250628,C0048,R001,COR002,CH005,PR001,53281.63,56,Low,Escalated,N,Y,Y,CA000256,,
AL000257,T0001395,20250903,20250903,C0084,R003,COR001,CH004,PR001,77512.05,85,High,Escalated,N,Y,Y,CA000257,,
AL000258,T0001408,20260127,20260127,C0053,R006,COR006,CH008,PR008,26184.58,92,Critical,SAR Filed,N,Y,Y,CA000258,20260206.0,253.0
AL000259,T0001414,20250304,20250305,C0087,R005,COR008,CH005,PR006,13536.76,81,High,Closed True Positive,N,Y,N,,20250320.0,362.0
AL000260,T0001420,20250519,20250521,C0079,R006,COR011,CH008,PR003,35935.15,85,High,SAR Filed,N,Y,Y,CA000260,20250522.0,29.0
AL000261,T0001429,20250314,20250314,C0167,R006,COR011,CH004,PR008,14533.64,99,Critical,SAR Filed,N,Y,Y,CA000261,20250321.0,179.0
AL000262,T0001432,20250717,20250718,C0087,R001,COR002,CH006,PR003,14459.44,76,High,SAR Filed,N,Y,Y,CA000262,20250722.0,108.0
AL000263,T0001438,20251120,20251120,C0120,R001,COR010,CH004,PR003,6763.18,70,Medium,Closed True Positive,N,Y,N,,20251127.0,175.0
AL000264,T0001447,20260320,20260322,C0091,R001,COR012,CH004,PR005,12136.36,72,Medium,In Review,Y,N,N,,,
AL000265,T0001449,20250514,20250516,C0112,R004,COR002,CH007,PR007,91000.0,82,High,Closed False Positive,Y,N,N,,20250525.0,224.0
AL000266,T0001452,20250504,20250505,C0123,R007,COR007,CH005,PR002,6109.8,74,High,Closed True Positive,N,Y,Y,CA000266,20250510.0,134.0
AL000267,T0001464,20250201,20250203,C0122,R001,COR003,CH007,PR005,57647.43,73,Medium,In Review,N,Y,N,,,
AL000268,T0001467,20260420,20260421,C0099,R001,COR005,CH002,PR007,9561.46,70,Medium,In Review,N,Y,N,,,
AL000269,T0001471,20251130,20251202,C0176,R001,COR010,CH008,PR001,76254.42,81,High,SAR Filed,N,Y,Y,CA000269,20251211.0,224.0
AL000270,T0001473,20260308,20260308,C0178,R003,COR011,CH008,PR006,7236.03,75,High,Closed False Positive,Y,N,N,,20260317.0,225.0
AL000271,T0001476,20250424,20250424,C0163,R010,COR003,CH008,PR008,46168.98,82,High,Escalated,N,Y,Y,CA000271,,
AL000272,T0001484,20260108,20260110,C0042,R004,COR012,CH006,PR001,25315.29,86,High,SAR Filed,N,Y,Y,CA000272,20260119.0,227.0
AL000273,T0001487,20250514,20250515,C0070,R009,COR008,CH001,PR007,27924.1,78,High,In Review,Y,N,N,,,
AL000274,T0001497,20260325,20260326,C0167,R003,COR011,CH005,PR008,13000.0,99,Critical,SAR Filed,N,Y,Y,CA000274,20260329.0,87.0
AL000275,T0001511,20251102,20251102,C0168,R005,COR006,CH003,PR007,2269.31,88,Critical,SAR Filed,N,Y,Y,CA000275,20251109.0,174.0
AL000276,T0001514,20250826,20250826,C0104,R005,COR007,CH001,PR002,3415.61,61,Medium,Closed True Positive,N,Y,Y,CA000276,20250908.0,327.0
AL000277,T0001526,20251130,20251130,C0121,R003,COR011,CH002,PR004,144457.05,91,Critical,Escalated,Y,N,Y,CA000277,,
AL000278,T0001531,20250526,20250527,C0132,R008,COR009,CH001,PR005,10964.18,86,High,Escalated,N,Y,Y,CA000278,,
AL000279,T0001537,20260503,20260503,C0157,R005,COR004,CH002,PR004,209269.69,78,High,Closed True Positive,N,Y,N,,20260511.0,201.0
AL000280,T0001547,20250917,20250919,C0174,R001,COR001,CH002,PR006,114861.91,65,Medium,Closed False Positive,Y,N,N,,20251002.0,320.0
AL000281,T0001549,20260120,20260120,C0074,R002,COR002,CH002,PR007,43000.0,79,High,SAR Filed,N,Y,Y,CA000281,20260201.0,303.0
AL000282,T0001554,20250121,20250121,C0043,R001,COR012,CH004,PR006,84805.78,71,Medium,Closed False Positive,Y,N,N,,20250201.0,278.0
AL000283,T0001560,20260317,20260319,C0084,R005,COR001,CH001,PR002,48033.16,79,High,Closed False Positive,Y,N,N,,20260326.0,173.0
AL000284,T0001561,20250509,20250509,C0077,R005,COR005,CH005,PR002,143179.01,72,Medium,SAR Filed,N,Y,Y,CA000284,20250514.0,133.0
AL000285,T0001573,20251010,20251012,C0032,R008,COR002,CH006,PR007,212004.99,99,Critical,SAR Filed,N,Y,Y,CA000285,20251017.0,121.0
AL000286,T0001574,20250317,20250319,C0171,R005,COR012,CH005,PR003,11123.2,67,Medium,Closed False Positive,Y,N,N,,20250327.0,207.0
AL000287,T0001588,20251001,20251003,C0047,R003,COR005,CH002,PR004,39587.97,77,High,Closed False Positive,Y,N,N,,20251016.0,314.0
AL000288,T0001589,20250722,20250723,C0132,R005,COR006,CH007,PR003,7602.66,82,High,Closed True Positive,N,Y,N,,20250730.0,169.0
AL000289,T0001597,20251009,20251009,C0102,R008,COR001,CH008,PR002,21406.59,86,High,Closed True Positive,N,Y,N,,20251015.0,155.0
AL000290,T0001598,20250505,20250506,C0035,R003,COR006,CH002,PR008,3838.72,84,High,Closed False Positive,Y,N,N,,20250518.0,300.0
AL000291,T0001600,20260420,20260422,C0070,R002,COR002,CH005,PR003,41000.0,94,Critical,Escalated,N,Y,Y,CA000291,,
AL000292,T0001602,20260505,20260507,C0013,R009,COR006,CH001,PR001,4883.79,68,Medium,Closed True Positive,N,Y,N,,20260513.0,156.0
AL000293,T0001604,20250726,20250726,C0020,R007,COR012,CH002,PR004,178065.22,89,Critical,Escalated,N,Y,Y,CA000293,,
AL000294,T0001605,20250708,20250708,C0085,R002,COR011,CH002,PR006,52000.0,96,Critical,SAR Filed,N,Y,Y,CA000294,20250721.0,316.0
AL000295,T0001607,20250525,20250525,C0167,R009,COR002,CH006,PR004,6837.6,96,Critical,SAR Filed,N,Y,Y,CA000295,20250605.0,272.0
AL000296,T0001608,20250603,20250603,C0082,R001,COR012,CH002,PR006,27338.12,80,High,Closed False Positive,Y,N,N,,20250613.0,244.0
AL000297,T0001618,20250128,20250130,C0111,R009,COR010,CH008,PR002,27318.68,84,High,In Review,N,Y,N,,,
AL000298,T0001622,20250807,20250807,C0068,R008,COR004,CH008,PR005,22000.0,88,Critical,Escalated,N,Y,Y,CA000298,,
AL000299,T0001623,20250228,20250228,C0023,R004,COR003,CH002,PR006,21024.01,84,High,SAR Filed,N,Y,Y,CA000299,20250307.0,180.0
AL000300,T0001624,20260410,20260412,C0081,R001,COR010,CH005,PR004,2222.66,94,Critical,Escalated,N,Y,Y,CA000300,,
AL000301,T0001629,20260512,20260512,C0074,R001,COR008,CH004,PR007,5683.96,68,Medium,In Review,N,Y,Y,CA000301,,
AL000302,T0001631,20250409,20250411,C0024,R008,COR008,CH002,PR005,76827.23,77,High,Closed True Positive,N,Y,Y,CA000302,20250424.0,322.0
AL000303,T0001632,20250328,20250329,C0005,R005,COR004,CH002,PR003,36893.98,75,High,Closed True Positive,N,Y,N,,20250410.0,293.0
AL000304,T0001635,20250820,20250821,C0045,R008,COR009,CH001,PR002,6314.14,62,Medium,Closed False Positive,Y,N,N,,20250904.0,341.0
AL000305,T0001637,20251006,20251006,C0033,R002,COR011,CH004,PR008,11000.0,96,Critical,SAR Filed,N,Y,Y,CA000305,20251012.0,152.0
AL000306,T0001641,20251107,20251109,C0122,R003,COR008,CH005,PR004,19000.0,83,High,Closed False Positive,Y,N,N,,20251122.0,316.0
AL000307,T0001644,20250726,20250726,C0098,R001,COR011,CH008,PR006,10947.0,97,Critical,SAR Filed,N,Y,Y,CA000307,20250809.0,349.0
AL000308,T0001653,20251122,20251122,C0003,R003,COR001,CH007,PR002,25000.0,79,High,Closed False Positive,Y,N,N,,20251201.0,230.0
AL000309,T0001666,20250219,20250220,C0051,R001,COR010,CH005,PR002,7167.73,76,High,Closed False Positive,Y,N,N,,20250222.0,53.0
AL000310,T0001669,20260218,20260218,C0087,R006,COR009,CH003,PR004,4080.48,72,Medium,In Review,N,Y,N,,,
AL000311,T0001670,20251201,20251201,C0086,R003,COR011,CH008,PR003,86553.59,87,High,Closed True Positive,N,Y,N,,20251205.0,108.0
AL000312,T0001675,20260127,20260128,C0083,R008,COR008,CH002,PR006,11607.39,91,Critical,SAR Filed,N,Y,Y,CA000312,20260212.0,369.0
AL000313,T0001687,20260404,20260406,C0027,R009,COR003,CH003,PR006,36716.76,74,High,In Review,N,Y,N,,,
AL000314,T0001690,20250611,20250613,C0022,R008,COR003,CH002,PR003,41257.92,78,High,Closed False Positive,Y,N,N,,20250616.0,81.0
AL000315,T0001693,20251004,20251004,C0155,R003,COR011,CH002,PR008,103410.04,78,High,Closed True Positive,N,Y,N,,20251014.0,251.0
AL000316,T0001697,20260429,20260429,C0063,R004,COR011,CH004,PR008,8827.68,72,Medium,In Review,Y,N,N,,,
AL000317,T0001706,20250520,20250521,C0057,R003,COR011,CH002,PR005,56000.0,99,Critical,Escalated,N,Y,Y,CA000317,,
AL000318,T0001714,20250211,20250213,C0053,R004,COR006,CH004,PR003,55419.39,96,Critical,Escalated,N,Y,Y,CA000318,,
AL000319,T0001718,20250219,20250219,C0081,R004,COR010,CH001,PR004,8375.98,75,High,New,Y,N,N,,,
AL000320,T0001728,20260114,20260116,C0060,R002,COR008,CH005,PR002,1473.59,85,High,SAR Filed,N,Y,Y,CA000320,20260127.0,267.0
AL000321,T0001729,20260116,20260117,C0177,R001,COR008,CH006,PR006,33496.52,89,Critical,SAR Filed,N,Y,Y,CA000321,20260120.0,75.0
AL000322,T0001742,20250804,20250806,C0004,R001,COR003,CH007,PR008,3812.98,66,Medium,In Review,Y,N,N,,,
AL000323,T0001743,20260117,20260117,C0007,R007,COR005,CH007,PR004,33253.75,88,Critical,Escalated,N,Y,Y,CA000323,,
AL000324,T0001748,20250721,20250722,C0102,R006,COR001,CH006,PR005,249476.15,88,Critical,SAR Filed,N,Y,Y,CA000324,20250727.0,131.0
AL000325,T0001753,20260228,20260228,C0011,R001,COR004,CH002,PR005,93006.13,91,Critical,SAR Filed,N,Y,Y,CA000325,20260313.0,326.0
AL000326,T0001756,20250324,20250325,C0008,R009,COR012,CH008,PR005,72792.79,67,Medium,In Review,Y,N,N,,,
AL000327,T0001771,20251007,20251009,C0064,R007,COR010,CH005,PR003,153000.0,99,Critical,Escalated,N,Y,Y,CA000327,,
AL000328,T0001779,20250303,20250303,C0078,R003,COR002,CH003,PR002,4160.03,78,High,Closed False Positive,Y,N,N,,20250316.0,325.0
AL000329,T0001780,20250419,20250419,C0173,R008,COR001,CH004,PR008,25253.76,83,High,In Review,N,Y,N,,,
AL000330,T0001783,20260504,20260506,C0133,R003,COR006,CH008,PR006,43361.93,79,High,Closed False Positive,Y,N,N,,20260513.0,172.0
AL000331,T0001786,20250721,20250722,C0001,R003,COR001,CH002,PR005,59674.67,88,Critical,SAR Filed,N,Y,Y,CA000331,20250730.0,193.0
AL000332,T0001798,20250823,20250824,C0174,R009,COR009,CH008,PR002,79105.52,84,High,In Review,N,Y,N,,,
AL000333,T0001799,20260530,20260530,C0035,R010,COR009,CH004,PR008,16000.0,83,High,SAR Filed,N,Y,Y,CA000333,20260612.0,314.0
AL000334,T0001806,20250614,20250615,C0172,R003,COR011,CH006,PR001,33000.0,75,High,Closed False Positive,Y,N,N,,20250619.0,111.0
AL000335,T0001808,20260314,20260316,C0027,R008,COR010,CH004,PR004,1416.31,70,Medium,Closed False Positive,Y,N,N,,20260322.0,150.0
AL000336,T0001819,20250916,20250917,C0072,R007,COR003,CH001,PR001,3344.36,85,High,In Review,Y,N,N,,,
AL000337,T0001829,20250613,20250615,C0152,R009,COR008,CH006,PR001,40992.54,67,Medium,In Review,Y,N,N,,,
AL000338,T0001831,20250910,20250911,C0060,R002,COR008,CH006,PR002,50623.99,77,High,Closed False Positive,Y,N,N,,20250926.0,363.0
AL000339,T0001832,20250819,20250821,C0162,R003,COR001,CH003,PR005,56888.54,71,Medium,Closed False Positive,Y,N,N,,20250824.0,75.0
AL000340,T0001840,20250605,20250605,C0129,R005,COR006,CH006,PR007,8303.15,89,Critical,Escalated,N,Y,Y,CA000340,,
AL000341,T0001849,20250811,20250811,C0038,R007,COR005,CH004,PR002,45047.66,67,Medium,SAR Filed,N,Y,Y,CA000341,20250817.0,150.0
AL000342,T0001863,20250710,20250710,C0162,R006,COR010,CH005,PR004,5355.79,86,High,New,Y,N,N,,,
AL000343,T0001868,20251017,20251019,C0101,R003,COR006,CH007,PR004,11442.88,83,High,Closed False Positive,Y,N,N,,20251027.0,201.0
AL000344,T0001870,20250730,20250730,C0097,R008,COR009,CH006,PR008,179122.25,97,Critical,Escalated,N,Y,Y,CA000344,,
AL000345,T0001872,20250204,20250206,C0147,R009,COR005,CH002,PR005,225224.15,94,Critical,SAR Filed,N,Y,Y,CA000345,20250220.0,350.0
AL000346,T0001875,20251018,20251019,C0081,R001,COR002,CH006,PR006,462624.41,80,High,Closed True Positive,N,Y,N,,20251024.0,134.0
AL000347,T0001877,20250819,20250821,C0032,R001,COR005,CH003,PR004,22954.63,91,Critical,In Review,Y,N,Y,CA000347,,
AL000348,T0001881,20251029,20251030,C0051,R004,COR006,CH002,PR002,88041.33,99,Critical,Escalated,Y,N,Y,CA000348,,
AL000349,T0001883,20260225,20260225,C0003,R009,COR012,CH006,PR004,25000.0,82,High,Closed False Positive,Y,N,N,,20260309.0,298.0
AL000350,T0001900,20250803,20250803,C0046,R005,COR012,CH005,PR001,22980.68,73,Medium,Escalated,N,Y,Y,CA000350,,
AL000351,T0001904,20260413,20260413,C0116,R002,COR005,CH008,PR006,106000.0,78,High,Closed False Positive,Y,N,N,,20260421.0,206.0
AL000352,T0001906,20260320,20260321,C0169,R010,COR012,CH002,PR004,76740.55,87,High,In Review,N,Y,N,,,
AL000353,T0001911,20250105,20250107,C0092,R003,COR011,CH008,PR006,9455.33,69,Medium,Closed False Positive,Y,N,N,,20250122.0,370.0
AL000354,T0001913,20250302,20250302,C0122,R009,COR012,CH001,PR006,4907.97,70,Medium,Closed True Positive,N,Y,Y,CA000354,20250315.0,314.0
AL000355,T0001917,20260309,20260310,C0025,R004,COR004,CH006,PR007,14573.39,58,Medium,In Review,Y,N,N,,,
AL000356,T0001921,20250219,20250221,C0173,R005,COR007,CH005,PR008,79458.33,91,Critical,SAR Filed,N,Y,Y,CA000356,20250301.0,201.0
AL000357,T0001930,20250713,20250714,C0139,R010,COR005,CH003,PR003,3894.53,90,Critical,SAR Filed,N,Y,Y,CA000357,20250723.0,220.0
AL000358,T0001935,20250804,20250806,C0057,R003,COR006,CH003,PR008,3392.03,82,High,SAR Filed,N,Y,Y,CA000358,20250821.0,368.0
AL000359,T0001937,20251201,20251202,C0095,R009,COR010,CH008,PR008,53278.3,73,Medium,Closed False Positive,Y,N,N,,20251206.0,102.0
AL000360,T0001943,20250910,20250911,C0056,R001,COR006,CH006,PR008,1750000.0,87,High,Closed True Positive,N,Y,N,,20250914.0,80.0
AL000361,T0001944,20260418,20260420,C0050,R005,COR005,CH005,PR001,13116.93,75,High,Escalated,N,Y,Y,CA000361,,
AL000362,T0001950,20260214,20260214,C0007,R008,COR001,CH005,PR002,144674.14,97,Critical,SAR Filed,N,Y,Y,CA000362,20260217.0,79.0
AL000363,T0001962,20250304,20250304,C0026,R008,COR011,CH004,PR007,12965.44,99,Critical,SAR Filed,N,Y,Y,CA000363,20250318.0,343.0
AL000364,T0001966,20260313,20260314,C0047,R010,COR005,CH001,PR004,20202.27,64,Medium,Closed False Positive,Y,N,N,,20260318.0,100.0
AL000365,T0001972,20260426,20260428,C0022,R008,COR005,CH001,PR006,12101.64,80,High,In Review,N,Y,N,,,
AL000366,T0001975,20260210,20260211,C0086,R003,COR006,CH007,PR007,5489.21,88,Critical,Escalated,N,Y,Y,CA000366,,
AL000367,T0001979,20250621,20250623,C0053,R009,COR002,CH006,PR001,118000.0,99,Critical,Escalated,N,Y,Y,CA000367,,
AL000368,T0001981,20250531,20250531,C0085,R002,COR009,CH006,PR002,27000.0,65,Medium,In Review,N,Y,N,,,
AL000369,T0001982,20250513,20250513,C0018,R004,COR003,CH005,PR003,7803.47,76,High,In Review,N,Y,Y,CA000369,,
