CaseKey,AlertKey,CreatedDateKey,ClosedDateKey,CustomerKey,RuleKey,CorridorKey,AnalystKey,CasePriority,CaseStatus,Outcome,SARFiled,SLAHours,AgeDays,HoursToClose,IsOverdue,CaseAmountUSD
CA000399,AL000399,20260529,20260530.0,C0098,R007,COR001,A007,P2,SAR Filed,SAR Filed,Y,48,2,32.0,N,20299.84
CA000401,AL000401,20250820,20250821.0,C0001,R001,COR009,A004,P2,Closed,Confirmed Suspicious,N,48,2,37.0,N,17104.73
CA000407,AL000407,20250428,20250430.0,C0172,R009,COR001,A007,P3,SAR Filed,SAR Filed,Y,96,3,54.0,N,1434.78
CA000409,AL000409,20260511,20260511.0,C0179,R010,COR006,A005,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,15942.34
CA000410,AL000410,20251109,20251113.0,C0101,R003,COR007,A002,P1,SAR Filed,SAR Filed,Y,24,5,100.0,Y,771000.0
CA000411,AL000411,20260512,20260512.0,C0083,R003,COR006,A007,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,64184.81
CA000417,AL000417,20250522,20250522.0,C0145,R009,COR010,A006,P1,SAR Filed,SAR Filed,Y,24,1,11.0,N,212000.0
CA000418,AL000418,20250301,20250301.0,C0151,R006,COR006,A007,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,4518.88
CA000419,AL000419,20260505,20260510.0,C0050,R006,COR010,A005,P2,SAR Filed,SAR Filed,Y,48,6,130.0,Y,16908.79
CA000420,AL000420,20250503,20250506.0,C0157,R009,COR008,A005,P1,SAR Filed,SAR Filed,Y,24,4,90.0,Y,39000.0
CA000421,AL000421,20260120,20260120.0,C0073,R005,COR007,A004,P2,SAR Filed,SAR Filed,Y,48,1,7.0,N,8111.6
CA000422,AL000422,20251102,20251102.0,C0033,R001,COR007,A005,P2,SAR Filed,SAR Filed,Y,48,1,7.0,N,312592.51
CA000423,AL000423,20260521,20260521.0,C0001,R009,COR007,A008,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,24459.86
CA000425,AL000425,20260328,20260331.0,C0017,R001,COR012,A006,P1,SAR Filed,SAR Filed,Y,24,4,89.0,Y,14084.35
CA000427,AL000427,20260410,20260410.0,C0035,R009,COR011,A002,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,152398.53
CA000430,AL000430,20260415,20260416.0,C0088,R008,COR003,A003,P2,SAR Filed,SAR Filed,Y,48,2,42.0,N,6967.64
CA000431,AL000431,20250723,20250723.0,C0175,R008,COR009,A003,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,69467.18
CA000434,AL000434,20260509,20260512.0,C0124,R003,COR006,A001,P2,SAR Filed,SAR Filed,Y,48,4,84.0,Y,336628.89
CA000440,AL000440,20260302,20260303.0,C0050,R008,COR007,A008,P1,Closed,False Positive,N,24,2,29.0,Y,17558.37
CA000442,AL000442,20251108,,C0070,R003,COR004,A001,P3,In Review,Pending,N,96,3,,N,112695.21
CA000443,AL000443,20250504,20250505.0,C0153,R001,COR007,A006,P1,SAR Filed,SAR Filed,Y,24,2,37.0,Y,286454.61
CA000444,AL000444,20260112,20260112.0,C0087,R006,COR008,A001,P2,SAR Filed,SAR Filed,Y,48,1,7.0,N,19000.0
CA000449,AL000449,20250316,20250317.0,C0104,R008,COR006,A007,P2,SAR Filed,SAR Filed,Y,48,2,43.0,N,43214.0
CA000450,AL000450,20250312,20250314.0,C0157,R004,COR005,A001,P1,SAR Filed,SAR Filed,Y,24,3,61.0,Y,42194.85
CA000452,AL000452,20251122,20251122.0,C0021,R005,COR007,A003,P2,SAR Filed,SAR Filed,Y,48,1,13.0,N,9985.03
CA000453,AL000453,20260214,20260214.0,C0175,R003,COR006,A004,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,46462.11
CA000454,AL000454,20250622,20250623.0,C0021,R003,COR005,A006,P2,SAR Filed,SAR Filed,Y,48,2,26.0,N,116262.96
CA000456,AL000456,20250913,20250914.0,C0004,R008,COR010,A007,P2,SAR Filed,SAR Filed,Y,48,2,42.0,N,2745.42
CA000457,AL000457,20260202,20260203.0,C0169,R003,COR011,A007,P2,SAR Filed,SAR Filed,Y,48,1,24.0,N,42823.93
CA000458,AL000458,20251108,20251108.0,C0041,R008,COR007,A006,P2,SAR Filed,SAR Filed,Y,48,1,20.0,N,17179.23
CA000461,AL000461,20250329,20250329.0,C0131,R009,COR009,A001,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,19000.0
CA000464,AL000464,20251219,20251222.0,C0166,R001,COR006,A001,P1,SAR Filed,SAR Filed,Y,24,4,91.0,Y,52714.75
CA000465,AL000465,20250905,20250908.0,C0038,R003,COR006,A006,P2,SAR Filed,SAR Filed,Y,48,4,92.0,Y,23080.24
CA000466,AL000466,20260418,20260418.0,C0018,R007,COR010,A003,P2,SAR Filed,SAR Filed,Y,48,1,6.0,N,34738.55
CA000469,AL000469,20250419,20250422.0,C0140,R005,COR002,A006,P1,SAR Filed,SAR Filed,Y,24,4,86.0,Y,276386.47
CA000470,AL000470,20260228,20260303.0,C0030,R008,COR008,A001,P3,Closed,Confirmed Suspicious,N,96,4,78.0,N,40712.33
CA000471,AL000471,20260311,20260311.0,C0175,R005,COR009,A002,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,25372.14
CA000477,AL000477,20260127,20260128.0,C0151,R003,COR012,A004,P2,SAR Filed,SAR Filed,Y,48,2,27.0,N,29547.8
CA000478,AL000478,20260130,20260130.0,C0026,R008,COR001,A008,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,9101.99
CA000479,AL000479,20251126,20251126.0,C0176,R001,COR011,A006,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,15000.0
CA000480,AL000480,20250525,20250528.0,C0174,R003,COR006,A004,P2,SAR Filed,SAR Filed,Y,48,4,87.0,Y,148939.89
CA000481,AL000481,20250119,20250119.0,C0152,R001,COR007,A007,P1,Closed,False Positive,N,24,1,7.0,N,462000.0
CA000482,AL000482,20250604,20250608.0,C0167,R002,COR003,A001,P1,SAR Filed,SAR Filed,Y,24,5,100.0,Y,5315.73
CA000486,AL000486,20250220,20250220.0,C0094,R003,COR006,A005,P1,Closed,False Positive,N,24,1,21.0,N,230315.05
CA000487,AL000487,20250305,20250306.0,C0129,R003,COR003,A002,P2,SAR Filed,SAR Filed,Y,48,2,35.0,N,46637.21
CA000493,AL000493,20251123,20251123.0,C0167,R001,COR005,A004,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,22741.66
CA000495,AL000495,20250527,20250528.0,C0040,R001,COR007,A003,P2,SAR Filed,SAR Filed,Y,48,2,37.0,N,27459.53
CA000498,AL000498,20250205,20250205.0,C0165,R006,COR007,A006,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,154431.19
CA000501,AL000501,20251212,20251212.0,C0017,R004,COR006,A001,P2,SAR Filed,SAR Filed,Y,48,1,8.0,N,33279.05
CA000504,AL000504,20251010,,C0124,R009,COR002,A008,P2,In Review,Pending,N,48,8,,Y,11508.89
CA000508,AL000508,20260214,20260216.0,C0177,R008,COR002,A008,P2,SAR Filed,SAR Filed,Y,48,3,58.0,Y,15985.91
CA000511,AL000511,20250729,,C0078,R007,COR010,A007,P1,In Review,Pending,N,24,0,,N,6047.28
CA000512,AL000512,20251130,20251201.0,C0169,R010,COR002,A006,P1,SAR Filed,SAR Filed,Y,24,2,44.0,Y,35940.76
CA000515,AL000515,20250227,20250228.0,C0128,R001,COR003,A006,P2,SAR Filed,SAR Filed,Y,48,2,43.0,N,9022.84
CA000516,AL000516,20251123,20251123.0,C0134,R002,COR007,A003,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,8800.2
CA000517,AL000517,20260510,20260516.0,C0032,R005,COR004,A003,P2,SAR Filed,SAR Filed,Y,48,7,163.0,Y,25442.2
CA000518,AL000518,20250711,20250714.0,C0146,R008,COR010,A007,P2,SAR Filed,SAR Filed,Y,48,4,81.0,Y,29882.44
CA000519,AL000519,20251219,20251219.0,C0020,R010,COR011,A006,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,149166.33
CA000520,AL000520,20250305,20250305.0,C0166,R002,COR007,A003,P2,SAR Filed,SAR Filed,Y,48,1,6.0,N,59341.04
CA000521,AL000521,20250131,20250203.0,C0016,R003,COR006,A001,P3,SAR Filed,SAR Filed,Y,96,4,77.0,N,99085.78
CA000522,AL000522,20251203,20251203.0,C0178,R010,COR007,A003,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,136000.0
CA000525,AL000525,20251105,,C0170,R007,COR005,A003,P2,In Review,Pending,N,48,5,,Y,25356.77
CA000528,AL000528,20260501,20260506.0,C0129,R001,COR009,A005,P2,Closed,Confirmed Suspicious,N,48,6,123.0,Y,21479.16
CA000529,AL000529,20250924,20250924.0,C0129,R001,COR004,A001,P1,Closed,False Positive,N,24,1,8.0,N,67231.61
CA000530,AL000530,20250621,20250622.0,C0124,R003,COR007,A007,P1,SAR Filed,SAR Filed,Y,24,2,39.0,Y,342527.48
CA000533,AL000533,20251120,20251120.0,C0064,R009,COR007,A004,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,30981.59
CA000535,AL000535,20260520,,C0075,R009,COR002,A004,P1,In Review,Pending,N,24,2,,Y,47341.34
CA000537,AL000537,20260426,20260427.0,C0120,R008,COR002,A004,P1,SAR Filed,SAR Filed,Y,24,2,31.0,Y,53670.13
CA000538,AL000538,20260205,20260206.0,C0112,R001,COR009,A008,P2,SAR Filed,SAR Filed,Y,48,2,31.0,N,27000.0
CA000542,AL000542,20250817,,C0116,R003,COR010,A002,P1,In Review,Pending,N,24,3,,Y,55960.2
CA000544,AL000544,20260407,20260407.0,C0018,R003,COR007,A005,P3,SAR Filed,SAR Filed,Y,96,1,19.0,N,3622.95
CA000546,AL000546,20250530,20250601.0,C0146,R001,COR006,A005,P1,SAR Filed,SAR Filed,Y,24,3,67.0,Y,6701.14
CA000548,AL000548,20260601,20260605.0,C0076,R001,COR004,A006,P1,SAR Filed,SAR Filed,Y,24,5,100.0,Y,47985.97
CA000549,AL000549,20251105,20251105.0,C0039,R004,COR009,A005,P2,SAR Filed,SAR Filed,Y,48,1,6.0,N,15000.0
CA000550,AL000550,20251012,20251015.0,C0014,R002,COR006,A001,P1,SAR Filed,SAR Filed,Y,24,4,74.0,Y,36167.85
CA000554,AL000554,20251112,20251114.0,C0128,R004,COR008,A007,P1,SAR Filed,SAR Filed,Y,24,3,56.0,Y,323000.0
CA000555,AL000555,20251218,20251219.0,C0064,R001,COR007,A004,P2,SAR Filed,SAR Filed,Y,48,2,38.0,N,9879.93
CA000557,AL000557,20260225,20260225.0,C0014,R001,COR009,A001,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,138697.22
CA000558,AL000558,20251206,20251208.0,C0110,R008,COR010,A008,P1,SAR Filed,SAR Filed,Y,24,3,50.0,Y,16738.34
CA000559,AL000559,20251004,20251004.0,C0031,R006,COR011,A004,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,70573.41
CA000560,AL000560,20260602,20260603.0,C0078,R006,COR004,A002,P2,SAR Filed,SAR Filed,Y,48,2,42.0,N,12000.0
CA000562,AL000562,20250509,20250510.0,C0031,R002,COR005,A006,P2,SAR Filed,SAR Filed,Y,48,2,35.0,N,46000.0
CA000564,AL000564,20251225,20251225.0,C0159,R001,COR012,A001,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,380944.96
CA000568,AL000568,20260122,20260122.0,C0096,R007,COR001,A007,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,140853.4
CA000570,AL000570,20250811,20250811.0,C0140,R001,COR010,A001,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,47395.29
CA000575,AL000575,20251017,20251020.0,C0066,R004,COR011,A006,P1,SAR Filed,SAR Filed,Y,24,4,75.0,Y,9566.99
CA000577,AL000577,20260415,20260415.0,C0167,R008,COR007,A006,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,214724.58
CA000578,AL000578,20251010,20251025.0,C0045,R001,COR009,A001,P3,Closed,Confirmed Suspicious,N,96,16,380.0,Y,9000.0
CA000583,AL000583,20260218,20260218.0,C0062,R002,COR007,A005,P1,Closed,False Positive,N,24,1,16.0,N,24589.77
CA000584,AL000584,20260116,20260116.0,C0171,R002,COR008,A001,P1,SAR Filed,SAR Filed,Y,24,1,21.0,N,61853.19
CA000586,AL000586,20250623,20250625.0,C0067,R003,COR004,A005,P1,SAR Filed,SAR Filed,Y,24,3,54.0,Y,13533.76
CA000587,AL000587,20260201,20260214.0,C0096,R003,COR001,A006,P3,Closed,Confirmed Suspicious,N,96,14,329.0,Y,15462.4
CA000588,AL000588,20250926,20250926.0,C0179,R001,COR004,A008,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,19005.21
CA000589,AL000589,20250315,20250315.0,C0053,R002,COR010,A002,P2,SAR Filed,SAR Filed,Y,48,1,19.0,N,21162.77
CA000590,AL000590,20250729,20250731.0,C0014,R010,COR002,A001,P1,SAR Filed,SAR Filed,Y,24,3,50.0,Y,31727.44
CA000591,AL000591,20250325,20250402.0,C0076,R001,COR010,A003,P2,SAR Filed,SAR Filed,Y,48,9,198.0,Y,1745.39
CA000592,AL000592,20260407,20260407.0,C0117,R004,COR011,A005,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,20882.78
CA000593,AL000593,20260409,20260409.0,C0095,R009,COR003,A006,P2,SAR Filed,SAR Filed,Y,48,1,8.0,N,41256.19
CA000597,AL000597,20250910,,C0062,R010,COR011,A003,P2,In Review,Pending,N,48,5,,Y,2607.48
CA000598,AL000598,20260201,20260201.0,C0056,R003,COR005,A006,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,200000.0
CA000600,AL000600,20250811,20250812.0,C0123,R001,COR009,A006,P3,SAR Filed,SAR Filed,Y,96,2,42.0,N,8545.5
CA000601,AL000601,20250629,20250701.0,C0066,R004,COR002,A008,P2,SAR Filed,SAR Filed,Y,48,3,65.0,Y,21426.58
CA000603,AL000603,20250710,,C0020,R003,COR006,A002,P1,Pending EDD,Pending,N,24,1,,Y,44871.91
CA000604,AL000604,20251011,20251011.0,C0109,R001,COR006,A008,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,3439.25
CA000606,AL000606,20260404,20260405.0,C0030,R007,COR006,A007,P2,SAR Filed,SAR Filed,Y,48,2,31.0,N,10863.07
CA000607,AL000607,20260318,20260319.0,C0150,R002,COR002,A003,P1,SAR Filed,SAR Filed,Y,24,2,30.0,Y,99000.0
CA000608,AL000608,20250218,20250218.0,C0167,R003,COR011,A007,P1,SAR Filed,SAR Filed,Y,24,1,20.0,N,1631.0
CA000609,AL000609,20260104,20260105.0,C0180,R007,COR001,A004,P2,SAR Filed,SAR Filed,Y,48,2,39.0,N,1867.38
CA000611,AL000611,20260514,20260514.0,C0060,R001,COR009,A001,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,80938.85
CA000612,AL000612,20250529,20250529.0,C0083,R005,COR008,A002,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,31968.6
CA000613,AL000613,20250528,20250530.0,C0129,R002,COR008,A008,P1,Closed,False Positive,N,24,3,53.0,Y,47000.0
CA000614,AL000614,20260122,20260123.0,C0007,R005,COR012,A004,P1,SAR Filed,SAR Filed,Y,24,2,31.0,Y,27181.34
CA000620,AL000620,20251004,20251008.0,C0124,R002,COR006,A001,P1,SAR Filed,SAR Filed,Y,24,5,97.0,Y,8714.45
CA000622,AL000622,20260302,20260303.0,C0166,R001,COR003,A005,P1,SAR Filed,SAR Filed,Y,24,2,28.0,Y,58000.0
CA000623,AL000623,20250404,20250405.0,C0030,R005,COR011,A005,P2,SAR Filed,SAR Filed,Y,48,2,39.0,N,29000.0
CA000624,AL000624,20250314,20250314.0,C0101,R004,COR005,A004,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,98572.62
CA000625,AL000625,20260113,20260115.0,C0149,R008,COR011,A006,P1,SAR Filed,SAR Filed,Y,24,3,66.0,Y,17093.06
CA000628,AL000628,20250921,20250921.0,C0071,R002,COR006,A007,P2,SAR Filed,SAR Filed,Y,48,1,11.0,N,49000.0
CA000629,AL000629,20260309,20260310.0,C0122,R006,COR006,A001,P1,SAR Filed,SAR Filed,Y,24,2,29.0,Y,12175.82
CA000632,AL000632,20251219,20251220.0,C0023,R002,COR002,A002,P2,SAR Filed,SAR Filed,Y,48,2,43.0,N,28000.0
CA000633,AL000633,20251202,20251202.0,C0075,R004,COR001,A003,P1,SAR Filed,SAR Filed,Y,24,1,20.0,N,139988.22
CA000635,AL000635,20260530,20260530.0,C0120,R001,COR007,A002,P1,Closed,False Positive,N,24,1,14.0,N,70575.26
CA000638,AL000638,20260326,20260327.0,C0096,R010,COR006,A007,P2,SAR Filed,SAR Filed,Y,48,2,40.0,N,9189.74
CA000639,AL000639,20250215,20250215.0,C0028,R009,COR003,A001,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,105773.89
CA000643,AL000643,20250118,20250121.0,C0141,R006,COR008,A006,P1,SAR Filed,SAR Filed,Y,24,4,75.0,Y,1136.51
CA000644,AL000644,20250722,20250722.0,C0165,R005,COR003,A001,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,33000.0
CA000646,AL000646,20250708,20250709.0,C0040,R010,COR009,A004,P2,Closed,Confirmed Suspicious,N,48,2,34.0,N,257787.09
CA000650,AL000650,20260325,20260327.0,C0139,R007,COR006,A008,P1,SAR Filed,SAR Filed,Y,24,3,69.0,Y,5790.62
CA000651,AL000651,20260521,20260524.0,C0145,R009,COR004,A005,P1,SAR Filed,SAR Filed,Y,24,4,93.0,Y,11253.48
CA000652,AL000652,20251122,20251125.0,C0146,R007,COR011,A003,P1,SAR Filed,SAR Filed,Y,24,3,72.0,Y,359519.75
CA000654,AL000654,20250217,20250217.0,C0068,R009,COR008,A002,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,3462.22
CA000656,AL000656,20260127,20260127.0,C0139,R007,COR002,A004,P2,SAR Filed,SAR Filed,Y,48,1,7.0,N,22056.17
CA000659,AL000659,20260102,20260102.0,C0044,R002,COR003,A006,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,11000.0
CA000660,AL000660,20250220,20250222.0,C0020,R003,COR006,A003,P1,SAR Filed,SAR Filed,Y,24,2,48.0,Y,128994.39
CA000663,AL000663,20251217,20251217.0,C0047,R002,COR002,A001,P2,SAR Filed,SAR Filed,Y,48,1,8.0,N,24000.0
CA000664,AL000664,20250325,,C0076,R008,COR004,A008,P3,In Review,Pending,N,96,5,,Y,1245.66
CA000667,AL000667,20260224,20260226.0,C0118,R006,COR006,A008,P2,Closed,Confirmed Suspicious,N,48,3,60.0,Y,40079.44
CA000669,AL000669,20260308,,C0117,R005,COR009,A003,P3,Pending EDD,Pending,N,96,5,,Y,2237.19
CA000673,AL000673,20260410,20260413.0,C0133,R001,COR008,A007,P2,SAR Filed,SAR Filed,Y,48,4,78.0,Y,3421.73
CA000677,AL000677,20260512,20260512.0,C0167,R001,COR012,A007,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,325000.0
CA000678,AL000678,20260403,20260404.0,C0081,R003,COR007,A008,P2,SAR Filed,SAR Filed,Y,48,2,32.0,N,114615.0
CA000679,AL000679,20260304,20260304.0,C0044,R003,COR004,A006,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,281624.11
CA000680,AL000680,20250530,20250530.0,C0162,R002,COR002,A005,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,73740.2
CA000681,AL000681,20250315,,C0002,R008,COR008,A006,P3,In Review,Pending,N,96,3,,N,58800.28
CA000682,AL000682,20260519,20260519.0,C0072,R006,COR009,A007,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,6662.18
CA000685,AL000685,20260405,20260406.0,C0160,R009,COR003,A003,P1,SAR Filed,SAR Filed,Y,24,2,41.0,Y,50003.85
CA000686,AL000686,20260218,20260221.0,C0077,R002,COR007,A001,P3,SAR Filed,SAR Filed,Y,96,4,87.0,N,54913.39
CA000687,AL000687,20260521,20260521.0,C0107,R008,COR002,A004,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,10412.42
CA000689,AL000689,20250801,20250807.0,C0044,R001,COR012,A008,P2,SAR Filed,SAR Filed,Y,48,7,145.0,Y,785882.2
CA000690,AL000690,20260104,20260111.0,C0121,R005,COR001,A005,P3,Closed,Confirmed Suspicious,N,96,7,168.0,Y,46834.42
CA000691,AL000691,20250520,20250522.0,C0177,R009,COR004,A007,P1,SAR Filed,SAR Filed,Y,24,3,63.0,Y,154820.1
CA000694,AL000694,20250522,20250523.0,C0013,R006,COR011,A007,P2,SAR Filed,SAR Filed,Y,48,2,34.0,N,141000.0
CA000697,AL000697,20251211,20251212.0,C0072,R001,COR001,A005,P3,Closed,Confirmed Suspicious,N,96,2,31.0,N,109429.63
CA000701,AL000701,20251021,20251021.0,C0069,R002,COR011,A005,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,56000.0
CA000702,AL000702,20251009,20251010.0,C0103,R001,COR008,A006,P1,SAR Filed,SAR Filed,Y,24,2,46.0,Y,62230.93
CA000703,AL000703,20260202,20260202.0,C0069,R007,COR004,A005,P2,SAR Filed,SAR Filed,Y,48,1,18.0,N,89234.83
CA000704,AL000704,20260219,20260221.0,C0076,R006,COR011,A007,P3,Closed,Confirmed Suspicious,N,96,3,49.0,N,2815.35
CA000705,AL000705,20250922,20250922.0,C0177,R002,COR011,A005,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,159512.21
CA000706,AL000706,20260101,20260101.0,C0174,R003,COR006,A008,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,188080.23
CA000708,AL000708,20260213,20260213.0,C0167,R006,COR011,A001,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,28000.0
CA000709,AL000709,20250416,20250417.0,C0124,R009,COR008,A002,P1,SAR Filed,SAR Filed,Y,24,2,34.0,Y,215282.04
CA000710,AL000710,20251117,20251117.0,C0031,R003,COR011,A005,P2,SAR Filed,SAR Filed,Y,48,1,6.0,N,10561.06
CA000716,AL000716,20250623,20250625.0,C0119,R005,COR007,A001,P1,SAR Filed,SAR Filed,Y,24,3,67.0,Y,46000.0
CA000719,AL000719,20260108,20260110.0,C0028,R004,COR006,A001,P1,Closed,False Positive,N,24,3,68.0,Y,21395.55
CA000720,AL000720,20260508,20260508.0,C0079,R006,COR007,A006,P2,SAR Filed,SAR Filed,Y,48,1,23.0,N,6497.95
CA000725,AL000725,20251016,20251017.0,C0139,R008,COR007,A001,P2,SAR Filed,SAR Filed,Y,48,2,38.0,N,2719.38
CA000727,AL000727,20260223,20260223.0,C0145,R006,COR008,A005,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,554290.97
CA000730,AL000730,20251006,20251006.0,C0180,R001,COR008,A006,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,690415.07
CA000731,AL000731,20260507,20260507.0,C0049,R001,COR004,A001,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,19664.73
CA000733,AL000733,20250430,20250502.0,C0097,R008,COR001,A001,P3,SAR Filed,SAR Filed,Y,96,3,55.0,N,122298.67
CA000736,AL000736,20250827,20250828.0,C0167,R005,COR002,A006,P2,SAR Filed,SAR Filed,Y,48,2,42.0,N,16284.51
CA000738,AL000738,20251215,20251215.0,C0116,R008,COR006,A001,P1,Closed,False Positive,N,24,1,11.0,N,11000.0
CA000739,AL000739,20260404,20260406.0,C0053,R010,COR003,A007,P1,SAR Filed,SAR Filed,Y,24,3,51.0,Y,50398.63
CA000741,AL000741,20260223,20260225.0,C0112,R005,COR002,A002,P1,SAR Filed,SAR Filed,Y,24,3,70.0,Y,8153.08
CA000742,AL000742,20260522,20260522.0,C0032,R002,COR001,A008,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,62000.0
CA000745,AL000745,20260512,20260512.0,C0158,R010,COR011,A003,P2,SAR Filed,SAR Filed,Y,48,1,21.0,N,30690.21
CA000746,AL000746,20250803,,C0103,R009,COR001,A003,P3,In Review,Pending,N,96,8,,Y,9942.48
CA000748,AL000748,20251028,20251028.0,C0153,R004,COR003,A008,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,131765.15
CA000749,AL000749,20260415,20260415.0,C0083,R005,COR010,A008,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,15571.73
CA000753,AL000753,20250907,20250908.0,C0154,R002,COR003,A005,P1,SAR Filed,SAR Filed,Y,24,2,26.0,Y,269952.12
CA000756,AL000756,20250425,,C0112,R001,COR011,A006,P1,Pending EDD,Pending,N,24,2,,Y,8333.16
CA000757,AL000757,20260109,20260110.0,C0134,R001,COR011,A001,P2,SAR Filed,SAR Filed,Y,48,2,35.0,N,61899.97
CA000758,AL000758,20260216,20260222.0,C0073,R001,COR005,A001,P2,SAR Filed,SAR Filed,Y,48,7,151.0,Y,2081.26
CA000759,AL000759,20260527,20260529.0,C0024,R001,COR008,A003,P1,SAR Filed,SAR Filed,Y,24,3,50.0,Y,258903.26
CA000763,AL000763,20250503,20250506.0,C0146,R008,COR009,A002,P1,SAR Filed,SAR Filed,Y,24,4,91.0,Y,559873.01
CA000764,AL000764,20260105,20260105.0,C0064,R008,COR012,A004,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,289000.0
CA000766,AL000766,20260421,20260421.0,C0147,R007,COR006,A005,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,27202.09
CA000768,AL000768,20260428,20260428.0,C0161,R003,COR007,A002,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,98000.0
CA000769,AL000769,20260126,20260126.0,C0124,R003,COR002,A008,P1,SAR Filed,SAR Filed,Y,24,1,11.0,N,55809.59
CA000770,AL000770,20251216,20251216.0,C0003,R002,COR004,A007,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,4196.9
CA000772,AL000772,20251203,20251203.0,C0128,R010,COR011,A003,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,637473.82
CA000775,AL000775,20260508,20260508.0,C0105,R009,COR006,A003,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,148000.0
CA000776,AL000776,20260113,20260113.0,C0013,R006,COR006,A002,P1,SAR Filed,SAR Filed,Y,24,1,20.0,N,29452.6
CA000781,AL000781,20260120,20260120.0,C0057,R007,COR007,A008,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,8023.91
CA000782,AL000782,20260123,20260123.0,C0009,R001,COR012,A002,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,170000.0
CA000784,AL000784,20260106,20260106.0,C0178,R001,COR011,A006,P2,SAR Filed,SAR Filed,Y,48,1,6.0,N,9331.6
CA000785,AL000785,20250513,20250513.0,C0046,R001,COR006,A001,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,18345.11
CA000786,AL000786,20250915,,C0120,R010,COR004,A002,P1,Pending EDD,Pending,N,24,1,,Y,6987.48
CA000788,AL000788,20250510,20250512.0,C0083,R001,COR011,A004,P1,Closed,False Positive,N,24,3,63.0,Y,10276.56
CA000789,AL000789,20251203,20251204.0,C0138,R001,COR002,A001,P1,SAR Filed,SAR Filed,Y,24,2,38.0,Y,306220.45
CA000792,AL000792,20250116,,C0083,R003,COR007,A001,P3,Pending EDD,Pending,N,96,1,,N,3227.0
CA000793,AL000793,20250819,20250821.0,C0047,R006,COR003,A001,P1,SAR Filed,SAR Filed,Y,24,3,56.0,Y,12000.0
CA000797,AL000797,20250821,20250821.0,C0129,R008,COR008,A008,P1,Closed,False Positive,N,24,1,10.0,N,25000.0
CA000798,AL000798,20250727,20250727.0,C0111,R003,COR003,A007,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,22000.0
