TransactionKey,DateKey,CustomerKey,CorridorKey,ChannelKey,ProductKey,AmountUSD,RiskScore,IsFlagged,PrimaryRuleKey,RoundDollarFlag,TransactionType
T0000328,20250416,C0159,COR005,CH005,PR006,26150.18,70,N,,N,Withdrawal
T0000329,20260409,C0071,COR006,CH005,PR003,34101.72,74,Y,R001,N,Transfer
T0000330,20250926,C0053,COR006,CH001,PR005,14627.24,79,N,,N,Debit
T0000331,20260329,C0074,COR001,CH002,PR007,18000.0,88,N,,Y,Debit
T0000332,20250524,C0150,COR003,CH008,PR004,28579.54,64,N,,N,Credit
T0000333,20250208,C0009,COR001,CH007,PR005,10123.45,63,N,,N,Transfer
T0000334,20260511,C0100,COR009,CH008,PR007,30647.96,77,N,,N,Credit
T0000335,20260313,C0133,COR011,CH008,PR007,76141.24,95,N,,N,Transfer
T0000336,20260202,C0011,COR009,CH006,PR005,56875.57,80,N,,N,Debit
T0000337,20250727,C0122,COR001,CH008,PR005,2392.94,55,N,,N,Transfer
T0000338,20250318,C0070,COR008,CH002,PR005,77210.05,69,N,,N,Debit
T0000339,20260505,C0155,COR005,CH007,PR005,14222.91,65,N,,N,Debit
T0000340,20251017,C0127,COR007,CH006,PR007,119800.09,84,N,,N,Credit
T0000341,20251105,C0046,COR012,CH003,PR007,37808.99,75,N,,N,Debit
T0000342,20260405,C0017,COR001,CH005,PR007,5151.55,89,N,,N,Transfer
T0000343,20250315,C0176,COR008,CH008,PR002,39419.28,65,N,,N,Transfer
T0000344,20250629,C0121,COR002,CH008,PR006,79231.0,82,N,,N,Transfer
T0000345,20250531,C0016,COR007,CH002,PR004,43686.98,77,N,,N,Transfer
T0000346,20251220,C0088,COR012,CH005,PR004,7955.21,76,N,,N,Transfer
T0000347,20260103,C0107,COR003,CH004,PR007,9739.84,73,Y,R003,N,Transfer
T0000348,20260423,C0100,COR008,CH004,PR002,7612.87,82,N,,N,Debit
T0000349,20251229,C0033,COR006,CH004,PR002,8763.47,68,N,,N,Credit
T0000350,20251023,C0002,COR001,CH005,PR004,5896.78,44,N,,N,Transfer
T0000351,20250524,C0152,COR010,CH002,PR003,15606.85,57,N,,N,Transfer
T0000352,20260401,C0131,COR010,CH006,PR003,74266.55,99,N,,N,Credit
T0000353,20260210,C0178,COR007,CH004,PR002,31871.29,95,N,,N,Credit
T0000354,20260109,C0038,COR005,CH004,PR007,9000.0,73,N,,Y,Transfer
T0000355,20251227,C0165,COR002,CH003,PR007,46654.12,69,N,,N,Transfer
T0000356,20260420,C0179,COR006,CH006,PR003,4282.94,92,Y,R004,N,Debit
T0000357,20260215,C0020,COR008,CH002,PR006,43808.09,77,N,,N,Transfer
T0000358,20251207,C0116,COR008,CH006,PR007,41324.69,77,N,,N,Debit
T0000359,20260422,C0141,COR009,CH003,PR005,943.48,85,Y,R003,N,Debit
T0000360,20260420,C0020,COR004,CH008,PR003,18956.29,83,N,,N,Transfer
T0000361,20260123,C0059,COR011,CH004,PR008,14737.5,81,N,,N,Withdrawal
T0000362,20250922,C0177,COR001,CH003,PR001,58462.41,78,N,,N,Debit
T0000363,20260506,C0042,COR008,CH001,PR003,1572.68,61,N,,N,Credit
T0000364,20250925,C0041,COR006,CH008,PR002,24879.54,81,N,,N,Transfer
T0000365,20250708,C0130,COR004,CH007,PR007,75000.0,56,N,,Y,Debit
T0000366,20251214,C0005,COR001,CH008,PR002,95605.0,73,N,,N,Debit
T0000367,20260507,C0021,COR012,CH006,PR001,16634.5,80,N,,N,Credit
T0000368,20251010,C0144,COR003,CH006,PR004,67805.06,89,N,,N,Debit
T0000369,20250902,C0001,COR005,CH004,PR003,6691.52,88,N,,N,Transfer
T0000370,20260204,C0150,COR004,CH003,PR008,4352.35,67,N,,N,Debit
T0000371,20250925,C0075,COR010,CH008,PR005,81887.61,96,N,,N,Withdrawal
T0000372,20251009,C0053,COR004,CH006,PR004,2803.74,84,N,,N,Transfer
T0000373,20251124,C0065,COR004,CH003,PR003,33405.07,86,N,,N,Transfer
T0000374,20250406,C0021,COR011,CH003,PR006,20000.0,90,N,,Y,Transfer
T0000375,20250527,C0154,COR008,CH008,PR003,22380.22,79,N,,N,Debit
T0000376,20250117,C0058,COR007,CH002,PR007,109000.0,90,N,,Y,Debit
T0000377,20250618,C0167,COR008,CH003,PR005,4501.33,80,N,,N,Withdrawal
T0000378,20260311,C0130,COR006,CH004,PR006,2601.52,70,Y,R010,N,Credit
T0000379,20251205,C0095,COR011,CH006,PR002,934000.0,91,N,,Y,Withdrawal
T0000380,20250510,C0047,COR012,CH002,PR003,42618.47,77,N,,N,Transfer
T0000381,20260501,C0096,COR005,CH005,PR002,3929.32,74,N,,N,Transfer
T0000382,20250809,C0104,COR002,CH004,PR004,118553.02,67,N,,N,Debit
T0000383,20250310,C0064,COR010,CH002,PR004,211111.76,81,N,,N,Credit
T0000384,20250415,C0163,COR004,CH005,PR003,18000.0,99,N,,Y,Credit
T0000385,20251010,C0026,COR006,CH004,PR006,1766.11,86,Y,R001,N,Debit
T0000386,20250419,C0048,COR006,CH006,PR007,109067.87,86,N,,N,Debit
T0000387,20250318,C0123,COR004,CH003,PR001,13037.58,72,N,,N,Debit
T0000388,20250530,C0078,COR012,CH008,PR005,14301.14,93,Y,R001,N,Credit
T0000389,20251012,C0172,COR002,CH006,PR005,23115.05,71,N,,N,Transfer
T0000390,20260418,C0068,COR004,CH006,PR008,24167.67,90,N,,N,Transfer
T0000391,20260208,C0058,COR005,CH004,PR008,19000.0,68,N,,Y,Transfer
T0000392,20260524,C0147,COR011,CH007,PR002,12000.0,80,N,,Y,Transfer
T0000393,20250515,C0092,COR006,CH001,PR006,4753.27,59,N,,N,Credit
T0000394,20250810,C0141,COR001,CH006,PR005,158811.96,88,Y,R002,N,Transfer
T0000395,20250627,C0180,COR003,CH005,PR006,10878.0,74,N,,N,Withdrawal
T0000396,20260201,C0147,COR011,CH005,PR006,49372.79,99,N,,N,Transfer
T0000397,20250731,C0020,COR010,CH001,PR006,21000.0,83,N,,Y,Debit
T0000398,20250929,C0151,COR001,CH001,PR004,17217.59,65,N,,N,Credit
T0000399,20251227,C0138,COR004,CH005,PR004,10785.81,82,Y,R007,N,Credit
T0000400,20250605,C0144,COR006,CH008,PR008,43403.97,86,N,,N,Credit
T0000401,20260204,C0120,COR007,CH006,PR004,2961.68,81,Y,R007,N,Credit
T0000402,20250509,C0063,COR011,CH004,PR006,58893.13,65,N,,N,Transfer
T0000403,20260227,C0159,COR008,CH002,PR001,39167.17,73,N,,N,Transfer
T0000404,20260216,C0014,COR003,CH007,PR007,36784.33,93,N,,N,Withdrawal
T0000405,20260320,C0178,COR007,CH001,PR005,7099.34,72,N,,N,Credit
T0000406,20260110,C0128,COR003,CH001,PR001,10283.83,91,N,,N,Credit
T0000407,20250504,C0131,COR006,CH002,PR001,103998.5,80,N,,N,Debit
T0000408,20250321,C0133,COR001,CH001,PR008,2242.8,74,N,,N,Debit
T0000409,20250810,C0026,COR007,CH005,PR006,5134.21,86,N,,N,Transfer
T0000410,20260131,C0145,COR010,CH001,PR008,69096.82,88,N,,N,Transfer
T0000411,20250320,C0089,COR008,CH002,PR002,16203.16,69,N,,N,Debit
T0000412,20250201,C0022,COR009,CH002,PR008,23112.06,76,N,,N,Transfer
T0000413,20250202,C0132,COR004,CH003,PR001,18499.58,65,N,,N,Transfer
T0000414,20251220,C0076,COR007,CH006,PR002,17093.74,55,N,,N,Credit
T0000415,20260324,C0110,COR007,CH008,PR007,26000.7,86,N,,N,Debit
T0000416,20251104,C0018,COR003,CH008,PR006,77416.22,86,Y,R005,N,Transfer
T0000417,20260418,C0148,COR001,CH004,PR002,1565.55,76,N,,N,Transfer
T0000418,20260207,C0158,COR004,CH006,PR007,18904.37,83,N,,N,Debit
T0000419,20260406,C0055,COR006,CH008,PR006,163000.0,93,Y,R004,Y,Withdrawal
T0000420,20250207,C0091,COR008,CH001,PR007,3717.27,50,N,,N,Transfer
T0000421,20260106,C0021,COR003,CH005,PR005,13666.55,93,N,,N,Transfer
T0000422,20250308,C0054,COR007,CH006,PR001,37000.0,80,N,,Y,Debit
T0000423,20250518,C0042,COR001,CH001,PR004,7605.29,68,N,,N,Transfer
T0000424,20260522,C0022,COR011,CH005,PR001,29091.07,99,Y,R008,N,Transfer
T0000425,20260415,C0097,COR012,CH006,PR002,23000.0,86,N,,Y,Credit
T0000426,20260422,C0070,COR007,CH005,PR007,4589.47,87,N,,N,Credit
T0000427,20250823,C0144,COR006,CH005,PR007,2266.06,80,N,,N,Debit
T0000428,20260227,C0091,COR002,CH004,PR007,76015.55,79,N,,N,Credit
T0000429,20251108,C0046,COR012,CH008,PR007,6101.28,74,N,,N,Transfer
T0000430,20250123,C0078,COR012,CH006,PR007,19324.74,79,N,,N,Debit
T0000431,20260502,C0060,COR006,CH004,PR006,5083.3,74,N,,N,Transfer
T0000432,20251018,C0092,COR012,CH008,PR006,95000.0,84,N,,Y,Transfer
T0000433,20250827,C0033,COR001,CH004,PR003,92711.64,69,Y,R001,N,Credit
T0000434,20250301,C0144,COR001,CH007,PR002,20000.0,76,N,,Y,Transfer
T0000435,20250927,C0061,COR006,CH004,PR007,19908.64,64,N,,N,Transfer
T0000436,20260211,C0032,COR002,CH008,PR004,18506.29,95,N,,N,Debit
T0000437,20260410,C0066,COR009,CH005,PR002,23135.18,74,N,,N,Debit
T0000438,20260502,C0122,COR009,CH006,PR005,5541.79,51,N,,N,Transfer
T0000439,20251223,C0056,COR006,CH005,PR006,2355.25,76,Y,R003,N,Transfer
T0000440,20251125,C0138,COR006,CH007,PR001,40879.26,74,N,,N,Transfer
T0000441,20251223,C0089,COR010,CH008,PR004,165000.0,78,N,,Y,Withdrawal
T0000442,20251215,C0124,COR006,CH001,PR005,102231.17,83,N,,N,Credit
T0000443,20250611,C0156,COR011,CH002,PR004,414341.79,94,N,,N,Transfer
T0000444,20260102,C0003,COR007,CH004,PR006,27914.76,92,N,,N,Transfer
T0000445,20250725,C0064,COR008,CH004,PR003,33057.82,86,N,,N,Transfer
T0000446,20250315,C0026,COR009,CH007,PR003,20462.13,90,N,,N,Transfer
T0000447,20260403,C0135,COR011,CH004,PR005,12022.31,66,N,,N,Transfer
T0000448,20250430,C0094,COR012,CH001,PR008,10841.02,64,N,,N,Transfer
T0000449,20250627,C0121,COR008,CH006,PR008,12000.0,73,N,,Y,Transfer
T0000450,20250404,C0174,COR010,CH005,PR003,5939.1,74,N,,N,Credit
T0000451,20260410,C0169,COR007,CH005,PR001,185616.81,91,N,,N,Debit
T0000452,20250728,C0062,COR006,CH005,PR002,31319.45,67,Y,R008,N,Credit
T0000453,20250901,C0135,COR010,CH003,PR002,53984.75,72,N,,N,Transfer
T0000454,20250725,C0149,COR011,CH008,PR008,93886.51,88,N,,N,Transfer
T0000455,20250712,C0161,COR009,CH003,PR007,35413.72,88,N,,N,Transfer
T0000456,20250531,C0121,COR001,CH002,PR008,39075.09,81,N,,N,Credit
T0000457,20260521,C0174,COR009,CH008,PR005,72580.18,87,N,,N,Transfer
T0000458,20251122,C0009,COR009,CH005,PR006,7125.14,61,N,,N,Debit
T0000459,20260302,C0052,COR006,CH003,PR008,10321.95,63,N,,N,Credit
T0000460,20251015,C0152,COR001,CH004,PR008,10965.92,62,N,,N,Debit
T0000461,20251228,C0001,COR010,CH005,PR005,192000.0,99,Y,R002,Y,Withdrawal
T0000462,20250406,C0049,COR012,CH007,PR004,5714.62,79,Y,R002,N,Credit
T0000463,20250721,C0115,COR003,CH002,PR007,8232.78,73,N,,N,Transfer
T0000464,20260505,C0160,COR006,CH001,PR004,4992.29,67,N,,N,Transfer
T0000465,20250601,C0030,COR011,CH002,PR007,4143.21,92,N,,N,Debit
T0000466,20251226,C0023,COR012,CH005,PR006,4548.97,60,N,,N,Credit
T0000467,20250518,C0020,COR002,CH001,PR005,13797.71,64,N,,N,Transfer
T0000468,20250130,C0125,COR008,CH008,PR002,65270.74,70,N,,N,Transfer
T0000469,20250824,C0100,COR006,CH004,PR003,3644.92,85,Y,R003,N,Withdrawal
T0000470,20251011,C0076,COR004,CH001,PR005,3978.22,55,N,,N,Credit
T0000471,20251209,C0140,COR005,CH002,PR002,30169.69,75,N,,N,Transfer
T0000472,20251024,C0040,COR012,CH008,PR004,50869.82,86,N,,N,Withdrawal
T0000473,20260525,C0113,COR010,CH007,PR004,1938.35,62,N,,N,Debit
T0000474,20250917,C0019,COR006,CH007,PR004,3949.36,91,N,,N,Transfer
T0000475,20251125,C0088,COR012,CH005,PR005,58000.0,77,N,,Y,Transfer
T0000476,20260329,C0032,COR008,CH001,PR006,54000.0,90,Y,R002,Y,Debit
T0000477,20250327,C0056,COR011,CH005,PR002,14000.0,79,N,,Y,Debit
T0000478,20251104,C0163,COR005,CH003,PR007,16000.0,56,N,,Y,Credit
T0000479,20260212,C0081,COR003,CH003,PR008,62000.0,95,N,,Y,Debit
T0000480,20250213,C0051,COR006,CH003,PR005,4877.39,82,N,,N,Debit
T0000481,20250705,C0085,COR009,CH004,PR008,6048.06,84,N,,N,Credit
T0000482,20260328,C0029,COR002,CH005,PR005,5585.95,73,Y,R010,N,Transfer
T0000483,20260409,C0106,COR008,CH004,PR004,23262.01,70,N,,N,Transfer
T0000484,20260318,C0080,COR005,CH005,PR007,8005.57,71,N,,N,Debit
T0000485,20260121,C0091,COR009,CH006,PR003,41250.11,83,N,,N,Debit
T0000486,20250210,C0161,COR004,CH002,PR001,12000.0,83,N,,Y,Transfer
T0000487,20250312,C0066,COR012,CH008,PR003,21706.66,85,N,,N,Transfer
T0000488,20260123,C0005,COR011,CH001,PR002,21294.81,77,N,,N,Debit
T0000489,20251025,C0026,COR004,CH004,PR007,2678.05,92,Y,R001,N,Transfer
T0000490,20250622,C0081,COR012,CH001,PR006,31000.0,82,N,,Y,Transfer
T0000491,20260220,C0123,COR003,CH003,PR006,36000.0,72,N,,Y,Transfer
T0000492,20250301,C0051,COR002,CH003,PR005,15222.1,79,N,,N,Transfer
T0000493,20250910,C0144,COR011,CH003,PR003,704.61,65,N,,N,Credit
T0000494,20251106,C0009,COR010,CH007,PR008,12144.66,71,Y,R008,N,Transfer
T0000495,20250828,C0016,COR012,CH003,PR008,14256.45,48,N,,N,Debit
T0000496,20260326,C0050,COR012,CH001,PR007,4636.1,89,N,,N,Transfer
T0000497,20251030,C0021,COR007,CH002,PR008,36577.94,95,N,,N,Transfer
T0000498,20250110,C0092,COR005,CH001,PR007,19057.29,62,N,,N,Transfer
T0000499,20251121,C0064,COR004,CH006,PR006,53878.55,99,Y,R008,N,Credit
T0000500,20250201,C0110,COR007,CH005,PR002,20088.81,89,N,,N,Withdrawal
T0000501,20250207,C0120,COR011,CH008,PR005,171213.04,96,Y,R003,N,Withdrawal
T0000502,20260401,C0102,COR011,CH008,PR004,28028.47,87,N,,N,Transfer
T0000503,20260216,C0140,COR009,CH008,PR008,36649.07,86,N,,N,Transfer
T0000504,20250706,C0028,COR005,CH008,PR006,21623.46,83,N,,N,Debit
T0000505,20260110,C0062,COR010,CH002,PR008,103034.13,81,N,,N,Transfer
T0000506,20250610,C0072,COR007,CH008,PR004,8933.89,83,N,,N,Credit
T0000507,20250715,C0072,COR002,CH006,PR007,120480.47,90,Y,R006,N,Debit
T0000508,20250728,C0047,COR007,CH004,PR004,41849.74,81,N,,N,Debit
T0000509,20260506,C0120,COR005,CH003,PR007,20667.28,82,Y,R002,N,Credit
T0000510,20260310,C0020,COR012,CH001,PR005,10030.84,66,N,,N,Credit
T0000511,20250912,C0042,COR006,CH005,PR008,17557.37,80,N,,N,Credit
T0000512,20260408,C0032,COR004,CH004,PR006,791725.7,98,N,,N,Credit
T0000513,20250322,C0072,COR004,CH008,PR008,37852.46,90,N,,N,Credit
T0000514,20251104,C0033,COR002,CH005,PR004,13000.0,88,Y,R001,Y,Transfer
T0000515,20251224,C0139,COR007,CH004,PR003,7046.74,98,N,,N,Transfer
T0000516,20251103,C0073,COR006,CH007,PR008,51108.68,86,N,,N,Debit
T0000517,20250912,C0053,COR006,CH005,PR003,18865.12,97,N,,N,Transfer
T0000518,20250820,C0078,COR010,CH005,PR008,61448.91,87,N,,N,Debit
T0000519,20260501,C0116,COR011,CH007,PR005,97964.56,78,N,,N,Transfer
T0000520,20260330,C0114,COR007,CH003,PR007,463.39,62,N,,N,Debit
T0000521,20250312,C0180,COR006,CH003,PR006,13734.18,75,N,,N,Debit
T0000522,20250616,C0045,COR009,CH005,PR007,23852.49,83,N,,N,Transfer
T0000523,20250825,C0078,COR003,CH003,PR006,16053.55,85,Y,R003,N,Debit
T0000524,20251009,C0162,COR004,CH002,PR008,45000.0,99,N,,Y,Transfer
T0000525,20250725,C0137,COR012,CH001,PR007,9485.94,55,N,,N,Debit
T0000526,20260319,C0130,COR012,CH001,PR005,4587.42,42,N,,N,Debit
T0000527,20260211,C0022,COR007,CH003,PR001,939.38,72,N,,N,Transfer
T0000528,20260224,C0073,COR002,CH007,PR005,19820.81,74,N,,N,Transfer
T0000529,20250717,C0013,COR010,CH007,PR003,24767.81,79,N,,N,Credit
T0000530,20250730,C0086,COR002,CH006,PR003,4840.84,59,N,,N,Credit
T0000531,20260405,C0129,COR012,CH006,PR005,1894.88,78,N,,N,Transfer
T0000532,20250403,C0142,COR006,CH005,PR002,7378.08,83,N,,N,Transfer
T0000533,20250814,C0153,COR012,CH003,PR008,19388.95,75,N,,N,Transfer
T0000534,20250619,C0016,COR007,CH008,PR007,58733.45,65,N,,N,Debit
T0000535,20250930,C0112,COR004,CH001,PR001,67000.0,82,N,,Y,Transfer
T0000536,20260526,C0156,COR011,CH007,PR002,9076.28,72,Y,R003,N,Transfer
T0000537,20250913,C0034,COR007,CH001,PR007,20043.91,69,N,,N,Withdrawal
T0000538,20250723,C0084,COR012,CH002,PR004,20946.84,70,N,,N,Debit
T0000539,20260307,C0160,COR001,CH005,PR003,20973.86,79,N,,N,Debit
T0000540,20260504,C0081,COR007,CH002,PR007,151665.47,95,N,,N,Debit
T0000541,20251123,C0078,COR006,CH006,PR002,16331.05,82,N,,N,Transfer
T0000542,20250414,C0140,COR006,CH007,PR008,10475.73,88,N,,N,Debit
T0000543,20251115,C0117,COR008,CH005,PR004,29793.08,61,N,,N,Credit
T0000544,20250330,C0078,COR008,CH002,PR006,4882.06,78,Y,R001,N,Transfer
T0000545,20250612,C0001,COR012,CH008,PR001,71429.1,77,Y,R009,N,Transfer
T0000546,20251124,C0162,COR010,CH005,PR003,15763.6,92,N,,N,Debit
T0000547,20260306,C0140,COR002,CH002,PR006,555825.11,99,N,,N,Debit
T0000548,20260517,C0111,COR001,CH004,PR007,39867.89,80,N,,N,Debit
T0000549,20250112,C0131,COR004,CH006,PR003,216835.15,99,Y,R004,N,Transfer
T0000550,20251007,C0155,COR008,CH003,PR003,2781.11,60,N,,N,Transfer
T0000551,20251004,C0158,COR011,CH005,PR003,7461.64,70,N,,N,Transfer
T0000552,20260228,C0017,COR010,CH006,PR006,461265.16,85,N,,N,Debit
T0000553,20250511,C0035,COR009,CH007,PR007,12000.0,93,N,,Y,Credit
T0000554,20260517,C0028,COR004,CH002,PR003,89604.42,84,Y,R010,N,Transfer
T0000555,20251008,C0133,COR010,CH007,PR006,9000.0,84,N,,Y,Credit
T0000556,20260325,C0055,COR011,CH005,PR007,8857.62,75,N,,N,Debit
T0000557,20260429,C0072,COR004,CH008,PR007,13162.57,90,N,,N,Transfer
T0000558,20251207,C0055,COR010,CH008,PR008,454615.54,77,Y,R002,N,Transfer
T0000559,20250808,C0115,COR003,CH004,PR005,14341.72,75,N,,N,Transfer
T0000560,20250305,C0034,COR006,CH001,PR002,46567.16,81,N,,N,Transfer
T0000561,20250406,C0164,COR006,CH007,PR001,77356.5,79,N,,N,Debit
T0000562,20251116,C0082,COR007,CH002,PR001,13931.64,80,Y,R006,N,Transfer
T0000563,20250203,C0146,COR008,CH006,PR002,28648.84,89,N,,N,Debit
T0000564,20250729,C0104,COR004,CH004,PR004,22920.15,75,N,,N,Withdrawal
T0000565,20250623,C0086,COR002,CH001,PR004,10000.0,83,Y,R004,Y,Credit
T0000566,20250821,C0116,COR003,CH006,PR008,23742.31,79,N,,N,Debit
T0000567,20260201,C0001,COR011,CH003,PR006,3402.27,62,N,,N,Withdrawal
T0000568,20250324,C0001,COR002,CH008,PR003,43327.67,99,Y,R002,N,Transfer
T0000569,20250109,C0090,COR008,CH004,PR006,11247.18,65,N,,N,Transfer
T0000570,20260120,C0019,COR012,CH003,PR008,87137.16,88,Y,R004,N,Debit
T0000571,20251027,C0003,COR004,CH008,PR007,17326.07,75,N,,N,Transfer
T0000572,20250830,C0124,COR003,CH006,PR002,947336.78,81,N,,N,Transfer
T0000573,20260227,C0042,COR007,CH004,PR001,14000.0,69,N,,Y,Debit
T0000574,20260131,C0031,COR008,CH008,PR008,54100.53,99,Y,R010,N,Credit
T0000575,20260331,C0118,COR009,CH001,PR004,742.87,75,Y,R003,N,Credit
T0000576,20250116,C0132,COR011,CH002,PR002,943.87,85,N,,N,Transfer
T0000577,20250321,C0130,COR002,CH001,PR002,10987.04,72,N,,N,Transfer
T0000578,20250105,C0047,COR003,CH001,PR008,3948.99,68,N,,N,Withdrawal
T0000579,20260427,C0163,COR005,CH003,PR005,47766.55,82,N,,N,Transfer
T0000580,20260201,C0132,COR008,CH004,PR003,9977.2,72,N,,N,Credit
T0000581,20260414,C0148,COR005,CH008,PR005,146031.7,81,N,,N,Debit
T0000582,20250323,C0075,COR008,CH006,PR003,14000.0,99,N,,Y,Transfer
T0000583,20260127,C0104,COR011,CH005,PR006,79366.32,80,Y,R003,N,Debit
T0000584,20260131,C0026,COR002,CH001,PR006,7065.82,83,N,,N,Credit
T0000585,20260106,C0105,COR010,CH008,PR005,47914.36,91,Y,R001,N,Transfer
T0000586,20260326,C0145,COR003,CH004,PR006,50000.0,86,N,,Y,Debit
T0000587,20260329,C0056,COR006,CH004,PR007,17424.6,82,N,,N,Credit
T0000588,20260211,C0105,COR006,CH001,PR004,3648.54,76,N,,N,Debit
T0000589,20250524,C0143,COR009,CH006,PR007,10227.22,81,N,,N,Credit
T0000590,20251116,C0175,COR008,CH001,PR004,124000.0,82,N,,Y,Debit
T0000591,20250319,C0093,COR006,CH005,PR001,4588.62,70,N,,N,Transfer
T0000592,20250115,C0140,COR011,CH001,PR005,31000.0,89,N,,Y,Debit
T0000593,20251026,C0116,COR009,CH005,PR007,24732.84,99,N,,N,Credit
T0000594,20250501,C0121,COR008,CH002,PR004,66731.34,79,N,,N,Credit
T0000595,20251126,C0031,COR004,CH003,PR008,265288.07,92,N,,N,Debit
T0000596,20260531,C0067,COR008,CH006,PR003,76175.01,66,Y,R001,N,Debit
T0000597,20251220,C0080,COR012,CH003,PR005,3403.85,64,N,,N,Transfer
T0000598,20250823,C0090,COR009,CH006,PR007,14540.12,65,N,,N,Credit
T0000599,20250321,C0083,COR002,CH007,PR003,1511.16,83,N,,N,Transfer
T0000600,20250707,C0005,COR011,CH004,PR008,14379.99,86,Y,R007,N,Transfer
T0000601,20251130,C0075,COR004,CH006,PR001,22000.0,82,N,,Y,Credit
T0000602,20251209,C0073,COR002,CH005,PR008,2451.39,79,N,,N,Debit
T0000603,20260419,C0069,COR008,CH004,PR005,13000.0,91,Y,R003,Y,Credit
T0000604,20260409,C0168,COR004,CH005,PR001,19000.0,75,N,,Y,Withdrawal
T0000605,20251221,C0168,COR007,CH001,PR001,6176.15,58,N,,N,Transfer
T0000606,20250630,C0115,COR011,CH004,PR007,1544.54,87,Y,R003,N,Debit
T0000607,20250807,C0088,COR012,CH004,PR001,1130.5,75,N,,N,Transfer
T0000608,20250327,C0131,COR001,CH007,PR008,47000.0,90,N,,Y,Transfer
T0000609,20260414,C0099,COR007,CH001,PR002,1635.19,67,N,,N,Credit
T0000610,20251028,C0021,COR005,CH005,PR003,774.56,84,N,,N,Debit
T0000611,20250507,C0087,COR007,CH007,PR001,4304.58,73,N,,N,Debit
T0000612,20260523,C0154,COR012,CH006,PR004,82055.48,84,N,,N,Credit
T0000613,20250902,C0106,COR007,CH008,PR008,17544.25,90,N,,N,Transfer
T0000614,20251014,C0067,COR010,CH004,PR007,18000.0,76,N,,Y,Transfer
T0000615,20260308,C0042,COR001,CH002,PR008,29984.58,78,N,,N,Debit
T0000616,20250420,C0026,COR009,CH004,PR003,13428.88,82,N,,N,Debit
T0000617,20251028,C0064,COR005,CH002,PR008,17096.56,81,N,,N,Debit
T0000618,20250318,C0160,COR003,CH003,PR001,8000.0,76,Y,R002,Y,Debit
T0000619,20250715,C0021,COR010,CH008,PR008,1939.32,77,N,,N,Transfer
T0000620,20250528,C0012,COR005,CH007,PR006,1731.22,64,N,,N,Transfer
T0000621,20251003,C0127,COR008,CH008,PR004,32568.76,88,N,,N,Debit
T0000622,20251026,C0098,COR007,CH003,PR002,1504.58,81,Y,R003,N,Credit
T0000623,20251123,C0075,COR010,CH008,PR008,24263.06,99,N,,N,Transfer
T0000624,20250518,C0174,COR012,CH001,PR007,19166.34,71,N,,N,Debit
T0000625,20260531,C0037,COR002,CH005,PR006,6764.35,69,N,,N,Transfer
T0000626,20260416,C0104,COR007,CH003,PR007,27000.0,80,N,,Y,Credit
T0000627,20260315,C0007,COR003,CH007,PR007,273396.36,89,N,,N,Credit
T0000628,20260308,C0032,COR011,CH006,PR005,30885.94,99,N,,N,Transfer
T0000629,20251230,C0015,COR012,CH008,PR008,10294.24,75,N,,N,Debit
T0000630,20260211,C0163,COR011,CH001,PR002,10788.33,74,N,,N,Credit
T0000631,20250706,C0087,COR007,CH004,PR007,6772.36,81,N,,N,Transfer
T0000632,20251215,C0003,COR003,CH007,PR007,31000.0,88,N,,Y,Credit
T0000633,20250207,C0085,COR002,CH005,PR005,8365.83,81,Y,R005,N,Credit
T0000634,20251121,C0142,COR008,CH001,PR001,16650.34,69,Y,R006,N,Transfer
T0000635,20250318,C0166,COR001,CH001,PR004,8134.85,65,N,,N,Debit
T0000636,20260215,C0041,COR004,CH004,PR006,9000.0,81,Y,R001,Y,Credit
T0000637,20250628,C0028,COR006,CH005,PR006,30438.44,94,N,,N,Transfer
T0000638,20250618,C0167,COR007,CH004,PR005,31799.64,91,Y,R003,N,Debit
T0000639,20250212,C0044,COR012,CH001,PR001,85000.0,69,N,,Y,Withdrawal
T0000640,20250505,C0071,COR010,CH005,PR003,17170.49,94,N,,N,Transfer
T0000641,20260322,C0074,COR003,CH002,PR006,12612.25,76,N,,N,Transfer
T0000642,20260503,C0086,COR004,CH003,PR008,50000.0,87,Y,R003,Y,Transfer
T0000643,20250905,C0068,COR010,CH005,PR002,1696.6,78,N,,N,Transfer
T0000644,20251017,C0029,COR011,CH006,PR002,35534.43,80,Y,R003,N,Debit
T0000645,20260427,C0034,COR010,CH003,PR001,16000.0,90,Y,R001,Y,Transfer
T0000646,20251220,C0109,COR007,CH005,PR003,6058.02,86,N,,N,Transfer
T0000647,20250829,C0139,COR007,CH001,PR004,402.87,91,N,,N,Transfer
T0000648,20250918,C0086,COR009,CH004,PR005,9636.91,78,N,,N,Credit
T0000649,20250606,C0043,COR001,CH003,PR002,35459.76,66,N,,N,Transfer
T0000650,20250515,C0103,COR005,CH007,PR003,20826.68,78,N,,N,Debit
T0000651,20251217,C0139,COR002,CH001,PR003,8936.7,89,N,,N,Credit
T0000652,20250715,C0164,COR011,CH002,PR006,3543.87,79,N,,N,Credit
T0000653,20251127,C0011,COR004,CH007,PR006,7892.38,67,N,,N,Transfer
T0000654,20250726,C0133,COR009,CH005,PR007,18030.68,91,N,,N,Withdrawal
T0000655,20250407,C0140,COR005,CH008,PR001,259000.0,99,N,,Y,Credit
T0000656,20250110,C0147,COR011,CH001,PR006,21294.49,80,Y,R002,N,Credit
