HeadcountPlanKey,MonthStart,PlanPeriod,ScenarioKey,RegionKey,DepartmentKey,FTE,NewHires,Attrition,AvgSalaryUSD,PayrollCostUSD,JobsPerFTE,DateKey,YearMonth
HC_202406_ACTUAL_TH_IT,2024-06-01,Actual,ACTUAL,TH,IT,3.2,0.1,0.0,1863.54,5963.33,630.0,20240601,2024-06
HC_202406_ACTUAL_TH_MGT,2024-06-01,Actual,ACTUAL,TH,MGT,2.7,0.0,0.0,3398.22,9175.19,746.67,20240601,2024-06
HC_202406_ACTUAL_VN_CENTRAL_SALES,2024-06-01,Actual,ACTUAL,VN_CENTRAL,SALES,13.0,0.2,0.2,1877.75,24410.75,190.23,20240601,2024-06
HC_202406_ACTUAL_VN_CENTRAL_OPS,2024-06-01,Actual,ACTUAL,VN_CENTRAL,OPS,39.2,0.7,0.4,1339.8,52520.16,63.09,20240601,2024-06
HC_202406_ACTUAL_VN_CENTRAL_CS,2024-06-01,Actual,ACTUAL,VN_CENTRAL,CS,14.1,0.3,0.1,1197.7,16887.57,175.39,20240601,2024-06
HC_202406_ACTUAL_VN_CENTRAL_FIN,2024-06-01,Actual,ACTUAL,VN_CENTRAL,FIN,6.0,0.1,0.1,1573.25,9439.5,412.17,20240601,2024-06
HC_202406_ACTUAL_VN_CENTRAL_IT,2024-06-01,Actual,ACTUAL,VN_CENTRAL,IT,3.8,0.1,0.0,1725.5,6556.9,650.79,20240601,2024-06
HC_202406_ACTUAL_VN_CENTRAL_MGT,2024-06-01,Actual,ACTUAL,VN_CENTRAL,MGT,3.2,0.1,0.0,3146.5,10068.8,772.81,20240601,2024-06
HC_202406_ACTUAL_VN_NORTH_SALES,2024-06-01,Actual,ACTUAL,VN_NORTH,SALES,18.2,0.3,0.2,1877.75,34175.05,187.75,20240601,2024-06
HC_202406_ACTUAL_VN_NORTH_OPS,2024-06-01,Actual,ACTUAL,VN_NORTH,OPS,55.7,1.0,0.6,1339.8,74626.86,61.35,20240601,2024-06
HC_202406_ACTUAL_VN_NORTH_CS,2024-06-01,Actual,ACTUAL,VN_NORTH,CS,18.8,0.3,0.2,1197.7,22516.76,181.76,20240601,2024-06
HC_202406_ACTUAL_VN_NORTH_FIN,2024-06-01,Actual,ACTUAL,VN_NORTH,FIN,8.3,0.1,0.1,1573.25,13057.97,411.69,20240601,2024-06
HC_202406_ACTUAL_VN_NORTH_IT,2024-06-01,Actual,ACTUAL,VN_NORTH,IT,5.4,0.1,0.1,1725.5,9317.7,632.78,20240601,2024-06
HC_202406_ACTUAL_VN_NORTH_MGT,2024-06-01,Actual,ACTUAL,VN_NORTH,MGT,4.7,0.1,0.0,3146.5,14788.55,727.02,20240601,2024-06
HC_202406_ACTUAL_VN_SOUTH_SALES,2024-06-01,Actual,ACTUAL,VN_SOUTH,SALES,20.5,0.4,0.3,1877.75,38493.87,187.37,20240601,2024-06
HC_202406_ACTUAL_VN_SOUTH_OPS,2024-06-01,Actual,ACTUAL,VN_SOUTH,OPS,61.2,1.1,0.6,1339.8,81995.76,62.76,20240601,2024-06
HC_202406_ACTUAL_VN_SOUTH_CS,2024-06-01,Actual,ACTUAL,VN_SOUTH,CS,23.3,0.4,0.2,1197.7,27906.41,164.85,20240601,2024-06
HC_202406_ACTUAL_VN_SOUTH_FIN,2024-06-01,Actual,ACTUAL,VN_SOUTH,FIN,9.3,0.2,0.1,1573.25,14631.22,413.01,20240601,2024-06
HC_202406_ACTUAL_VN_SOUTH_IT,2024-06-01,Actual,ACTUAL,VN_SOUTH,IT,6.4,0.1,0.1,1725.5,11043.2,600.16,20240601,2024-06
HC_202406_ACTUAL_VN_SOUTH_MGT,2024-06-01,Actual,ACTUAL,VN_SOUTH,MGT,5.3,0.1,0.1,3146.5,16676.45,724.72,20240601,2024-06
HC_202407_ACTUAL_CN_SALES,2024-07-01,Actual,ACTUAL,CN,SALES,13.9,0.3,0.2,2033.96,28272.1,184.1,20240701,2024-07
HC_202407_ACTUAL_CN_OPS,2024-07-01,Actual,ACTUAL,CN,OPS,41.9,0.8,0.4,1451.26,60807.83,61.07,20240701,2024-07
HC_202407_ACTUAL_CN_CS,2024-07-01,Actual,ACTUAL,CN,CS,14.4,0.3,0.1,1297.34,18681.68,177.71,20240701,2024-07
HC_202407_ACTUAL_CN_FIN,2024-07-01,Actual,ACTUAL,CN,FIN,6.2,0.1,0.1,1704.13,10565.62,412.74,20240701,2024-07
HC_202407_ACTUAL_CN_IT,2024-07-01,Actual,ACTUAL,CN,IT,4.2,0.1,0.0,1869.05,7850.0,609.29,20240701,2024-07
HC_202407_ACTUAL_CN_MGT,2024-07-01,Actual,ACTUAL,CN,MGT,3.8,0.1,0.0,3408.26,12951.4,673.42,20240701,2024-07
HC_202407_ACTUAL_TH_SALES,2024-07-01,Actual,ACTUAL,TH,SALES,10.2,0.2,0.1,2033.96,20746.43,191.47,20240701,2024-07
HC_202407_ACTUAL_TH_OPS,2024-07-01,Actual,ACTUAL,TH,OPS,31.7,0.6,0.3,1451.26,46004.97,61.61,20240701,2024-07
HC_202407_ACTUAL_TH_CS,2024-07-01,Actual,ACTUAL,TH,CS,11.4,0.2,0.1,1297.34,14789.67,171.32,20240701,2024-07
HC_202407_ACTUAL_TH_FIN,2024-07-01,Actual,ACTUAL,TH,FIN,5.1,0.1,0.1,1704.13,8691.07,382.94,20240701,2024-07
HC_202407_ACTUAL_TH_IT,2024-07-01,Actual,ACTUAL,TH,IT,3.1,0.1,0.0,1869.05,5794.05,630.0,20240701,2024-07
HC_202407_ACTUAL_TH_MGT,2024-07-01,Actual,ACTUAL,TH,MGT,2.7,0.0,0.0,3408.26,9202.31,723.33,20240701,2024-07
HC_202407_ACTUAL_VN_CENTRAL_SALES,2024-07-01,Actual,ACTUAL,VN_CENTRAL,SALES,13.3,0.2,0.2,1883.3,25047.89,176.92,20240701,2024-07
HC_202407_ACTUAL_VN_CENTRAL_OPS,2024-07-01,Actual,ACTUAL,VN_CENTRAL,OPS,40.7,0.7,0.4,1343.76,54691.03,57.81,20240701,2024-07
HC_202407_ACTUAL_VN_CENTRAL_CS,2024-07-01,Actual,ACTUAL,VN_CENTRAL,CS,14.3,0.3,0.1,1201.24,17177.73,164.55,20240701,2024-07
HC_202407_ACTUAL_VN_CENTRAL_FIN,2024-07-01,Actual,ACTUAL,VN_CENTRAL,FIN,5.7,0.1,0.1,1577.9,8994.03,412.81,20240701,2024-07
HC_202407_ACTUAL_VN_CENTRAL_IT,2024-07-01,Actual,ACTUAL,VN_CENTRAL,IT,3.8,0.1,0.0,1730.6,6576.28,619.21,20240701,2024-07
HC_202407_ACTUAL_VN_CENTRAL_MGT,2024-07-01,Actual,ACTUAL,VN_CENTRAL,MGT,3.3,0.1,0.0,3155.8,10414.14,713.03,20240701,2024-07
HC_202407_ACTUAL_VN_NORTH_SALES,2024-07-01,Actual,ACTUAL,VN_NORTH,SALES,18.9,0.3,0.2,1883.3,35594.37,177.51,20240701,2024-07
HC_202407_ACTUAL_VN_NORTH_OPS,2024-07-01,Actual,ACTUAL,VN_NORTH,OPS,53.2,1.0,0.5,1343.76,71488.03,63.06,20240701,2024-07
HC_202407_ACTUAL_VN_NORTH_CS,2024-07-01,Actual,ACTUAL,VN_NORTH,CS,18.2,0.3,0.2,1201.24,21862.57,184.34,20240701,2024-07
HC_202407_ACTUAL_VN_NORTH_FIN,2024-07-01,Actual,ACTUAL,VN_NORTH,FIN,8.4,0.2,0.1,1577.9,13254.36,399.4,20240701,2024-07
HC_202407_ACTUAL_VN_NORTH_IT,2024-07-01,Actual,ACTUAL,VN_NORTH,IT,5.6,0.1,0.1,1730.6,9691.36,599.11,20240701,2024-07
HC_202407_ACTUAL_VN_NORTH_MGT,2024-07-01,Actual,ACTUAL,VN_NORTH,MGT,4.5,0.1,0.0,3155.8,14201.1,745.56,20240701,2024-07
HC_202407_ACTUAL_VN_SOUTH_SALES,2024-07-01,Actual,ACTUAL,VN_SOUTH,SALES,21.8,0.4,0.3,1883.3,41055.94,171.24,20240701,2024-07
HC_202407_ACTUAL_VN_SOUTH_OPS,2024-07-01,Actual,ACTUAL,VN_SOUTH,OPS,62.0,1.1,0.6,1343.76,83313.12,60.21,20240701,2024-07
HC_202407_ACTUAL_VN_SOUTH_CS,2024-07-01,Actual,ACTUAL,VN_SOUTH,CS,21.2,0.4,0.2,1201.24,25466.29,176.08,20240701,2024-07
HC_202407_ACTUAL_VN_SOUTH_FIN,2024-07-01,Actual,ACTUAL,VN_SOUTH,FIN,9.3,0.2,0.1,1577.9,14674.47,401.4,20240701,2024-07
HC_202407_ACTUAL_VN_SOUTH_IT,2024-07-01,Actual,ACTUAL,VN_SOUTH,IT,6.3,0.1,0.1,1730.6,10902.78,592.54,20240701,2024-07
HC_202407_ACTUAL_VN_SOUTH_MGT,2024-07-01,Actual,ACTUAL,VN_SOUTH,MGT,5.3,0.1,0.1,3155.8,16725.74,704.34,20240701,2024-07
HC_202408_ACTUAL_CN_SALES,2024-08-01,Actual,ACTUAL,CN,SALES,14.3,0.3,0.2,2039.96,29171.4,184.06,20240801,2024-08
HC_202408_ACTUAL_CN_OPS,2024-08-01,Actual,ACTUAL,CN,OPS,43.8,0.8,0.4,1455.54,63752.55,60.09,20240801,2024-08
HC_202408_ACTUAL_CN_CS,2024-08-01,Actual,ACTUAL,CN,CS,15.5,0.3,0.2,1301.16,20168.02,169.81,20240801,2024-08
HC_202408_ACTUAL_CN_FIN,2024-08-01,Actual,ACTUAL,CN,FIN,6.9,0.1,0.1,1709.15,11793.16,381.45,20240801,2024-08
HC_202408_ACTUAL_CN_IT,2024-08-01,Actual,ACTUAL,CN,IT,4.3,0.1,0.0,1874.56,8060.59,612.09,20240801,2024-08
HC_202408_ACTUAL_CN_MGT,2024-08-01,Actual,ACTUAL,CN,MGT,3.4,0.1,0.0,3418.31,11622.25,774.12,20240801,2024-08
HC_202408_ACTUAL_TH_SALES,2024-08-01,Actual,ACTUAL,TH,SALES,10.4,0.2,0.1,2039.96,21215.56,191.44,20240801,2024-08
HC_202408_ACTUAL_TH_OPS,2024-08-01,Actual,ACTUAL,TH,OPS,34.2,0.6,0.3,1455.54,49779.39,58.22,20240801,2024-08
HC_202408_ACTUAL_TH_CS,2024-08-01,Actual,ACTUAL,TH,CS,12.1,0.2,0.1,1301.16,15744.07,164.55,20240801,2024-08
HC_202408_ACTUAL_TH_FIN,2024-08-01,Actual,ACTUAL,TH,FIN,4.7,0.1,0.0,1709.15,8033.02,423.62,20240801,2024-08
HC_202408_ACTUAL_TH_IT,2024-08-01,Actual,ACTUAL,TH,IT,3.4,0.1,0.0,1874.56,6373.49,585.59,20240801,2024-08
HC_202408_ACTUAL_TH_MGT,2024-08-01,Actual,ACTUAL,TH,MGT,2.7,0.0,0.0,3418.31,9229.43,737.41,20240801,2024-08
HC_202408_ACTUAL_VN_CENTRAL_SALES,2024-08-01,Actual,ACTUAL,VN_CENTRAL,SALES,11.6,0.2,0.2,1888.85,21910.66,204.91,20240801,2024-08
HC_202408_ACTUAL_VN_CENTRAL_OPS,2024-08-01,Actual,ACTUAL,VN_CENTRAL,OPS,39.1,0.7,0.4,1347.72,52695.85,60.79,20240801,2024-08
HC_202408_ACTUAL_VN_CENTRAL_CS,2024-08-01,Actual,ACTUAL,VN_CENTRAL,CS,13.6,0.2,0.1,1204.78,16385.01,174.78,20240801,2024-08
HC_202408_ACTUAL_VN_CENTRAL_FIN,2024-08-01,Actual,ACTUAL,VN_CENTRAL,FIN,6.0,0.1,0.1,1582.55,9495.3,396.17,20240801,2024-08
HC_202408_ACTUAL_VN_CENTRAL_IT,2024-08-01,Actual,ACTUAL,VN_CENTRAL,IT,3.9,0.1,0.0,1735.7,6769.23,609.49,20240801,2024-08
HC_202408_ACTUAL_VN_CENTRAL_MGT,2024-08-01,Actual,ACTUAL,VN_CENTRAL,MGT,3.1,0.1,0.0,3165.1,9811.81,766.77,20240801,2024-08
HC_202408_ACTUAL_VN_NORTH_SALES,2024-08-01,Actual,ACTUAL,VN_NORTH,SALES,19.5,0.4,0.3,1888.85,36832.57,174.21,20240801,2024-08
HC_202408_ACTUAL_VN_NORTH_OPS,2024-08-01,Actual,ACTUAL,VN_NORTH,OPS,58.8,1.1,0.6,1347.72,79245.94,57.77,20240801,2024-08
HC_202408_ACTUAL_VN_NORTH_CS,2024-08-01,Actual,ACTUAL,VN_NORTH,CS,20.1,0.4,0.2,1204.78,24216.08,169.0,20240801,2024-08
HC_202408_ACTUAL_VN_NORTH_FIN,2024-08-01,Actual,ACTUAL,VN_NORTH,FIN,8.0,0.1,0.1,1582.55,12660.4,424.62,20240801,2024-08
HC_202408_ACTUAL_VN_NORTH_IT,2024-08-01,Actual,ACTUAL,VN_NORTH,IT,5.9,0.1,0.1,1735.7,10240.63,575.76,20240801,2024-08
HC_202408_ACTUAL_VN_NORTH_MGT,2024-08-01,Actual,ACTUAL,VN_NORTH,MGT,4.6,0.1,0.0,3165.1,14559.46,738.48,20240801,2024-08
HC_202408_ACTUAL_VN_SOUTH_SALES,2024-08-01,Actual,ACTUAL,VN_SOUTH,SALES,20.1,0.4,0.3,1888.85,37965.89,188.71,20240801,2024-08
HC_202408_ACTUAL_VN_SOUTH_OPS,2024-08-01,Actual,ACTUAL,VN_SOUTH,OPS,64.5,1.2,0.6,1347.72,86927.94,58.81,20240801,2024-08
HC_202408_ACTUAL_VN_SOUTH_CS,2024-08-01,Actual,ACTUAL,VN_SOUTH,CS,21.4,0.4,0.2,1204.78,25782.29,177.24,20240801,2024-08
HC_202408_ACTUAL_VN_SOUTH_FIN,2024-08-01,Actual,ACTUAL,VN_SOUTH,FIN,9.6,0.2,0.1,1582.55,15192.48,395.1,20240801,2024-08
HC_202408_ACTUAL_VN_SOUTH_IT,2024-08-01,Actual,ACTUAL,VN_SOUTH,IT,6.3,0.1,0.1,1735.7,10934.91,602.06,20240801,2024-08
HC_202408_ACTUAL_VN_SOUTH_MGT,2024-08-01,Actual,ACTUAL,VN_SOUTH,MGT,5.5,0.1,0.1,3165.1,17408.05,689.64,20240801,2024-08
HC_202409_ACTUAL_CN_SALES,2024-09-01,Actual,ACTUAL,CN,SALES,14.5,0.3,0.2,2045.95,29666.3,177.31,20240901,2024-09
HC_202409_ACTUAL_CN_OPS,2024-09-01,Actual,ACTUAL,CN,OPS,43.0,0.8,0.4,1459.81,62772.02,59.79,20240901,2024-09
HC_202409_ACTUAL_CN_CS,2024-09-01,Actual,ACTUAL,CN,CS,14.8,0.3,0.1,1304.99,19313.79,173.72,20240901,2024-09
HC_202409_ACTUAL_CN_FIN,2024-09-01,Actual,ACTUAL,CN,FIN,6.6,0.1,0.1,1714.18,11313.56,389.55,20240901,2024-09
HC_202409_ACTUAL_CN_IT,2024-09-01,Actual,ACTUAL,CN,IT,4.1,0.1,0.0,1880.06,7708.26,627.07,20240901,2024-09
HC_202409_ACTUAL_CN_MGT,2024-09-01,Actual,ACTUAL,CN,MGT,3.6,0.1,0.0,3428.35,12342.07,714.17,20240901,2024-09
HC_202409_ACTUAL_TH_SALES,2024-09-01,Actual,ACTUAL,TH,SALES,11.0,0.2,0.1,2045.95,22505.47,176.55,20240901,2024-09
HC_202409_ACTUAL_TH_OPS,2024-09-01,Actual,ACTUAL,TH,OPS,33.9,0.6,0.3,1459.81,49487.71,57.29,20240901,2024-09
HC_202409_ACTUAL_TH_CS,2024-09-01,Actual,ACTUAL,TH,CS,12.2,0.2,0.1,1304.99,15920.82,159.18,20240901,2024-09
HC_202409_ACTUAL_TH_FIN,2024-09-01,Actual,ACTUAL,TH,FIN,4.9,0.1,0.0,1714.18,8399.46,396.33,20240901,2024-09
HC_202409_ACTUAL_TH_IT,2024-09-01,Actual,ACTUAL,TH,IT,3.3,0.1,0.0,1880.06,6204.21,588.48,20240901,2024-09
HC_202409_ACTUAL_TH_MGT,2024-09-01,Actual,ACTUAL,TH,MGT,2.7,0.0,0.0,3428.35,9256.55,719.26,20240901,2024-09
HC_202409_ACTUAL_VN_CENTRAL_SALES,2024-09-01,Actual,ACTUAL,VN_CENTRAL,SALES,11.6,0.2,0.2,1894.4,21975.04,197.5,20240901,2024-09
HC_202409_ACTUAL_VN_CENTRAL_OPS,2024-09-01,Actual,ACTUAL,VN_CENTRAL,OPS,37.7,0.7,0.4,1351.68,50958.34,60.77,20240901,2024-09
HC_202409_ACTUAL_VN_CENTRAL_CS,2024-09-01,Actual,ACTUAL,VN_CENTRAL,CS,12.9,0.2,0.1,1208.32,15587.33,177.6,20240901,2024-09
HC_202409_ACTUAL_VN_CENTRAL_FIN,2024-09-01,Actual,ACTUAL,VN_CENTRAL,FIN,5.9,0.1,0.1,1587.2,9364.48,388.31,20240901,2024-09
HC_202409_ACTUAL_VN_CENTRAL_IT,2024-09-01,Actual,ACTUAL,VN_CENTRAL,IT,3.9,0.1,0.0,1740.8,6789.12,587.44,20240901,2024-09
HC_202409_ACTUAL_VN_CENTRAL_MGT,2024-09-01,Actual,ACTUAL,VN_CENTRAL,MGT,3.3,0.1,0.0,3174.4,10475.52,694.24,20240901,2024-09
HC_202409_ACTUAL_VN_NORTH_SALES,2024-09-01,Actual,ACTUAL,VN_NORTH,SALES,17.8,0.3,0.2,1894.4,33720.32,184.78,20240901,2024-09
HC_202409_ACTUAL_VN_NORTH_OPS,2024-09-01,Actual,ACTUAL,VN_NORTH,OPS,50.3,0.9,0.5,1351.68,67989.5,65.39,20240901,2024-09
HC_202409_ACTUAL_VN_NORTH_CS,2024-09-01,Actual,ACTUAL,VN_NORTH,CS,19.7,0.4,0.2,1208.32,23803.9,166.95,20240901,2024-09
HC_202409_ACTUAL_VN_NORTH_FIN,2024-09-01,Actual,ACTUAL,VN_NORTH,FIN,8.5,0.2,0.1,1587.2,13491.2,386.94,20240901,2024-09
HC_202409_ACTUAL_VN_NORTH_IT,2024-09-01,Actual,ACTUAL,VN_NORTH,IT,5.1,0.1,0.1,1740.8,8878.08,644.9,20240901,2024-09
HC_202409_ACTUAL_VN_NORTH_MGT,2024-09-01,Actual,ACTUAL,VN_NORTH,MGT,4.3,0.1,0.0,3174.4,13649.92,764.88,20240901,2024-09
HC_202409_ACTUAL_VN_SOUTH_SALES,2024-09-01,Actual,ACTUAL,VN_SOUTH,SALES,20.6,0.4,0.3,1894.4,39024.64,180.24,20240901,2024-09
HC_202409_ACTUAL_VN_SOUTH_OPS,2024-09-01,Actual,ACTUAL,VN_SOUTH,OPS,63.8,1.1,0.6,1351.68,86237.18,58.2,20240901,2024-09
HC_202409_ACTUAL_VN_SOUTH_CS,2024-09-01,Actual,ACTUAL,VN_SOUTH,CS,20.9,0.4,0.2,1208.32,25253.89,177.66,20240901,2024-09
HC_202409_ACTUAL_VN_SOUTH_FIN,2024-09-01,Actual,ACTUAL,VN_SOUTH,FIN,9.1,0.2,0.1,1587.2,14443.52,408.02,20240901,2024-09
HC_202409_ACTUAL_VN_SOUTH_IT,2024-09-01,Actual,ACTUAL,VN_SOUTH,IT,6.2,0.1,0.1,1740.8,10792.96,598.87,20240901,2024-09
HC_202409_ACTUAL_VN_SOUTH_MGT,2024-09-01,Actual,ACTUAL,VN_SOUTH,MGT,4.8,0.1,0.0,3174.4,15237.12,773.54,20240901,2024-09
HC_202410_ACTUAL_CN_SALES,2024-10-01,Actual,ACTUAL,CN,SALES,14.0,0.3,0.2,2051.95,28727.24,184.0,20241001,2024-10
HC_202410_ACTUAL_CN_OPS,2024-10-01,Actual,ACTUAL,CN,OPS,43.4,0.8,0.4,1464.09,63541.56,59.35,20241001,2024-10
HC_202410_ACTUAL_CN_CS,2024-10-01,Actual,ACTUAL,CN,CS,14.9,0.3,0.1,1308.81,19501.25,172.89,20241001,2024-10
HC_202410_ACTUAL_CN_FIN,2024-10-01,Actual,ACTUAL,CN,FIN,6.7,0.1,0.1,1719.2,11518.63,384.48,20241001,2024-10
HC_202410_ACTUAL_CN_IT,2024-10-01,Actual,ACTUAL,CN,IT,4.4,0.1,0.0,1885.57,8296.52,585.45,20241001,2024-10
HC_202410_ACTUAL_CN_MGT,2024-10-01,Actual,ACTUAL,CN,MGT,3.5,0.1,0.0,3438.4,12034.39,736.0,20241001,2024-10
HC_202410_ACTUAL_TH_SALES,2024-10-01,Actual,ACTUAL,TH,SALES,11.3,0.2,0.1,2051.95,23186.99,172.12,20241001,2024-10
HC_202410_ACTUAL_TH_OPS,2024-10-01,Actual,ACTUAL,TH,OPS,33.7,0.6,0.3,1464.09,49339.87,57.72,20241001,2024-10
HC_202410_ACTUAL_TH_CS,2024-10-01,Actual,ACTUAL,TH,CS,11.7,0.2,0.1,1308.81,15313.06,166.24,20241001,2024-10
HC_202410_ACTUAL_TH_FIN,2024-10-01,Actual,ACTUAL,TH,FIN,4.6,0.1,0.0,1719.2,7908.31,422.83,20241001,2024-10
HC_202410_ACTUAL_TH_IT,2024-10-01,Actual,ACTUAL,TH,IT,3.2,0.1,0.0,1885.57,6033.83,607.81,20241001,2024-10
HC_202410_ACTUAL_TH_MGT,2024-10-01,Actual,ACTUAL,TH,MGT,2.6,0.0,0.0,3438.4,8939.83,748.08,20241001,2024-10
HC_202410_ACTUAL_VN_CENTRAL_SALES,2024-10-01,Actual,ACTUAL,VN_CENTRAL,SALES,12.6,0.2,0.2,1899.95,23939.37,181.98,20241001,2024-10
HC_202410_ACTUAL_VN_CENTRAL_OPS,2024-10-01,Actual,ACTUAL,VN_CENTRAL,OPS,39.9,0.7,0.4,1355.64,54090.04,57.47,20241001,2024-10
HC_202410_ACTUAL_VN_CENTRAL_CS,2024-10-01,Actual,ACTUAL,VN_CENTRAL,CS,13.5,0.2,0.1,1211.86,16360.11,169.85,20241001,2024-10
HC_202410_ACTUAL_VN_CENTRAL_FIN,2024-10-01,Actual,ACTUAL,VN_CENTRAL,FIN,6.1,0.1,0.1,1591.85,9710.28,375.9,20241001,2024-10
HC_202410_ACTUAL_VN_CENTRAL_IT,2024-10-01,Actual,ACTUAL,VN_CENTRAL,IT,4.1,0.1,0.0,1745.9,7158.19,559.27,20241001,2024-10
HC_202410_ACTUAL_VN_CENTRAL_MGT,2024-10-01,Actual,ACTUAL,VN_CENTRAL,MGT,3.3,0.1,0.0,3183.7,10506.21,694.85,20241001,2024-10
HC_202410_ACTUAL_VN_NORTH_SALES,2024-10-01,Actual,ACTUAL,VN_NORTH,SALES,18.1,0.3,0.2,1899.95,34389.1,180.39,20241001,2024-10
HC_202410_ACTUAL_VN_NORTH_OPS,2024-10-01,Actual,ACTUAL,VN_NORTH,OPS,53.4,1.0,0.5,1355.64,72391.18,61.14,20241001,2024-10
HC_202410_ACTUAL_VN_NORTH_CS,2024-10-01,Actual,ACTUAL,VN_NORTH,CS,18.6,0.3,0.2,1211.86,22540.6,175.54,20241001,2024-10
HC_202410_ACTUAL_VN_NORTH_FIN,2024-10-01,Actual,ACTUAL,VN_NORTH,FIN,7.8,0.1,0.1,1591.85,12416.43,418.59,20241001,2024-10
HC_202410_ACTUAL_VN_NORTH_IT,2024-10-01,Actual,ACTUAL,VN_NORTH,IT,5.6,0.1,0.1,1745.9,9777.04,583.04,20241001,2024-10
HC_202410_ACTUAL_VN_NORTH_MGT,2024-10-01,Actual,ACTUAL,VN_NORTH,MGT,4.8,0.1,0.0,3183.7,15281.76,680.21,20241001,2024-10
HC_202410_ACTUAL_VN_SOUTH_SALES,2024-10-01,Actual,ACTUAL,VN_SOUTH,SALES,21.0,0.4,0.3,1899.95,39898.95,176.14,20241001,2024-10
HC_202410_ACTUAL_VN_SOUTH_OPS,2024-10-01,Actual,ACTUAL,VN_SOUTH,OPS,59.8,1.1,0.6,1355.64,81067.27,61.86,20241001,2024-10
HC_202410_ACTUAL_VN_SOUTH_CS,2024-10-01,Actual,ACTUAL,VN_SOUTH,CS,21.4,0.4,0.2,1211.86,25933.8,172.85,20241001,2024-10
HC_202410_ACTUAL_VN_SOUTH_FIN,2024-10-01,Actual,ACTUAL,VN_SOUTH,FIN,9.3,0.2,0.1,1591.85,14804.2,397.74,20241001,2024-10
HC_202410_ACTUAL_VN_SOUTH_IT,2024-10-01,Actual,ACTUAL,VN_SOUTH,IT,6.1,0.1,0.1,1745.9,10649.99,606.39,20241001,2024-10
HC_202410_ACTUAL_VN_SOUTH_MGT,2024-10-01,Actual,ACTUAL,VN_SOUTH,MGT,5.1,0.1,0.1,3183.7,16236.87,725.29,20241001,2024-10
HC_202411_ACTUAL_CN_SALES,2024-11-01,Actual,ACTUAL,CN,SALES,15.0,0.3,0.2,2057.94,30869.1,170.87,20241101,2024-11
HC_202411_ACTUAL_CN_OPS,2024-11-01,Actual,ACTUAL,CN,OPS,44.2,0.8,0.4,1468.37,64901.87,57.99,20241101,2024-11
HC_202411_ACTUAL_CN_CS,2024-11-01,Actual,ACTUAL,CN,CS,15.2,0.3,0.2,1312.63,19952.01,168.62,20241101,2024-11
HC_202411_ACTUAL_CN_FIN,2024-11-01,Actual,ACTUAL,CN,FIN,6.6,0.1,0.1,1724.22,11379.85,388.33,20241101,2024-11
HC_202411_ACTUAL_CN_IT,2024-11-01,Actual,ACTUAL,CN,IT,4.4,0.1,0.0,1891.08,8320.75,582.5,20241101,2024-11
HC_202411_ACTUAL_CN_MGT,2024-11-01,Actual,ACTUAL,CN,MGT,3.7,0.1,0.0,3448.44,12759.23,692.7,20241101,2024-11
HC_202411_ACTUAL_TH_SALES,2024-11-01,Actual,ACTUAL,TH,SALES,10.9,0.2,0.1,2057.94,22431.55,183.49,20241101,2024-11
HC_202411_ACTUAL_TH_OPS,2024-11-01,Actual,ACTUAL,TH,OPS,32.5,0.6,0.3,1468.37,47721.96,61.54,20241101,2024-11
HC_202411_ACTUAL_TH_CS,2024-11-01,Actual,ACTUAL,TH,CS,12.2,0.2,0.1,1312.63,16014.11,163.93,20241101,2024-11
HC_202411_ACTUAL_TH_FIN,2024-11-01,Actual,ACTUAL,TH,FIN,4.9,0.1,0.0,1724.22,8448.68,408.16,20241101,2024-11
HC_202411_ACTUAL_TH_IT,2024-11-01,Actual,ACTUAL,TH,IT,3.4,0.1,0.0,1891.08,6429.67,588.24,20241101,2024-11
HC_202411_ACTUAL_TH_MGT,2024-11-01,Actual,ACTUAL,TH,MGT,2.8,0.1,0.0,3448.44,9655.63,714.29,20241101,2024-11
HC_202411_ACTUAL_VN_CENTRAL_SALES,2024-11-01,Actual,ACTUAL,VN_CENTRAL,SALES,12.8,0.2,0.2,1905.5,24390.4,183.75,20241101,2024-11
HC_202411_ACTUAL_VN_CENTRAL_OPS,2024-11-01,Actual,ACTUAL,VN_CENTRAL,OPS,40.5,0.7,0.4,1359.6,55063.8,58.07,20241101,2024-11
HC_202411_ACTUAL_VN_CENTRAL_CS,2024-11-01,Actual,ACTUAL,VN_CENTRAL,CS,12.6,0.2,0.1,1215.4,15314.04,186.67,20241101,2024-11
HC_202411_ACTUAL_VN_CENTRAL_FIN,2024-11-01,Actual,ACTUAL,VN_CENTRAL,FIN,6.0,0.1,0.1,1596.5,9579.0,392.0,20241101,2024-11
HC_202411_ACTUAL_VN_CENTRAL_IT,2024-11-01,Actual,ACTUAL,VN_CENTRAL,IT,4.1,0.1,0.0,1751.0,7179.1,573.66,20241101,2024-11
HC_202411_ACTUAL_VN_CENTRAL_MGT,2024-11-01,Actual,ACTUAL,VN_CENTRAL,MGT,3.4,0.1,0.0,3193.0,10856.2,691.76,20241101,2024-11
HC_202411_ACTUAL_VN_NORTH_SALES,2024-11-01,Actual,ACTUAL,VN_NORTH,SALES,18.1,0.3,0.2,1905.5,34489.55,184.81,20241101,2024-11
HC_202411_ACTUAL_VN_NORTH_OPS,2024-11-01,Actual,ACTUAL,VN_NORTH,OPS,55.9,1.0,0.6,1359.6,76001.64,59.84,20241101,2024-11
