CostDriverKey,RevenueDriverKey,MonthStart,PlanPeriod,ScenarioKey,RegionKey,ServiceKey,SegmentKey,CarrierCostUSD,HandlingCostUSD,FuelCostUSD,CustomsCostUSD,DirectCostUSD,VariableCostPerJobUSD,CostInflationPct,DateKey,YearMonth
COST_202401_ACTUAL_CN_CLS_MM,202401_ACTUAL_CN_CLS_MM,2024-01-01,Actual,ACTUAL,CN,CLS,MM,38609.76,3405.06,2354.09,365.29,44734.21,894.68,0.018,20240101,2024-01
COST_202401_ACTUAL_CN_CLS_SME,202401_ACTUAL_CN_CLS_SME,2024-01-01,Actual,ACTUAL,CN,CLS,SME,31697.55,2533.37,1932.65,359.57,36523.14,890.81,0.018,20240101,2024-01
COST_202401_ACTUAL_CN_CLS_SKA,202401_ACTUAL_CN_CLS_SKA,2024-01-01,Actual,ACTUAL,CN,CLS,SKA,55399.81,4638.69,3377.81,441.73,63858.03,874.77,0.018,20240101,2024-01
COST_202401_ACTUAL_CN_CUS_ENT,202401_ACTUAL_CN_CUS_ENT,2024-01-01,Actual,ACTUAL,CN,CUS,ENT,14466.68,5885.41,1218.08,4284.0,25854.17,168.98,0.018,20240101,2024-01
COST_202401_ACTUAL_CN_CUS_MM,202401_ACTUAL_CN_CUS_MM,2024-01-01,Actual,ACTUAL,CN,CUS,MM,10844.57,5956.46,913.1,3556.0,21270.13,167.48,0.018,20240101,2024-01
COST_202401_ACTUAL_CN_CUS_SME,202401_ACTUAL_CN_CUS_SME,2024-01-01,Actual,ACTUAL,CN,CUS,SME,8867.72,4575.59,746.65,2744.0,16933.96,172.8,0.018,20240101,2024-01
COST_202401_ACTUAL_CN_CUS_SKA,202401_ACTUAL_CN_CUS_SKA,2024-01-01,Actual,ACTUAL,CN,CUS,SKA,14861.08,11576.97,1251.28,4788.0,32477.34,189.93,0.018,20240101,2024-01
COST_202401_ACTUAL_CN_TRK_ENT,202401_ACTUAL_CN_TRK_ENT,2024-01-01,Actual,ACTUAL,CN,TRK,ENT,37646.12,4953.0,2788.69,1138.78,46526.59,244.88,0.018,20240101,2024-01
COST_202401_ACTUAL_CN_TRK_MM,202401_ACTUAL_CN_TRK_MM,2024-01-01,Actual,ACTUAL,CN,TRK,MM,32149.68,4113.39,2381.53,1427.96,40072.57,256.88,0.018,20240101,2024-01
COST_202401_ACTUAL_CN_TRK_SME,202401_ACTUAL_CN_TRK_SME,2024-01-01,Actual,ACTUAL,CN,TRK,SME,23614.66,2214.12,1749.29,694.73,28272.8,243.73,0.018,20240101,2024-01
COST_202401_ACTUAL_CN_TRK_SKA,202401_ACTUAL_CN_TRK_SKA,2024-01-01,Actual,ACTUAL,CN,TRK,SKA,39787.81,8598.78,2947.34,1391.22,52725.15,267.64,0.018,20240101,2024-01
COST_202402_ACTUAL_VN_NORTH_AIR_ENT,202402_ACTUAL_VN_NORTH_AIR_ENT,2024-02-01,Actual,ACTUAL,VN_NORTH,AIR,ENT,102414.24,1988.31,6706.89,627.08,111736.52,1106.3,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_AIR_MM,202402_ACTUAL_VN_NORTH_AIR_MM,2024-02-01,Actual,ACTUAL,VN_NORTH,AIR,MM,90299.89,5160.78,5913.55,720.87,102095.08,1160.17,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_AIR_SME,202402_ACTUAL_VN_NORTH_AIR_SME,2024-02-01,Actual,ACTUAL,VN_NORTH,AIR,SME,68451.84,1553.34,4482.77,659.62,75147.56,1138.6,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_AIR_SKA,202402_ACTUAL_VN_NORTH_AIR_SKA,2024-02-01,Actual,ACTUAL,VN_NORTH,AIR,SKA,127916.37,5295.01,8376.97,887.14,142475.48,1260.84,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_FCL_ENT,202402_ACTUAL_VN_NORTH_FCL_ENT,2024-02-01,Actual,ACTUAL,VN_NORTH,FCL,ENT,127907.06,5725.54,6196.21,658.68,140487.5,836.24,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_FCL_MM,202402_ACTUAL_VN_NORTH_FCL_MM,2024-02-01,Actual,ACTUAL,VN_NORTH,FCL,MM,106749.98,9008.58,5171.3,849.74,121779.6,869.85,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_FCL_SME,202402_ACTUAL_VN_NORTH_FCL_SME,2024-02-01,Actual,ACTUAL,VN_NORTH,FCL,SME,77916.62,5526.62,3774.52,861.91,88079.68,872.08,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_FCL_SKA,202402_ACTUAL_VN_NORTH_FCL_SKA,2024-02-01,Actual,ACTUAL,VN_NORTH,FCL,SKA,135355.73,11317.46,6557.05,1460.45,154690.7,818.47,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_LCL_ENT,202402_ACTUAL_VN_NORTH_LCL_ENT,2024-02-01,Actual,ACTUAL,VN_NORTH,LCL,ENT,57329.71,2613.95,3025.94,838.03,63807.63,449.35,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_LCL_MM,202402_ACTUAL_VN_NORTH_LCL_MM,2024-02-01,Actual,ACTUAL,VN_NORTH,LCL,MM,48469.56,2724.67,2558.29,972.25,54724.76,441.33,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_LCL_SME,202402_ACTUAL_VN_NORTH_LCL_SME,2024-02-01,Actual,ACTUAL,VN_NORTH,LCL,SME,36990.3,3888.57,1952.4,754.51,43585.78,444.75,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_LCL_SKA,202402_ACTUAL_VN_NORTH_LCL_SKA,2024-02-01,Actual,ACTUAL,VN_NORTH,LCL,SKA,70850.42,5595.08,3739.58,670.59,80855.66,446.72,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_CLS_ENT,202402_ACTUAL_VN_NORTH_CLS_ENT,2024-02-01,Actual,ACTUAL,VN_NORTH,CLS,ENT,66226.92,2231.76,4037.95,394.71,72891.35,847.57,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_CLS_MM,202402_ACTUAL_VN_NORTH_CLS_MM,2024-02-01,Actual,ACTUAL,VN_NORTH,CLS,MM,56277.09,3756.84,3431.3,316.45,63781.69,898.33,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_CLS_SME,202402_ACTUAL_VN_NORTH_CLS_SME,2024-02-01,Actual,ACTUAL,VN_NORTH,CLS,SME,43129.9,2199.95,2629.69,302.99,48262.54,928.13,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_CLS_SKA,202402_ACTUAL_VN_NORTH_CLS_SKA,2024-02-01,Actual,ACTUAL,VN_NORTH,CLS,SKA,72554.91,2621.93,4423.78,550.55,80151.17,871.21,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_CUS_ENT,202402_ACTUAL_VN_NORTH_CUS_ENT,2024-02-01,Actual,ACTUAL,VN_NORTH,CUS,ENT,18191.15,5277.82,1531.67,5572.0,30572.65,153.63,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_CUS_MM,202402_ACTUAL_VN_NORTH_CUS_MM,2024-02-01,Actual,ACTUAL,VN_NORTH,CUS,MM,14797.49,8891.36,1245.93,4760.0,29694.78,174.68,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_CUS_SME,202402_ACTUAL_VN_NORTH_CUS_SME,2024-02-01,Actual,ACTUAL,VN_NORTH,CUS,SME,11010.32,5555.62,927.05,3360.0,20853.0,173.77,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_CUS_SKA,202402_ACTUAL_VN_NORTH_CUS_SKA,2024-02-01,Actual,ACTUAL,VN_NORTH,CUS,SKA,21299.65,5429.09,1793.4,6552.0,35074.14,149.89,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_TRK_ENT,202402_ACTUAL_VN_NORTH_TRK_ENT,2024-02-01,Actual,ACTUAL,VN_NORTH,TRK,ENT,44659.8,4566.21,3308.24,1490.79,54025.04,239.05,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_TRK_MM,202402_ACTUAL_VN_NORTH_TRK_MM,2024-02-01,Actual,ACTUAL,VN_NORTH,TRK,MM,40540.73,4399.58,3003.11,1088.48,49031.9,246.39,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_TRK_SME,202402_ACTUAL_VN_NORTH_TRK_SME,2024-02-01,Actual,ACTUAL,VN_NORTH,TRK,SME,28312.13,7621.05,2097.26,1180.23,39210.67,264.94,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_NORTH_TRK_SKA,202402_ACTUAL_VN_NORTH_TRK_SKA,2024-02-01,Actual,ACTUAL,VN_NORTH,TRK,SKA,56679.81,19904.68,4198.64,2816.93,83600.06,289.27,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_AIR_ENT,202402_ACTUAL_VN_SOUTH_AIR_ENT,2024-02-01,Actual,ACTUAL,VN_SOUTH,AIR,ENT,112985.8,2882.07,7399.2,497.45,123764.52,1066.94,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_AIR_MM,202402_ACTUAL_VN_SOUTH_AIR_MM,2024-02-01,Actual,ACTUAL,VN_SOUTH,AIR,MM,100215.63,2459.79,6562.91,509.1,109747.43,1180.08,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_AIR_SME,202402_ACTUAL_VN_SOUTH_AIR_SME,2024-02-01,Actual,ACTUAL,VN_SOUTH,AIR,SME,72140.37,4443.64,4724.32,285.16,81593.49,1165.62,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_AIR_SKA,202402_ACTUAL_VN_SOUTH_AIR_SKA,2024-02-01,Actual,ACTUAL,VN_SOUTH,AIR,SKA,137466.64,7293.33,9002.4,885.88,154648.25,1120.64,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_FCL_ENT,202402_ACTUAL_VN_SOUTH_FCL_ENT,2024-02-01,Actual,ACTUAL,VN_SOUTH,FCL,ENT,137550.8,13376.86,6663.39,788.67,158379.71,808.06,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_FCL_MM,202402_ACTUAL_VN_SOUTH_FCL_MM,2024-02-01,Actual,ACTUAL,VN_SOUTH,FCL,MM,114674.11,9324.45,5555.17,603.87,130157.6,845.18,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_FCL_SME,202402_ACTUAL_VN_SOUTH_FCL_SME,2024-02-01,Actual,ACTUAL,VN_SOUTH,FCL,SME,90566.94,8181.73,4387.34,1163.74,104299.76,861.98,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_FCL_SKA,202402_ACTUAL_VN_SOUTH_FCL_SKA,2024-02-01,Actual,ACTUAL,VN_SOUTH,FCL,SKA,146129.96,9503.31,7078.99,1108.39,163820.64,791.4,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_LCL_ENT,202402_ACTUAL_VN_SOUTH_LCL_ENT,2024-02-01,Actual,ACTUAL,VN_SOUTH,LCL,ENT,59176.96,8727.4,3123.44,1627.32,72655.12,427.38,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_LCL_MM,202402_ACTUAL_VN_SOUTH_LCL_MM,2024-02-01,Actual,ACTUAL,VN_SOUTH,LCL,MM,48184.35,7005.22,2543.23,1019.7,58752.51,470.02,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_LCL_SME,202402_ACTUAL_VN_SOUTH_LCL_SME,2024-02-01,Actual,ACTUAL,VN_SOUTH,LCL,SME,44335.7,6664.82,2340.09,514.56,53855.17,489.59,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_LCL_SKA,202402_ACTUAL_VN_SOUTH_LCL_SKA,2024-02-01,Actual,ACTUAL,VN_SOUTH,LCL,SKA,69126.27,9758.81,3648.57,1658.03,84191.68,431.75,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_CLS_ENT,202402_ACTUAL_VN_SOUTH_CLS_ENT,2024-02-01,Actual,ACTUAL,VN_SOUTH,CLS,ENT,84034.43,6313.66,5123.7,696.91,96168.71,961.69,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_CLS_MM,202402_ACTUAL_VN_SOUTH_CLS_MM,2024-02-01,Actual,ACTUAL,VN_SOUTH,CLS,MM,67066.2,2109.75,4089.13,466.08,73731.17,888.33,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_CLS_SME,202402_ACTUAL_VN_SOUTH_CLS_SME,2024-02-01,Actual,ACTUAL,VN_SOUTH,CLS,SME,47429.75,1734.65,2891.86,276.18,52332.44,872.21,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_CLS_SKA,202402_ACTUAL_VN_SOUTH_CLS_SKA,2024-02-01,Actual,ACTUAL,VN_SOUTH,CLS,SKA,84089.63,3408.33,5127.07,853.56,93478.58,907.56,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_CUS_ENT,202402_ACTUAL_VN_SOUTH_CUS_ENT,2024-02-01,Actual,ACTUAL,VN_SOUTH,CUS,ENT,19456.98,12423.76,1638.25,6216.0,39735.0,178.99,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_CUS_MM,202402_ACTUAL_VN_SOUTH_CUS_MM,2024-02-01,Actual,ACTUAL,VN_SOUTH,CUS,MM,16473.51,10535.53,1387.05,5040.0,33436.09,185.76,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_CUS_SME,202402_ACTUAL_VN_SOUTH_CUS_SME,2024-02-01,Actual,ACTUAL,VN_SOUTH,CUS,SME,13206.91,3615.6,1112.0,4144.0,22078.52,149.18,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_CUS_SKA,202402_ACTUAL_VN_SOUTH_CUS_SKA,2024-02-01,Actual,ACTUAL,VN_SOUTH,CUS,SKA,23824.59,16866.22,2006.0,7448.0,50144.81,188.51,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_TRK_ENT,202402_ACTUAL_VN_SOUTH_TRK_ENT,2024-02-01,Actual,ACTUAL,VN_SOUTH,TRK,ENT,55281.48,7850.66,4095.06,1964.81,69192.01,258.18,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_TRK_MM,202402_ACTUAL_VN_SOUTH_TRK_MM,2024-02-01,Actual,ACTUAL,VN_SOUTH,TRK,MM,42441.39,10631.31,3143.91,815.51,57032.12,274.19,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_TRK_SME,202402_ACTUAL_VN_SOUTH_TRK_SME,2024-02-01,Actual,ACTUAL,VN_SOUTH,TRK,SME,32433.04,7626.63,2402.52,1519.15,43981.35,276.61,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_SOUTH_TRK_SKA,202402_ACTUAL_VN_SOUTH_TRK_SKA,2024-02-01,Actual,ACTUAL,VN_SOUTH,TRK,SKA,52786.69,5395.92,3910.25,1011.49,63104.35,223.77,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_AIR_ENT,202402_ACTUAL_VN_CENTRAL_AIR_ENT,2024-02-01,Actual,ACTUAL,VN_CENTRAL,AIR,ENT,76829.63,4388.83,5031.41,424.93,86674.8,1203.82,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_AIR_MM,202402_ACTUAL_VN_CENTRAL_AIR_MM,2024-02-01,Actual,ACTUAL,VN_CENTRAL,AIR,MM,61833.58,3807.39,4049.35,249.99,69940.32,1110.16,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_AIR_SME,202402_ACTUAL_VN_CENTRAL_AIR_SME,2024-02-01,Actual,ACTUAL,VN_CENTRAL,AIR,SME,52861.41,997.45,3461.78,452.09,57772.74,1155.45,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_AIR_SKA,202402_ACTUAL_VN_CENTRAL_AIR_SKA,2024-02-01,Actual,ACTUAL,VN_CENTRAL,AIR,SKA,93105.88,2194.68,6097.31,798.85,102196.72,1202.31,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_FCL_ENT,202402_ACTUAL_VN_CENTRAL_FCL_ENT,2024-02-01,Actual,ACTUAL,VN_CENTRAL,FCL,ENT,79510.92,4519.91,3851.76,818.43,88701.02,799.11,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_FCL_MM,202402_ACTUAL_VN_CENTRAL_FCL_MM,2024-02-01,Actual,ACTUAL,VN_CENTRAL,FCL,MM,74587.91,6519.77,3613.27,766.94,85487.88,881.32,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_FCL_SME,202402_ACTUAL_VN_CENTRAL_FCL_SME,2024-02-01,Actual,ACTUAL,VN_CENTRAL,FCL,SME,57534.84,3663.71,2787.17,342.89,64328.59,857.71,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_FCL_SKA,202402_ACTUAL_VN_CENTRAL_FCL_SKA,2024-02-01,Actual,ACTUAL,VN_CENTRAL,FCL,SKA,100933.76,8785.55,4889.54,684.23,115293.08,873.43,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_LCL_ENT,202402_ACTUAL_VN_CENTRAL_LCL_ENT,2024-02-01,Actual,ACTUAL,VN_CENTRAL,LCL,ENT,33917.64,3747.46,1790.22,876.74,40332.05,429.06,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_LCL_MM,202402_ACTUAL_VN_CENTRAL_LCL_MM,2024-02-01,Actual,ACTUAL,VN_CENTRAL,LCL,MM,31232.49,3972.35,1648.49,352.72,37206.05,448.27,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_LCL_SME,202402_ACTUAL_VN_CENTRAL_LCL_SME,2024-02-01,Actual,ACTUAL,VN_CENTRAL,LCL,SME,24959.94,4239.73,1317.42,656.07,31173.16,472.32,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_LCL_SKA,202402_ACTUAL_VN_CENTRAL_LCL_SKA,2024-02-01,Actual,ACTUAL,VN_CENTRAL,LCL,SKA,42114.51,8485.67,2222.86,1032.3,53855.34,460.3,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_CLS_ENT,202402_ACTUAL_VN_CENTRAL_CLS_ENT,2024-02-01,Actual,ACTUAL,VN_CENTRAL,CLS,ENT,50764.69,4485.29,3095.2,565.44,58910.62,950.17,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_CLS_MM,202402_ACTUAL_VN_CENTRAL_CLS_MM,2024-02-01,Actual,ACTUAL,VN_CENTRAL,CLS,MM,39095.13,2741.57,2383.69,215.56,44435.95,888.72,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_CLS_SME,202402_ACTUAL_VN_CENTRAL_CLS_SME,2024-02-01,Actual,ACTUAL,VN_CENTRAL,CLS,SME,29822.72,2040.13,1818.34,232.98,33914.16,916.6,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_CLS_SKA,202402_ACTUAL_VN_CENTRAL_CLS_SKA,2024-02-01,Actual,ACTUAL,VN_CENTRAL,CLS,SKA,56173.66,1411.22,3424.99,313.31,61323.17,840.04,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_CUS_ENT,202402_ACTUAL_VN_CENTRAL_CUS_ENT,2024-02-01,Actual,ACTUAL,VN_CENTRAL,CUS,ENT,13055.84,4013.01,1099.29,3724.0,21892.14,164.6,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_CUS_MM,202402_ACTUAL_VN_CENTRAL_CUS_MM,2024-02-01,Actual,ACTUAL,VN_CENTRAL,CUS,MM,10369.2,7085.24,873.07,3248.0,21575.52,186.0,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_CUS_SME,202402_ACTUAL_VN_CENTRAL_CUS_SME,2024-02-01,Actual,ACTUAL,VN_CENTRAL,CUS,SME,8845.09,5195.83,744.75,2660.0,17445.66,183.64,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_CUS_SKA,202402_ACTUAL_VN_CENTRAL_CUS_SKA,2024-02-01,Actual,ACTUAL,VN_CENTRAL,CUS,SKA,14821.77,11742.71,1247.97,4732.0,32544.46,192.57,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_TRK_ENT,202402_ACTUAL_VN_CENTRAL_TRK_ENT,2024-02-01,Actual,ACTUAL,VN_CENTRAL,TRK,ENT,31390.92,7385.78,2325.33,1108.84,42210.87,274.1,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_TRK_MM,202402_ACTUAL_VN_CENTRAL_TRK_MM,2024-02-01,Actual,ACTUAL,VN_CENTRAL,TRK,MM,28759.48,4237.63,2130.4,1442.0,36569.51,248.77,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_TRK_SME,202402_ACTUAL_VN_CENTRAL_TRK_SME,2024-02-01,Actual,ACTUAL,VN_CENTRAL,TRK,SME,20131.15,6498.28,1491.24,397.02,28517.69,291.0,0.018,20240201,2024-02
COST_202402_ACTUAL_VN_CENTRAL_TRK_SKA,202402_ACTUAL_VN_CENTRAL_TRK_SKA,2024-02-01,Actual,ACTUAL,VN_CENTRAL,TRK,SKA,37415.46,13099.98,2771.61,1520.94,54807.99,285.46,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_AIR_ENT,202402_ACTUAL_TH_AIR_ENT,2024-02-01,Actual,ACTUAL,TH,AIR,ENT,68237.85,4466.5,4468.75,306.49,77479.59,1122.89,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_AIR_MM,202402_ACTUAL_TH_AIR_MM,2024-02-01,Actual,ACTUAL,TH,AIR,MM,52845.73,960.55,3460.75,197.08,57464.11,1172.74,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_AIR_SME,202402_ACTUAL_TH_AIR_SME,2024-02-01,Actual,ACTUAL,TH,AIR,SME,43203.76,2354.87,2829.32,291.91,48679.86,1281.05,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_AIR_SKA,202402_ACTUAL_TH_AIR_SKA,2024-02-01,Actual,ACTUAL,TH,AIR,SKA,70127.21,2726.69,4592.48,588.37,78034.75,1114.78,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_FCL_ENT,202402_ACTUAL_TH_FCL_ENT,2024-02-01,Actual,ACTUAL,TH,FCL,ENT,85933.38,2900.56,4162.88,1074.22,94071.04,871.03,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_FCL_MM,202402_ACTUAL_TH_FCL_MM,2024-02-01,Actual,ACTUAL,TH,FCL,MM,65081.11,4450.28,3152.73,573.74,73257.86,851.84,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_FCL_SME,202402_ACTUAL_TH_FCL_SME,2024-02-01,Actual,ACTUAL,TH,FCL,SME,51078.95,3860.76,2474.42,394.15,57808.28,862.81,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_FCL_SKA,202402_ACTUAL_TH_FCL_SKA,2024-02-01,Actual,ACTUAL,TH,FCL,SKA,86471.65,5234.81,4188.95,1026.94,96922.35,821.38,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_LCL_ENT,202402_ACTUAL_TH_LCL_ENT,2024-02-01,Actual,ACTUAL,TH,LCL,ENT,28576.55,1669.26,1508.31,490.66,32244.78,418.76,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_LCL_MM,202402_ACTUAL_TH_LCL_MM,2024-02-01,Actual,ACTUAL,TH,LCL,MM,27204.37,1555.29,1435.88,480.37,30675.91,451.12,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_LCL_SME,202402_ACTUAL_TH_LCL_SME,2024-02-01,Actual,ACTUAL,TH,LCL,SME,20175.06,2312.84,1064.87,243.03,23795.79,457.61,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_LCL_SKA,202402_ACTUAL_TH_LCL_SKA,2024-02-01,Actual,ACTUAL,TH,LCL,SKA,34175.09,2721.89,1803.8,404.17,39104.95,411.63,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_CLS_ENT,202402_ACTUAL_TH_CLS_ENT,2024-02-01,Actual,ACTUAL,TH,CLS,ENT,40126.99,3481.28,2446.6,374.38,46429.25,892.87,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_CLS_MM,202402_ACTUAL_TH_CLS_MM,2024-02-01,Actual,ACTUAL,TH,CLS,MM,35247.76,1633.38,2149.11,180.72,39210.96,891.16,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_CLS_SME,202402_ACTUAL_TH_CLS_SME,2024-02-01,Actual,ACTUAL,TH,CLS,SME,23470.33,1478.06,1431.02,90.4,26469.81,882.33,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_CLS_SKA,202402_ACTUAL_TH_CLS_SKA,2024-02-01,Actual,ACTUAL,TH,CLS,SKA,42959.2,3114.09,2619.29,264.84,48957.42,906.62,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_CUS_ENT,202402_ACTUAL_TH_CUS_ENT,2024-02-01,Actual,ACTUAL,TH,CUS,ENT,10918.55,4757.91,919.33,3444.0,20039.78,162.93,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_CUS_MM,202402_ACTUAL_TH_CUS_MM,2024-02-01,Actual,ACTUAL,TH,CUS,MM,8558.6,3018.92,720.62,2744.0,15042.15,153.49,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_CUS_SME,202402_ACTUAL_TH_CUS_SME,2024-02-01,Actual,ACTUAL,TH,CUS,SME,7783.9,5123.28,655.39,2156.0,15718.57,204.14,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_CUS_SKA,202402_ACTUAL_TH_CUS_SKA,2024-02-01,Actual,ACTUAL,TH,CUS,SKA,11299.41,3388.96,951.4,3640.0,19279.76,148.31,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_TRK_ENT,202402_ACTUAL_TH_TRK_ENT,2024-02-01,Actual,ACTUAL,TH,TRK,ENT,27324.02,8835.91,2024.07,472.49,38656.48,290.65,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_TRK_MM,202402_ACTUAL_TH_TRK_MM,2024-02-01,Actual,ACTUAL,TH,TRK,MM,21251.34,4880.98,1574.22,820.29,28526.83,266.61,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_TRK_SME,202402_ACTUAL_TH_TRK_SME,2024-02-01,Actual,ACTUAL,TH,TRK,SME,16340.14,3854.75,1210.42,711.19,22116.5,266.46,0.018,20240201,2024-02
COST_202402_ACTUAL_TH_TRK_SKA,202402_ACTUAL_TH_TRK_SKA,2024-02-01,Actual,ACTUAL,TH,TRK,SKA,30163.5,3025.72,2234.41,682.64,36106.26,242.32,0.018,20240201,2024-02
COST_202402_ACTUAL_CN_AIR_ENT,202402_ACTUAL_CN_AIR_ENT,2024-02-01,Actual,ACTUAL,CN,AIR,ENT,91145.65,3434.87,5968.94,424.02,100973.49,1187.92,0.018,20240201,2024-02
COST_202402_ACTUAL_CN_AIR_MM,202402_ACTUAL_CN_AIR_MM,2024-02-01,Actual,ACTUAL,CN,AIR,MM,75610.98,2256.06,4951.6,632.06,83450.7,1227.22,0.018,20240201,2024-02
COST_202402_ACTUAL_CN_AIR_SME,202402_ACTUAL_CN_AIR_SME,2024-02-01,Actual,ACTUAL,CN,AIR,SME,50460.74,1274.62,3304.57,438.75,55478.67,1109.57,0.018,20240201,2024-02
