snapshot_month,prior_dpd_bucket,dpd_bucket,loan_count,balance,roll_rate
2026-04-01,8-14 DPD,Charge-off,3,0.0,0.0021
2026-04-01,8-14 DPD,Current,73,10985.64,0.05
2026-04-01,90+ DPD,1-7 DPD,37,8939.869999999999,0.1667
2026-04-01,90+ DPD,15-29 DPD,27,5011.21,0.1216
2026-04-01,90+ DPD,30-59 DPD,19,3827.65,0.0856
2026-04-01,90+ DPD,60-89 DPD,17,5078.99,0.0766
2026-04-01,90+ DPD,8-14 DPD,31,5942.21,0.1396
2026-04-01,90+ DPD,90+ DPD,47,9998.39,0.2117
2026-04-01,90+ DPD,Charge-off,30,0.0,0.1351
2026-04-01,90+ DPD,Current,14,2283.41,0.0631
2026-04-01,Charge-off,1-7 DPD,12,1482.0,0.0351
2026-04-01,Charge-off,15-29 DPD,12,677.9,0.0351
2026-04-01,Charge-off,30-59 DPD,10,2486.28,0.0292
2026-04-01,Charge-off,60-89 DPD,3,2287.04,0.0088
2026-04-01,Charge-off,8-14 DPD,13,3107.13,0.038
2026-04-01,Charge-off,Charge-off,291,0.0,0.8509
2026-04-01,Charge-off,Current,1,2080.37,0.0029
2026-04-01,Current,1-7 DPD,408,155853.52,0.2529
2026-04-01,Current,15-29 DPD,247,83885.48,0.1531
2026-04-01,Current,30-59 DPD,218,79499.14,0.1352
2026-04-01,Current,60-89 DPD,153,60342.590000000004,0.0949
2026-04-01,Current,8-14 DPD,275,86541.05,0.1705
2026-04-01,Current,90+ DPD,38,15573.06,0.0236
2026-04-01,Current,Charge-off,14,0.0,0.0087
2026-04-01,Current,Current,260,89631.48,0.1612
2026-05-01,1-7 DPD,1-7 DPD,608,89521.32,0.2979
2026-05-01,1-7 DPD,15-29 DPD,409,57184.1,0.2004
2026-05-01,1-7 DPD,30-59 DPD,326,47500.64,0.1597
2026-05-01,1-7 DPD,60-89 DPD,101,17570.13,0.0495
2026-05-01,1-7 DPD,8-14 DPD,457,77000.63,0.2239
2026-05-01,1-7 DPD,90+ DPD,23,3350.48,0.0113
2026-05-01,1-7 DPD,Charge-off,8,0.0,0.0039
2026-05-01,1-7 DPD,Current,109,19118.34,0.0534
2026-05-01,15-29 DPD,1-7 DPD,440,64048.61,0.3186
2026-05-01,15-29 DPD,15-29 DPD,315,43184.04,0.2281
2026-05-01,15-29 DPD,30-59 DPD,209,31569.83,0.1513
2026-05-01,15-29 DPD,60-89 DPD,82,21432.19,0.0594
2026-05-01,15-29 DPD,8-14 DPD,256,42462.22,0.1854
2026-05-01,15-29 DPD,90+ DPD,7,1369.78,0.0051
2026-05-01,15-29 DPD,Charge-off,1,0.0,0.0007
2026-05-01,15-29 DPD,Current,71,10606.79,0.0514
2026-05-01,30-59 DPD,1-7 DPD,330,48387.13,0.3011
2026-05-01,30-59 DPD,15-29 DPD,220,32949.01,0.2007
2026-05-01,30-59 DPD,30-59 DPD,194,31984.170000000002,0.177
2026-05-01,30-59 DPD,60-89 DPD,54,13447.24,0.0493
2026-05-01,30-59 DPD,8-14 DPD,231,35377.2,0.2108
2026-05-01,30-59 DPD,90+ DPD,16,1972.59,0.0146
2026-05-01,30-59 DPD,Charge-off,1,0.0,0.0009
2026-05-01,30-59 DPD,Current,50,9027.62,0.0456
2026-05-01,60-89 DPD,1-7 DPD,83,22455.01,0.1908
2026-05-01,60-89 DPD,15-29 DPD,38,7522.0,0.0874
2026-05-01,60-89 DPD,30-59 DPD,40,4336.09,0.092
2026-05-01,60-89 DPD,60-89 DPD,23,2132.29,0.0529
2026-05-01,60-89 DPD,8-14 DPD,62,9865.86,0.1425
2026-05-01,60-89 DPD,90+ DPD,93,20408.71,0.2138
2026-05-01,60-89 DPD,Charge-off,67,0.0,0.154
2026-05-01,60-89 DPD,Current,29,2831.7799999999997,0.0667
2026-05-01,8-14 DPD,1-7 DPD,442,64595.38,0.3038
2026-05-01,8-14 DPD,15-29 DPD,274,29546.1,0.1883
2026-05-01,8-14 DPD,30-59 DPD,245,34406.25,0.1684
2026-05-01,8-14 DPD,60-89 DPD,86,15549.4,0.0591
2026-05-01,8-14 DPD,8-14 DPD,318,52936.43,0.2186
2026-05-01,8-14 DPD,90+ DPD,14,2497.63,0.0096
2026-05-01,8-14 DPD,Charge-off,1,0.0,0.0007
2026-05-01,8-14 DPD,Current,75,15367.48,0.0515
2026-05-01,90+ DPD,1-7 DPD,37,7486.61,0.1823
2026-05-01,90+ DPD,15-29 DPD,23,3691.91,0.1133
2026-05-01,90+ DPD,30-59 DPD,17,2669.12,0.0837
2026-05-01,90+ DPD,60-89 DPD,11,5334.92,0.0542
2026-05-01,90+ DPD,8-14 DPD,25,3890.69,0.1232
2026-05-01,90+ DPD,90+ DPD,43,3323.48,0.2118
2026-05-01,90+ DPD,Charge-off,32,0.0,0.1576
2026-05-01,90+ DPD,Current,15,1980.4,0.0739
2026-05-01,Charge-off,1-7 DPD,11,930.9200000000001,0.0347
2026-05-01,Charge-off,15-29 DPD,10,1046.74,0.0315
2026-05-01,Charge-off,30-59 DPD,13,1548.5900000000001,0.041
2026-05-01,Charge-off,60-89 DPD,4,32.0,0.0126
2026-05-01,Charge-off,8-14 DPD,12,1216.59,0.0379
2026-05-01,Charge-off,90+ DPD,1,497.47,0.0032
2026-05-01,Charge-off,Charge-off,262,0.0,0.8265
2026-05-01,Charge-off,Current,4,736.0500000000001,0.0126
2026-05-01,Current,1-7 DPD,433,167002.53,0.2577
2026-05-01,Current,15-29 DPD,264,93483.34,0.1571
2026-05-01,Current,30-59 DPD,227,77260.85,0.1351
2026-05-01,Current,60-89 DPD,153,48823.73,0.0911
2026-05-01,Current,8-14 DPD,307,100974.48,0.1827
2026-05-01,Current,90+ DPD,34,14125.66,0.0202
2026-05-01,Current,Charge-off,8,0.0,0.0048
2026-05-01,Current,Current,254,91402.94,0.1512
