session_key,session_date,channel,device,region,sessions,visitors,add_to_cart,checkout_starts,session_month
382,2025-01-04,Organic Search,Mobile,East Asia,146,115,11,6,2025-01
383,2025-01-04,Organic Search,Mobile,Oceania,71,48,6,3,2025-01
384,2025-01-04,Organic Search,Mobile,Middle East,59,39,4,2,2025-01
385,2025-01-04,Organic Search,Desktop,North America,291,211,37,21,2025-01
386,2025-01-04,Organic Search,Desktop,Europe,148,101,20,10,2025-01
387,2025-01-04,Organic Search,Desktop,Southeast Asia,111,75,9,4,2025-01
388,2025-01-04,Organic Search,Desktop,East Asia,71,50,9,4,2025-01
389,2025-01-04,Organic Search,Desktop,Oceania,33,24,4,2,2025-01
390,2025-01-04,Organic Search,Desktop,Middle East,30,21,2,0,2025-01
391,2025-01-04,Organic Search,Tablet,North America,94,67,8,4,2025-01
392,2025-01-04,Organic Search,Tablet,Europe,60,45,8,3,2025-01
393,2025-01-04,Organic Search,Tablet,Southeast Asia,50,37,4,1,2025-01
394,2025-01-04,Organic Search,Tablet,East Asia,26,20,3,1,2025-01
395,2025-01-04,Organic Search,Tablet,Oceania,13,8,1,0,2025-01
396,2025-01-04,Organic Search,Tablet,Middle East,10,7,1,0,2025-01
397,2025-01-04,Paid Search,Mobile,North America,355,282,43,15,2025-01
398,2025-01-04,Paid Search,Mobile,Europe,201,149,22,12,2025-01
399,2025-01-04,Paid Search,Mobile,Southeast Asia,150,106,15,7,2025-01
400,2025-01-04,Paid Search,Mobile,East Asia,104,71,14,7,2025-01
401,2025-01-04,Paid Search,Mobile,Oceania,57,38,6,3,2025-01
402,2025-01-04,Paid Search,Mobile,Middle East,38,29,5,2,2025-01
403,2025-01-04,Paid Search,Desktop,North America,157,117,18,9,2025-01
404,2025-01-04,Paid Search,Desktop,Europe,66,52,9,5,2025-01
405,2025-01-04,Paid Search,Desktop,Southeast Asia,65,46,8,3,2025-01
406,2025-01-04,Paid Search,Desktop,East Asia,37,24,3,1,2025-01
407,2025-01-04,Paid Search,Desktop,Oceania,20,14,1,0,2025-01
408,2025-01-04,Paid Search,Desktop,Middle East,13,9,0,0,2025-01
409,2025-01-04,Paid Search,Tablet,North America,62,49,5,2,2025-01
410,2025-01-04,Paid Search,Tablet,Europe,36,25,2,0,2025-01
411,2025-01-04,Paid Search,Tablet,Southeast Asia,25,19,2,0,2025-01
412,2025-01-04,Paid Search,Tablet,East Asia,17,11,1,0,2025-01
413,2025-01-04,Paid Search,Tablet,Oceania,7,5,0,0,2025-01
414,2025-01-04,Paid Search,Tablet,Middle East,5,4,0,0,2025-01
415,2025-01-04,Direct,Mobile,North America,315,240,33,18,2025-01
416,2025-01-04,Direct,Mobile,Europe,144,113,12,4,2025-01
417,2025-01-04,Direct,Mobile,Southeast Asia,113,76,13,5,2025-01
418,2025-01-04,Direct,Mobile,East Asia,87,61,10,4,2025-01
419,2025-01-04,Direct,Mobile,Oceania,45,32,3,1,2025-01
420,2025-01-04,Direct,Mobile,Middle East,30,24,4,1,2025-01
421,2025-01-04,Direct,Desktop,North America,148,120,20,8,2025-01
422,2025-01-04,Direct,Desktop,Europe,82,60,9,3,2025-01
423,2025-01-04,Direct,Desktop,Southeast Asia,52,41,5,1,2025-01
424,2025-01-04,Direct,Desktop,East Asia,32,26,3,1,2025-01
425,2025-01-04,Direct,Desktop,Oceania,19,14,1,0,2025-01
426,2025-01-04,Direct,Desktop,Middle East,12,9,1,0,2025-01
427,2025-01-04,Direct,Tablet,North America,58,45,7,3,2025-01
428,2025-01-04,Direct,Tablet,Europe,23,18,2,0,2025-01
429,2025-01-04,Direct,Tablet,Southeast Asia,22,16,1,0,2025-01
430,2025-01-04,Direct,Tablet,East Asia,14,9,1,0,2025-01
431,2025-01-04,Direct,Tablet,Oceania,7,4,1,0,2025-01
432,2025-01-04,Direct,Tablet,Middle East,4,3,0,0,2025-01
433,2025-01-04,Email,Mobile,North America,198,135,27,14,2025-01
434,2025-01-04,Email,Mobile,Europe,122,82,16,7,2025-01
435,2025-01-04,Email,Mobile,Southeast Asia,83,56,6,3,2025-01
436,2025-01-04,Email,Mobile,East Asia,53,36,6,2,2025-01
437,2025-01-04,Email,Mobile,Oceania,32,24,3,1,2025-01
438,2025-01-04,Email,Mobile,Middle East,19,15,2,0,2025-01
439,2025-01-04,Email,Desktop,North America,109,73,13,6,2025-01
440,2025-01-04,Email,Desktop,Europe,44,34,4,1,2025-01
441,2025-01-04,Email,Desktop,Southeast Asia,48,33,4,2,2025-01
442,2025-01-04,Email,Desktop,East Asia,21,15,2,0,2025-01
443,2025-01-04,Email,Desktop,Oceania,11,8,1,0,2025-01
444,2025-01-04,Email,Desktop,Middle East,9,6,1,0,2025-01
445,2025-01-04,Email,Tablet,North America,32,26,3,1,2025-01
446,2025-01-04,Email,Tablet,Europe,17,12,2,0,2025-01
447,2025-01-04,Email,Tablet,Southeast Asia,16,12,2,0,2025-01
448,2025-01-04,Email,Tablet,East Asia,9,6,1,0,2025-01
449,2025-01-04,Email,Tablet,Oceania,4,2,0,0,2025-01
450,2025-01-04,Email,Tablet,Middle East,3,2,0,0,2025-01
451,2025-01-04,Social,Mobile,North America,271,182,24,13,2025-01
452,2025-01-04,Social,Mobile,Europe,116,81,13,7,2025-01
453,2025-01-04,Social,Mobile,Southeast Asia,93,66,11,6,2025-01
454,2025-01-04,Social,Mobile,East Asia,62,47,5,2,2025-01
455,2025-01-04,Social,Mobile,Oceania,31,24,4,2,2025-01
456,2025-01-04,Social,Mobile,Middle East,27,20,2,0,2025-01
457,2025-01-04,Social,Desktop,North America,127,95,13,7,2025-01
458,2025-01-04,Social,Desktop,Europe,63,50,5,1,2025-01
459,2025-01-04,Social,Desktop,Southeast Asia,57,40,6,3,2025-01
460,2025-01-04,Social,Desktop,East Asia,25,18,3,1,2025-01
461,2025-01-04,Social,Desktop,Oceania,13,9,1,0,2025-01
462,2025-01-04,Social,Desktop,Middle East,11,7,1,0,2025-01
463,2025-01-04,Social,Tablet,North America,41,33,5,2,2025-01
464,2025-01-04,Social,Tablet,Europe,19,15,2,0,2025-01
465,2025-01-04,Social,Tablet,Southeast Asia,18,13,1,0,2025-01
466,2025-01-04,Social,Tablet,East Asia,11,7,0,0,2025-01
467,2025-01-04,Social,Tablet,Oceania,5,3,0,0,2025-01
468,2025-01-04,Social,Tablet,Middle East,4,3,0,0,2025-01
469,2025-01-04,Affiliate,Mobile,North America,124,85,17,8,2025-01
470,2025-01-04,Affiliate,Mobile,Europe,80,58,9,4,2025-01
471,2025-01-04,Affiliate,Mobile,Southeast Asia,68,49,7,3,2025-01
472,2025-01-04,Affiliate,Mobile,East Asia,32,25,4,2,2025-01
473,2025-01-04,Affiliate,Mobile,Oceania,18,14,1,0,2025-01
474,2025-01-04,Affiliate,Mobile,Middle East,14,10,1,0,2025-01
475,2025-01-04,Affiliate,Desktop,North America,60,45,5,2,2025-01
476,2025-01-04,Affiliate,Desktop,Europe,32,24,3,1,2025-01
477,2025-01-04,Affiliate,Desktop,Southeast Asia,25,17,3,1,2025-01
478,2025-01-04,Affiliate,Desktop,East Asia,16,13,1,0,2025-01
479,2025-01-04,Affiliate,Desktop,Oceania,7,5,0,0,2025-01
480,2025-01-04,Affiliate,Desktop,Middle East,6,4,0,0,2025-01
481,2025-01-04,Affiliate,Tablet,North America,19,15,2,1,2025-01
482,2025-01-04,Affiliate,Tablet,Europe,11,8,1,0,2025-01
483,2025-01-04,Affiliate,Tablet,Southeast Asia,8,5,1,0,2025-01
484,2025-01-04,Affiliate,Tablet,East Asia,7,5,0,0,2025-01
485,2025-01-04,Affiliate,Tablet,Oceania,3,2,0,0,2025-01
486,2025-01-04,Affiliate,Tablet,Middle East,2,1,0,0,2025-01
487,2025-01-04,Display,Mobile,North America,84,57,6,2,2025-01
488,2025-01-04,Display,Mobile,Europe,37,28,3,1,2025-01
489,2025-01-04,Display,Mobile,Southeast Asia,28,19,3,1,2025-01
490,2025-01-04,Display,Mobile,East Asia,20,15,1,0,2025-01
491,2025-01-04,Display,Mobile,Oceania,10,6,1,0,2025-01
492,2025-01-04,Display,Mobile,Middle East,8,6,1,0,2025-01
493,2025-01-04,Display,Desktop,North America,31,21,4,2,2025-01
494,2025-01-04,Display,Desktop,Europe,15,11,1,0,2025-01
495,2025-01-04,Display,Desktop,Southeast Asia,16,10,2,1,2025-01
496,2025-01-04,Display,Desktop,East Asia,9,6,0,0,2025-01
497,2025-01-04,Display,Desktop,Oceania,4,2,0,0,2025-01
498,2025-01-04,Display,Desktop,Middle East,3,2,0,0,2025-01
499,2025-01-04,Display,Tablet,North America,14,10,1,0,2025-01
500,2025-01-04,Display,Tablet,Europe,5,3,0,0,2025-01
501,2025-01-04,Display,Tablet,Southeast Asia,6,4,0,0,2025-01
502,2025-01-04,Display,Tablet,East Asia,3,2,0,0,2025-01
503,2025-01-04,Display,Tablet,Oceania,2,1,0,0,2025-01
504,2025-01-04,Display,Tablet,Middle East,1,0,0,0,2025-01
505,2025-01-05,Organic Search,Mobile,North America,560,377,80,31,2025-01
506,2025-01-05,Organic Search,Mobile,Europe,241,188,33,12,2025-01
507,2025-01-05,Organic Search,Mobile,Southeast Asia,200,148,21,9,2025-01
508,2025-01-05,Organic Search,Mobile,East Asia,139,103,11,6,2025-01
509,2025-01-05,Organic Search,Mobile,Oceania,64,52,6,3,2025-01
510,2025-01-05,Organic Search,Mobile,Middle East,51,35,6,3,2025-01
511,2025-01-05,Organic Search,Desktop,North America,203,142,20,7,2025-01
512,2025-01-05,Organic Search,Desktop,Europe,128,102,14,5,2025-01
513,2025-01-05,Organic Search,Desktop,Southeast Asia,104,75,9,3,2025-01
514,2025-01-05,Organic Search,Desktop,East Asia,59,43,6,3,2025-01
515,2025-01-05,Organic Search,Desktop,Oceania,40,32,4,1,2025-01
516,2025-01-05,Organic Search,Desktop,Middle East,21,14,1,0,2025-01
517,2025-01-05,Organic Search,Tablet,North America,78,57,10,4,2025-01
518,2025-01-05,Organic Search,Tablet,Europe,45,31,3,1,2025-01
519,2025-01-05,Organic Search,Tablet,Southeast Asia,46,32,3,1,2025-01
520,2025-01-05,Organic Search,Tablet,East Asia,20,14,1,0,2025-01
521,2025-01-05,Organic Search,Tablet,Oceania,14,9,1,0,2025-01
522,2025-01-05,Organic Search,Tablet,Middle East,7,5,0,0,2025-01
523,2025-01-05,Paid Search,Mobile,North America,282,207,36,15,2025-01
524,2025-01-05,Paid Search,Mobile,Europe,166,111,14,4,2025-01
525,2025-01-05,Paid Search,Mobile,Southeast Asia,139,95,11,3,2025-01
526,2025-01-05,Paid Search,Mobile,East Asia,89,69,10,5,2025-01
527,2025-01-05,Paid Search,Mobile,Oceania,46,36,4,1,2025-01
528,2025-01-05,Paid Search,Mobile,Middle East,33,22,3,1,2025-01
529,2025-01-05,Paid Search,Desktop,North America,128,90,17,7,2025-01
530,2025-01-05,Paid Search,Desktop,Europe,66,50,7,2,2025-01
531,2025-01-05,Paid Search,Desktop,Southeast Asia,57,45,8,2,2025-01
532,2025-01-05,Paid Search,Desktop,East Asia,31,23,3,1,2025-01
533,2025-01-05,Paid Search,Desktop,Oceania,22,15,2,0,2025-01
534,2025-01-05,Paid Search,Desktop,Middle East,14,9,1,0,2025-01
535,2025-01-05,Paid Search,Tablet,North America,52,42,4,1,2025-01
536,2025-01-05,Paid Search,Tablet,Europe,32,22,4,1,2025-01
537,2025-01-05,Paid Search,Tablet,Southeast Asia,22,17,2,0,2025-01
538,2025-01-05,Paid Search,Tablet,East Asia,16,12,1,0,2025-01
539,2025-01-05,Paid Search,Tablet,Oceania,8,6,1,0,2025-01
540,2025-01-05,Paid Search,Tablet,Middle East,4,3,0,0,2025-01
541,2025-01-05,Direct,Mobile,North America,218,162,17,6,2025-01
542,2025-01-05,Direct,Mobile,Europe,136,104,15,6,2025-01
543,2025-01-05,Direct,Mobile,Southeast Asia,131,103,13,6,2025-01
544,2025-01-05,Direct,Mobile,East Asia,78,58,7,2,2025-01
545,2025-01-05,Direct,Mobile,Oceania,33,24,4,1,2025-01
546,2025-01-05,Direct,Mobile,Middle East,24,18,2,0,2025-01
547,2025-01-05,Direct,Desktop,North America,136,94,14,6,2025-01
548,2025-01-05,Direct,Desktop,Europe,57,44,6,2,2025-01
549,2025-01-05,Direct,Desktop,Southeast Asia,54,40,6,2,2025-01
550,2025-01-05,Direct,Desktop,East Asia,29,20,3,1,2025-01
551,2025-01-05,Direct,Desktop,Oceania,18,12,2,0,2025-01
552,2025-01-05,Direct,Desktop,Middle East,11,7,1,0,2025-01
553,2025-01-05,Direct,Tablet,North America,52,39,6,2,2025-01
554,2025-01-05,Direct,Tablet,Europe,23,17,3,1,2025-01
555,2025-01-05,Direct,Tablet,Southeast Asia,23,18,3,1,2025-01
556,2025-01-05,Direct,Tablet,East Asia,12,8,0,0,2025-01
557,2025-01-05,Direct,Tablet,Oceania,7,4,0,0,2025-01
558,2025-01-05,Direct,Tablet,Middle East,4,2,0,0,2025-01
559,2025-01-05,Email,Mobile,North America,192,133,20,9,2025-01
560,2025-01-05,Email,Mobile,Europe,84,57,8,3,2025-01
561,2025-01-05,Email,Mobile,Southeast Asia,80,61,9,3,2025-01
562,2025-01-05,Email,Mobile,East Asia,44,31,3,1,2025-01
563,2025-01-05,Email,Mobile,Oceania,25,18,2,1,2025-01
564,2025-01-05,Email,Mobile,Middle East,17,12,2,1,2025-01
565,2025-01-05,Email,Desktop,North America,72,55,5,1,2025-01
566,2025-01-05,Email,Desktop,Europe,49,38,6,3,2025-01
567,2025-01-05,Email,Desktop,Southeast Asia,35,28,2,1,2025-01
568,2025-01-05,Email,Desktop,East Asia,21,16,2,0,2025-01
569,2025-01-05,Email,Desktop,Oceania,10,7,0,0,2025-01
570,2025-01-05,Email,Desktop,Middle East,8,6,0,0,2025-01
571,2025-01-05,Email,Tablet,North America,30,20,2,0,2025-01
572,2025-01-05,Email,Tablet,Europe,15,11,1,0,2025-01
573,2025-01-05,Email,Tablet,Southeast Asia,13,9,1,0,2025-01
574,2025-01-05,Email,Tablet,East Asia,7,5,0,0,2025-01
575,2025-01-05,Email,Tablet,Oceania,5,3,0,0,2025-01
576,2025-01-05,Email,Tablet,Middle East,3,2,0,0,2025-01
577,2025-01-05,Social,Mobile,North America,182,129,22,8,2025-01
578,2025-01-05,Social,Mobile,Europe,93,68,7,3,2025-01
579,2025-01-05,Social,Mobile,Southeast Asia,101,70,10,5,2025-01
580,2025-01-05,Social,Mobile,East Asia,54,36,5,1,2025-01
581,2025-01-05,Social,Mobile,Oceania,31,24,2,1,2025-01
582,2025-01-05,Social,Mobile,Middle East,21,15,1,0,2025-01
583,2025-01-05,Social,Desktop,North America,90,67,9,3,2025-01
584,2025-01-05,Social,Desktop,Europe,53,39,5,1,2025-01
585,2025-01-05,Social,Desktop,Southeast Asia,42,32,4,2,2025-01
586,2025-01-05,Social,Desktop,East Asia,28,20,2,0,2025-01
587,2025-01-05,Social,Desktop,Oceania,12,9,1,0,2025-01
588,2025-01-05,Social,Desktop,Middle East,10,7,1,0,2025-01
589,2025-01-05,Social,Tablet,North America,40,32,5,2,2025-01
590,2025-01-05,Social,Tablet,Europe,22,16,2,0,2025-01
591,2025-01-05,Social,Tablet,Southeast Asia,15,12,1,0,2025-01
592,2025-01-05,Social,Tablet,East Asia,10,7,0,0,2025-01
593,2025-01-05,Social,Tablet,Oceania,4,2,0,0,2025-01
594,2025-01-05,Social,Tablet,Middle East,3,2,0,0,2025-01
595,2025-01-05,Affiliate,Mobile,North America,124,84,10,3,2025-01
596,2025-01-05,Affiliate,Mobile,Europe,60,40,5,2,2025-01
597,2025-01-05,Affiliate,Mobile,Southeast Asia,43,32,5,1,2025-01
598,2025-01-05,Affiliate,Mobile,East Asia,34,22,4,2,2025-01
599,2025-01-05,Affiliate,Mobile,Oceania,16,11,2,1,2025-01
600,2025-01-05,Affiliate,Mobile,Middle East,9,6,1,0,2025-01
601,2025-01-05,Affiliate,Desktop,North America,54,39,5,2,2025-01
602,2025-01-05,Affiliate,Desktop,Europe,24,19,1,0,2025-01
603,2025-01-05,Affiliate,Desktop,Southeast Asia,22,15,2,1,2025-01
604,2025-01-05,Affiliate,Desktop,East Asia,13,8,1,0,2025-01
605,2025-01-05,Affiliate,Desktop,Oceania,8,5,0,0,2025-01
606,2025-01-05,Affiliate,Desktop,Middle East,6,4,0,0,2025-01
607,2025-01-05,Affiliate,Tablet,North America,18,12,1,0,2025-01
608,2025-01-05,Affiliate,Tablet,Europe,9,6,1,0,2025-01
609,2025-01-05,Affiliate,Tablet,Southeast Asia,9,6,1,0,2025-01
610,2025-01-05,Affiliate,Tablet,East Asia,4,2,0,0,2025-01
611,2025-01-05,Affiliate,Tablet,Oceania,2,1,0,0,2025-01
612,2025-01-05,Affiliate,Tablet,Middle East,2,1,0,0,2025-01
613,2025-01-05,Display,Mobile,North America,69,49,9,4,2025-01
614,2025-01-05,Display,Mobile,Europe,34,25,3,1,2025-01
615,2025-01-05,Display,Mobile,Southeast Asia,31,22,2,1,2025-01
616,2025-01-05,Display,Mobile,East Asia,18,13,2,1,2025-01
617,2025-01-05,Display,Mobile,Oceania,10,8,0,0,2025-01
618,2025-01-05,Display,Mobile,Middle East,7,5,0,0,2025-01
619,2025-01-05,Display,Desktop,North America,27,18,3,1,2025-01
620,2025-01-05,Display,Desktop,Europe,18,13,1,0,2025-01
621,2025-01-05,Display,Desktop,Southeast Asia,11,8,1,0,2025-01
622,2025-01-05,Display,Desktop,East Asia,8,6,0,0,2025-01
623,2025-01-05,Display,Desktop,Oceania,3,2,0,0,2025-01
624,2025-01-05,Display,Desktop,Middle East,3,2,0,0,2025-01
625,2025-01-05,Display,Tablet,North America,9,6,0,0,2025-01
626,2025-01-05,Display,Tablet,Europe,5,4,0,0,2025-01
627,2025-01-05,Display,Tablet,Southeast Asia,5,3,0,0,2025-01
628,2025-01-05,Display,Tablet,East Asia,2,1,0,0,2025-01
629,2025-01-05,Display,Tablet,Oceania,2,1,0,0,2025-01
630,2025-01-05,Display,Tablet,Middle East,1,0,0,0,2025-01
631,2025-01-06,Organic Search,Mobile,North America,463,374,56,19,2025-01
632,2025-01-06,Organic Search,Mobile,Europe,202,143,16,8,2025-01
633,2025-01-06,Organic Search,Mobile,Southeast Asia,211,170,27,9,2025-01
634,2025-01-06,Organic Search,Mobile,East Asia,107,80,10,5,2025-01
635,2025-01-06,Organic Search,Mobile,Oceania,65,52,8,3,2025-01
636,2025-01-06,Organic Search,Mobile,Middle East,51,39,4,1,2025-01
637,2025-01-06,Organic Search,Desktop,North America,236,167,23,9,2025-01
638,2025-01-06,Organic Search,Desktop,Europe,111,83,10,4,2025-01
639,2025-01-06,Organic Search,Desktop,Southeast Asia,102,82,7,3,2025-01
640,2025-01-06,Organic Search,Desktop,East Asia,52,42,7,2,2025-01
641,2025-01-06,Organic Search,Desktop,Oceania,26,18,3,1,2025-01
642,2025-01-06,Organic Search,Desktop,Middle East,19,12,2,0,2025-01
643,2025-01-06,Organic Search,Tablet,North America,91,64,7,3,2025-01
644,2025-01-06,Organic Search,Tablet,Europe,38,27,5,2,2025-01
645,2025-01-06,Organic Search,Tablet,Southeast Asia,34,22,3,1,2025-01
646,2025-01-06,Organic Search,Tablet,East Asia,22,17,2,0,2025-01
647,2025-01-06,Organic Search,Tablet,Oceania,10,7,1,0,2025-01
648,2025-01-06,Organic Search,Tablet,Middle East,8,5,0,0,2025-01
649,2025-01-06,Paid Search,Mobile,North America,285,200,22,9,2025-01
650,2025-01-06,Paid Search,Mobile,Europe,153,103,14,5,2025-01
651,2025-01-06,Paid Search,Mobile,Southeast Asia,129,86,14,5,2025-01
652,2025-01-06,Paid Search,Mobile,East Asia,63,48,7,2,2025-01
653,2025-01-06,Paid Search,Mobile,Oceania,41,32,4,2,2025-01
654,2025-01-06,Paid Search,Mobile,Middle East,28,22,2,0,2025-01
655,2025-01-06,Paid Search,Desktop,North America,103,72,13,4,2025-01
656,2025-01-06,Paid Search,Desktop,Europe,52,35,5,2,2025-01
657,2025-01-06,Paid Search,Desktop,Southeast Asia,47,35,4,2,2025-01
658,2025-01-06,Paid Search,Desktop,East Asia,28,22,2,1,2025-01
659,2025-01-06,Paid Search,Desktop,Oceania,15,10,1,0,2025-01
660,2025-01-06,Paid Search,Desktop,Middle East,12,8,1,0,2025-01
661,2025-01-06,Paid Search,Tablet,North America,39,27,4,1,2025-01
662,2025-01-06,Paid Search,Tablet,Europe,22,16,3,1,2025-01
663,2025-01-06,Paid Search,Tablet,Southeast Asia,24,19,3,1,2025-01
664,2025-01-06,Paid Search,Tablet,East Asia,11,8,0,0,2025-01
665,2025-01-06,Paid Search,Tablet,Oceania,7,4,0,0,2025-01
666,2025-01-06,Paid Search,Tablet,Middle East,5,3,0,0,2025-01
667,2025-01-06,Direct,Mobile,North America,200,141,27,14,2025-01
668,2025-01-06,Direct,Mobile,Europe,141,99,11,6,2025-01
669,2025-01-06,Direct,Mobile,Southeast Asia,117,85,12,5,2025-01
670,2025-01-06,Direct,Mobile,East Asia,70,51,6,3,2025-01
671,2025-01-06,Direct,Mobile,Oceania,40,27,5,2,2025-01
672,2025-01-06,Direct,Mobile,Middle East,21,17,2,1,2025-01
673,2025-01-06,Direct,Desktop,North America,95,72,10,5,2025-01
674,2025-01-06,Direct,Desktop,Europe,46,31,4,1,2025-01
675,2025-01-06,Direct,Desktop,Southeast Asia,52,39,4,2,2025-01
676,2025-01-06,Direct,Desktop,East Asia,32,24,3,1,2025-01
677,2025-01-06,Direct,Desktop,Oceania,16,11,1,0,2025-01
678,2025-01-06,Direct,Desktop,Middle East,9,7,0,0,2025-01
679,2025-01-06,Direct,Tablet,North America,44,34,3,1,2025-01
680,2025-01-06,Direct,Tablet,Europe,19,14,2,0,2025-01
681,2025-01-06,Direct,Tablet,Southeast Asia,16,11,1,0,2025-01
682,2025-01-06,Direct,Tablet,East Asia,10,6,1,0,2025-01
683,2025-01-06,Direct,Tablet,Oceania,6,4,0,0,2025-01
684,2025-01-06,Direct,Tablet,Middle East,4,3,0,0,2025-01
685,2025-01-06,Email,Mobile,North America,174,137,13,6,2025-01
686,2025-01-06,Email,Mobile,Europe,84,60,8,3,2025-01
687,2025-01-06,Email,Mobile,Southeast Asia,60,46,4,1,2025-01
688,2025-01-06,Email,Mobile,East Asia,42,29,4,2,2025-01
689,2025-01-06,Email,Mobile,Oceania,24,16,1,0,2025-01
690,2025-01-06,Email,Mobile,Middle East,14,10,1,0,2025-01
691,2025-01-06,Email,Desktop,North America,72,55,6,3,2025-01
692,2025-01-06,Email,Desktop,Europe,32,22,3,1,2025-01
693,2025-01-06,Email,Desktop,Southeast Asia,31,22,3,1,2025-01
694,2025-01-06,Email,Desktop,East Asia,17,12,1,0,2025-01
695,2025-01-06,Email,Desktop,Oceania,10,6,0,0,2025-01
696,2025-01-06,Email,Desktop,Middle East,7,5,0,0,2025-01
697,2025-01-06,Email,Tablet,North America,33,23,4,2,2025-01
698,2025-01-06,Email,Tablet,Europe,12,8,1,0,2025-01
699,2025-01-06,Email,Tablet,Southeast Asia,13,10,1,0,2025-01
700,2025-01-06,Email,Tablet,East Asia,6,4,0,0,2025-01
701,2025-01-06,Email,Tablet,Oceania,4,2,0,0,2025-01
702,2025-01-06,Email,Tablet,Middle East,2,1,0,0,2025-01
703,2025-01-06,Social,Mobile,North America,208,167,20,7,2025-01
704,2025-01-06,Social,Mobile,Europe,99,70,13,6,2025-01
705,2025-01-06,Social,Mobile,Southeast Asia,92,65,8,3,2025-01
706,2025-01-06,Social,Mobile,East Asia,50,40,6,2,2025-01
707,2025-01-06,Social,Mobile,Oceania,25,19,2,1,2025-01
708,2025-01-06,Social,Mobile,Middle East,16,11,1,0,2025-01
709,2025-01-06,Social,Desktop,North America,76,59,10,4,2025-01
710,2025-01-06,Social,Desktop,Europe,50,38,4,2,2025-01
711,2025-01-06,Social,Desktop,Southeast Asia,33,22,3,1,2025-01
712,2025-01-06,Social,Desktop,East Asia,26,20,2,1,2025-01
713,2025-01-06,Social,Desktop,Oceania,12,8,1,0,2025-01
714,2025-01-06,Social,Desktop,Middle East,10,7,1,0,2025-01
715,2025-01-06,Social,Tablet,North America,28,21,2,0,2025-01
716,2025-01-06,Social,Tablet,Europe,15,11,1,0,2025-01
717,2025-01-06,Social,Tablet,Southeast Asia,15,12,1,0,2025-01
718,2025-01-06,Social,Tablet,East Asia,9,6,0,0,2025-01
719,2025-01-06,Social,Tablet,Oceania,5,3,0,0,2025-01
720,2025-01-06,Social,Tablet,Middle East,3,2,0,0,2025-01
721,2025-01-06,Affiliate,Mobile,North America,118,86,11,4,2025-01
722,2025-01-06,Affiliate,Mobile,Europe,43,31,4,2,2025-01
723,2025-01-06,Affiliate,Mobile,Southeast Asia,45,33,5,2,2025-01
724,2025-01-06,Affiliate,Mobile,East Asia,32,24,4,1,2025-01
725,2025-01-06,Affiliate,Mobile,Oceania,17,13,1,0,2025-01
726,2025-01-06,Affiliate,Mobile,Middle East,9,6,1,0,2025-01
727,2025-01-06,Affiliate,Desktop,North America,44,32,4,1,2025-01
728,2025-01-06,Affiliate,Desktop,Europe,22,16,1,0,2025-01
729,2025-01-06,Affiliate,Desktop,Southeast Asia,23,16,3,1,2025-01
730,2025-01-06,Affiliate,Desktop,East Asia,14,9,1,0,2025-01
731,2025-01-06,Affiliate,Desktop,Oceania,6,4,0,0,2025-01
732,2025-01-06,Affiliate,Desktop,Middle East,4,2,0,0,2025-01
733,2025-01-06,Affiliate,Tablet,North America,20,13,1,0,2025-01
734,2025-01-06,Affiliate,Tablet,Europe,10,8,0,0,2025-01
735,2025-01-06,Affiliate,Tablet,Southeast Asia,7,5,0,0,2025-01
736,2025-01-06,Affiliate,Tablet,East Asia,5,3,0,0,2025-01
737,2025-01-06,Affiliate,Tablet,Oceania,2,1,0,0,2025-01
738,2025-01-06,Affiliate,Tablet,Middle East,1,0,0,0,2025-01
739,2025-01-06,Display,Mobile,North America,51,36,4,1,2025-01
740,2025-01-06,Display,Mobile,Europe,33,23,3,1,2025-01
741,2025-01-06,Display,Mobile,Southeast Asia,28,19,3,1,2025-01
742,2025-01-06,Display,Mobile,East Asia,14,9,2,1,2025-01
743,2025-01-06,Display,Mobile,Oceania,7,4,1,0,2025-01
